,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.03,5.89,8.62,8.73,9.33,14.6,10.8,8.10,,,15.1,14.6,11.3,11.5,11.5,10.7,9.00,8.27,7.95,7.15
Earnings per Share,0.62,0.55,0.59,0.68,0.72,0.85,0.85,0.72,,,0.19,0.22,0.22,0.28,0.59,0.16,-0.29,0.28,0.32,0.11
Revenue per Share,2.90,3.03,3.68,3.93,3.45,3.69,3.49,4.46,,,0.77,0.95,0.88,0.68,1.26,1.30,1.20,1.41,1.28,1.35
Dividend per Share,0.26,0.21,0.37,0.45,0.45,0.59,0.61,0.50,,,0.14,0.00,0.47,,,0.16,0.34,,0.20,0.00
Capital Expenditures per Share,0.20,0.15,0.37,0.27,0.083,0.042,0.19,0.72,,,0.097,0.046,0.031,0.090,0.48,0.024,0.12,0.044,0.046,0.029
Book Value per Share,2.76,3.39,3.78,3.72,4.01,4.36,4.63,5.39,,,4.32,4.42,4.63,5.51,5.67,5.67,5.39,5.64,5.62,5.53
Price to Earnings Ratio,7.97,9.96,8.96,12.9,10.5,13.3,13.3,12.0,,,15.7,14.8,13.3,11.9,8.49,7.20,11.8,10.6,16.6,15.3
Price to Book Value Ratio,1.97,1.73,1.44,2.22,1.93,2.64,2.25,1.50,,,3.77,2.47,2.25,1.87,2.06,1.41,1.50,1.41,1.37,1.17
EV to EBITDA,14.5,14.0,9.80,13.0,12.6,17.7,25.9,24.9,,,24.4,33.3,25.9,32.0,28.0,27.1,24.9,16.7,18.9,17.0
Dividend Payout Ratio,42.6%,37.7%,62.5%,66.5%,63.1%,69.6%,71.9%,69.4%,,,16.1%,0.0%,55.6%,,,13.2%,46.0%,,42.8%,0.0%
Common Shares Outstanding,396.2,396.2,396.2,396.2,396.2,396.2,396.2,462.2,,,396.2,396.2,396.2,462.2,462.9,462.2,462.2,462.2,462.2,462.2
Total Revenue,"1,148","1,201","1,460","1,558","1,368","1,462","1,381","2,060",,,304.4,378.0,350.4,312.8,583.2,602.6,555.3,653.8,592.5,624.4
"Cost of Revenue, Total",899.5,944.3,"1,089","1,149","1,027","1,096","1,052","1,620",,,228.9,293.9,273.3,240.8,454.2,478.8,446.6,490.2,480.8,496.5
Gross Profit,248.2,256.3,370.8,409.6,340.7,365.8,329.5,439.5,,,75.5,84.1,77.1,72.0,129.0,123.8,108.7,163.6,111.7,127.9
"Selling/General/Administrative Expenses, Total",171.0,175.6,225.2,224.2,206.1,227.4,237.8,358.4,,,62.1,61.9,53.7,53.7,104.2,99.9,100.5,95.5,104.9,101.1
Operating Income,77.2,80.7,145.5,185.4,134.6,138.3,91.8,81.1,,,13.4,22.1,23.4,18.2,24.8,23.8,8.21,68.2,6.86,26.8
Net Income,237.5,219.2,234.0,270.7,285.4,336.6,335.6,322.8,,,73.9,89.3,83.1,113.4,271.1,72.8,-134.4,128.1,145.0,50.9
EBITDA,173.1,175.9,251.3,299.1,248.3,238.8,179.1,213.9,,,35.7,44.1,44.3,38.3,87.5,44.6,37.3,110.6,39.4,65.6
Gross Profit Margin,21.6%,21.3%,25.4%,26.3%,24.9%,25.0%,23.9%,21.3%,,,24.8%,22.2%,22.0%,23.0%,22.1%,20.5%,19.6%,25.0%,18.9%,20.5%
Operating Margin,6.7%,6.7%,10.0%,11.9%,9.8%,9.5%,6.6%,3.9%,,,4.4%,5.9%,6.7%,5.8%,4.2%,4.0%,1.5%,10.4%,1.2%,4.3%
Net Profit Margin,20.7%,18.3%,16.0%,17.4%,20.9%,23.0%,24.3%,15.7%,,,24.3%,23.6%,23.7%,36.3%,46.5%,12.1%,-24.2%,19.6%,24.5%,8.2%
Return on Assets,11.7%,10.1%,9.7%,11.2%,12.4%,14.6%,14.5%,10.1%,,,14.6%,14.6%,14.4%,12.7%,14.3%,12.3%,7.6%,8.0%,4.9%,4.3%
Return on Equity,21.7%,16.3%,15.6%,18.4%,18.0%,19.5%,18.3%,12.9%,,,4.3%,5.1%,4.5%,4.5%,10.3%,2.8%,-5.4%,4.9%,5.6%,2.0%
Return on Total Capital,13.1%,11.2%,11.4%,13.8%,14.2%,17.6%,17.5%,11.0%,,,18.4%,18.2%,17.5%,12.2%,17.1%,17.5%,11.0%,11.3%,7.3%,6.4%
SG&A to Sale,14.9%,14.6%,15.4%,14.4%,15.1%,15.6%,17.2%,17.4%,,,20.4%,16.4%,15.3%,17.2%,17.9%,16.6%,18.1%,14.6%,17.7%,16.2%
Depreciation & Amortisation,95.8,95.3,105.8,113.8,113.8,100.5,87.3,132.7,,,22.2,21.9,20.9,20.1,62.8,20.8,29.1,42.5,32.5,38.7
Tax Rate,0.0%,0.4%,1.2%,1.1%,0.0%,4.9%,4.0%,-2.3%,,,0.6%,3.9%,5.7%,-16.7%,2.0%,5.4%,0.6%,3.9%,15.4%,6.9%
Current Ratio,1.73,1.54,1.50,1.78,2.08,1.53,1.24,0.81,,,1.18,1.18,1.24,1.12,1.03,0.88,0.81,0.80,0.84,0.91
Quick Ratio,0.76,0.85,0.90,0.80,0.89,0.74,0.77,0.47,,,0.60,0.66,0.77,0.65,0.60,0.49,0.47,0.50,0.47,0.51
Days Inventory Outstanding,53.3,50.7,41.1,37.1,38.8,38.0,41.5,39.4,,,47.6,53.4,47.5,43.2,58.1,68.4,55.7,47.0,57.2,65.3
Days Sale Outstanding,61.3,75.2,68.7,58.9,68.4,68.4,73.8,70.5,,,64.5,80.1,73.8,68.5,118.1,91.9,70.7,79.1,78.5,80.5
Days Payable Outstanding,53.2,50.9,47.1,46.0,52.9,58.9,68.6,42.9,,,80.1,79.1,73.1,64.0,60.2,63.6,50.7,46.7,54.8,50.5
Cash Conversion Cycle,63.5,63.5,59.0,51.7,53.4,36.1,48.4,56.6,,,36.7,46.5,59.1,54.6,75.0,100.5,89.6,60.6,81.6,97.2
Debt to Asset Ratio,0.47,0.41,0.40,0.36,0.31,0.25,0.21,0.35,,,0.25,0.25,0.21,0.24,0.37,0.36,0.35,0.36,0.36,0.38
Debt to Equity Ratio,0.89,0.71,0.68,0.56,0.46,0.34,0.26,0.57,,,0.33,0.34,0.26,0.32,0.63,0.60,0.57,0.61,0.61,0.64
Interest Coverage Ratio,2.15,2.17,4.57,7.35,6.38,8.49,13.9,3.01,,,8.79,13.2,17.0,6.75,3.13,2.82,1.04,9.06,0.86,3.13
Cash and Short Term Investments,100.0,71.9,205.2,188.6,223.8,161.2,47.2,43.6,,,77.5,77.3,47.2,43.7,68.2,64.6,43.6,52.7,59.0,82.7
"Total Receivables, Net",192.7,247.3,274.8,251.4,256.3,273.8,279.4,397.9,,,249.1,309.4,279.4,252.5,525.7,465.5,397.9,518.7,517.1,535.0
Total Inventory,141.8,120.6,124.4,109.1,109.3,118.8,120.6,229.0,,,158.2,153.2,120.6,125.1,276.6,265.5,229.0,252.7,341.6,343.2
Total Current Assets,437.7,448.4,619.1,558.8,598.9,563.3,450.4,691.9,,,492.5,550.0,450.4,433.4,896.9,830.1,691.9,826.5,919.5,963.2
"Property/Plant/Equipment, Total - Net",678.8,649.4,683.5,684.8,604.5,526.0,525.4,"1,489",,,531.6,531.7,525.4,560.4,"1,476","1,468","1,489","1,481","1,456","1,443"
Total Assets,"2,064","2,295","2,518","2,294","2,317","2,308","2,312","4,094",,,"2,276","2,348","2,312","3,355","4,443","4,353","4,094","4,348","4,357","4,364"
Accounts Payable,123.7,139.9,141.1,148.1,149.5,204.5,190.7,190.0,,,230.3,230.8,190.7,172.7,243.8,260.5,190.0,288.0,281.5,247.7
Accrued Expenses,30.8,25.8,37.8,55.2,42.4,68.3,34.9,55.7,,,25.8,40.7,34.9,15.7,50.9,68.3,55.7,0.005,,
Debt Due,79.6,100.0,184.1,69.9,70.0,77.2,108.0,544.1,,,141.3,166.0,108.0,156.0,513.1,554.3,544.1,639.0,659.3,677.2
Total Current Liabilities,252.6,291.7,413.0,313.8,288.3,368.0,364.0,850.7,,,417.9,467.4,364.0,386.1,871.0,941.9,850.7,"1,037","1,095","1,056"
Long Term Debt,711.9,614.4,555.5,489.1,418.9,184.4,82.6,431.0,,,115.6,99.1,82.6,390.6,632.0,469.2,431.0,392.6,314.4,418.5
Total Liabilities,969.3,952.2,"1,019",822.3,728.4,581.3,476.6,"1,433",,,563.9,597.9,476.6,807.5,"1,645","1,562","1,433","1,586","1,583","1,648"
Common Stock,248.1,248.1,297.7,327.5,360.2,360.2,360.2,420.2,,,360.2,360.2,360.2,420.2,420.2,420.2,420.2,420.2,462.2,462.2
Additional Paid-In Capital,199.0,199.0,199.0,199.0,199.0,199.0,199.0,739.0,,,199.0,199.0,199.0,739.0,739.0,739.0,739.0,739.0,739.0,739.0
Retained Earnings (Accumulated Deficit),524.8,654.7,747.3,850.2,933.5,"1,070","1,280","1,339",,,"1,053","1,088","1,280","1,286","1,370","1,363","1,339","1,467","1,419","1,377"
Shareholders' Equity,"1,094","1,343","1,499","1,472","1,589","1,727","1,835","2,493",,,"1,712","1,750","1,835","2,547","2,626","2,622","2,493","2,607","2,599","2,555"
Cash from Operating Activities,194.2,187.6,277.8,393.1,324.1,198.0,213.7,346.6,,,77.8,8.11,57.6,31.6,66.5,153.1,95.0,13.7,22.7,-8.36
Cash from Investing Activities,-32.6,13.4,-137.9,-33.4,62.3,110.1,70.6,"-1,140",,,50.3,39.1,-11.6,-988.5,-152.4,48.7,-59.6,-53.1,203.7,32.4
Cash from Financing Activities,-85.8,-229.0,-101.6,-381.5,-261.2,-445.5,-313.3,790.0,,,-122.8,-47.5,-76.1,953.4,110.3,-205.5,-56.4,48.6,-220.1,-0.29
Net Change in Cash,75.8,-28.1,38.4,-21.8,125.1,-137.4,-29.0,-3.64,,,5.21,-0.26,-30.0,-3.51,24.5,-3.60,-21.0,9.16,6.29,23.7
Free Cashflows,114.3,126.9,130.0,287.2,291.2,181.4,138.7,13.3,,,39.2,-9.95,45.4,-10.0,-157.3,142.1,38.2,-6.80,1.30,-22.0
Free Cashflow per Share,0.29,0.32,0.33,0.72,0.73,0.46,0.35,0.029,,,0.099,-0.025,0.11,-0.022,-0.34,0.31,0.083,-0.015,0.003,-0.048
