,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.34,4.91,4.34,4.61,5.45,6.40,5.30,5.68,,,6.28,5.38,5.45,5.30,5.28,5.13,5.28,5.38,5.40,5.78
Earnings per Share,0.40,0.38,0.35,0.24,0.40,0.46,0.45,0.43,,,0.057,0.11,0.14,0.12,0.098,0.11,0.098,0.15,0.13,0.15
Revenue per Share,19.0,18.6,15.9,18.3,18.3,19.9,18.7,18.4,,,4.76,4.33,4.24,4.87,4.59,4.64,4.27,4.61,4.29,4.79
Dividend per Share,0.40,0.36,0.32,0.23,0.35,0.42,0.40,0.40,,,0.18,0.00,0.22,,0.18,0.00,0.22,,0.22,0.00
Capital Expenditures per Share,0.023,0.020,0.021,0.016,0.037,0.063,0.009,0.014,,,0.003,0.001,0.003,0.001,0.004,0.006,0.003,0.009,0.021,0.052
Book Value per Share,1.94,2.02,2.00,1.94,2.11,2.16,2.22,2.25,,,2.16,2.09,2.22,2.34,2.22,2.15,2.25,2.41,2.31,2.25
Price to Earnings Ratio,12.3,12.8,12.7,17.5,11.0,12.1,12.1,12.1,,,12.7,13.0,12.1,12.3,11.0,10.8,12.1,11.3,10.6,10.3
Price to Book Value Ratio,2.58,2.48,2.21,2.25,2.08,2.62,2.43,2.35,,,2.41,2.45,2.43,2.10,2.32,2.34,2.35,2.18,2.23,2.69
EV to EBITDA,10.1,10.8,12.7,15.1,11.5,13.2,11.6,12.0,,,15.3,13.5,11.6,11.9,10.8,11.1,12.0,11.2,11.5,10.2
Dividend Payout Ratio,99.5%,94.4%,91.5%,96.2%,88.3%,90.8%,89.4%,93.0%,,,44.5%,0.0%,49.1%,,38.9%,0.0%,51.3%,,45.1%,0.0%
Common Shares Outstanding,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Total Revenue,"3,793","3,710","3,172","3,659","3,659","3,985","3,741","3,673",,,951.9,866.0,847.2,973.8,918.5,927.1,853.7,922.8,858.8,957.6
"Cost of Revenue, Total","3,533","3,465","2,940","3,448","3,416","3,721","3,481","3,396",,,900.9,803.9,775.2,893.9,847.0,860.8,794.1,849.8,789.3,883.0
Gross Profit,259.7,245.9,232.3,210.4,243.1,264.3,259.6,277.3,,,50.9,62.2,71.9,79.8,71.5,66.4,59.6,73.1,69.5,74.6
"Selling/General/Administrative Expenses, Total",130.9,126.8,127.7,131.3,129.8,133.4,133.8,153.1,,,33.0,32.4,34.3,44.3,41.6,34.8,32.3,32.6,34.6,33.2
Operating Income,128.8,119.2,104.6,79.1,113.3,130.9,125.7,124.1,,,17.9,29.8,37.6,35.5,29.8,31.5,27.3,40.5,34.9,41.4
Net Income,80.4,76.3,70.0,47.8,79.3,92.6,89.5,85.8,,,11.4,21.2,27.6,24.2,19.6,22.4,19.6,30.6,25.0,30.8
EBITDA,142.8,133.2,115.9,89.8,123.7,141.7,136.8,134.0,,,21.0,32.8,39.4,38.0,32.2,34.0,29.8,42.9,37.3,43.7
Gross Profit Margin,6.8%,6.6%,7.3%,5.7%,6.6%,6.6%,6.9%,7.5%,,,5.3%,7.2%,8.5%,8.2%,7.8%,7.2%,7.0%,7.9%,8.1%,7.8%
Operating Margin,3.4%,3.2%,3.3%,2.2%,3.1%,3.3%,3.4%,3.4%,,,1.9%,3.4%,4.4%,3.6%,3.2%,3.4%,3.2%,4.4%,4.1%,4.3%
Net Profit Margin,2.1%,2.1%,2.2%,1.3%,2.2%,2.3%,2.4%,2.3%,,,1.2%,2.4%,3.3%,2.5%,2.1%,2.4%,2.3%,3.3%,2.9%,3.2%
Return on Assets,7.6%,6.8%,5.8%,3.9%,6.2%,6.8%,6.9%,6.8%,,,5.4%,5.8%,7.1%,6.6%,7.1%,7.1%,6.5%,7.2%,7.5%,8.2%
Return on Equity,20.7%,18.9%,17.5%,12.3%,18.8%,21.5%,20.1%,19.0%,,,2.6%,5.1%,6.2%,5.2%,4.4%,5.2%,4.4%,6.3%,5.4%,6.8%
Return on Total Capital,20.6%,18.7%,17.4%,12.2%,18.6%,21.3%,20.0%,19.0%,,,18.6%,18.5%,20.0%,17.9%,20.8%,21.7%,19.0%,19.1%,21.1%,23.6%
SG&A to Sale,3.5%,3.4%,4.0%,3.6%,3.5%,3.3%,3.6%,4.2%,,,3.5%,3.7%,4.0%,4.6%,4.5%,3.8%,3.8%,3.5%,4.0%,3.5%
Depreciation & Amortisation,13.9,14.0,11.3,10.7,10.4,10.8,11.0,9.91,,,3.13,3.00,1.74,2.49,2.43,2.46,2.53,2.44,2.36,2.33
Tax Rate,30.5%,23.6%,19.8%,20.0%,20.0%,20.2%,19.6%,23.8%,,,18.1%,19.7%,19.9%,26.1%,27.3%,22.2%,18.6%,18.6%,20.9%,19.7%
Current Ratio,1.37,1.38,1.32,1.36,1.33,1.34,1.43,1.43,,,1.33,1.36,1.43,1.43,1.40,1.35,1.43,1.46,1.44,1.40
Quick Ratio,0.80,0.68,0.65,0.74,0.74,0.77,0.78,0.72,,,0.75,0.75,0.78,0.84,0.80,0.72,0.72,0.81,0.75,0.77
Days Inventory Outstanding,35.3,42.7,60.4,50.6,50.1,48.1,49.6,54.4,,,56.8,52.0,50.3,50.7,51.3,54.6,58.7,57.1,57.6,56.1
Days Sale Outstanding,54.6,47.3,65.3,56.6,68.9,64.3,59.7,57.7,,,66.5,61.8,59.7,70.6,68.1,66.5,57.7,66.8,61.7,65.9
Days Payable Outstanding,21.5,20.9,25.4,20.9,23.6,24.3,21.1,19.0,,,0.071,0.059,9.45,9.74,0.045,0.057,9.38,22.2,23.1,23.8
Cash Conversion Cycle,65.2,75.0,93.2,89.2,84.1,90.1,95.1,95.2,,,128.4,117.5,93.1,116.9,121.2,121.5,102.3,94.5,102.2,92.5
Debt to Asset Ratio,0.65,0.64,0.69,0.67,0.69,0.68,0.64,0.64,,,0.69,0.68,0.64,0.65,0.66,0.68,0.64,0.63,0.64,0.65
Debt to Equity Ratio,1.87,1.80,2.21,2.01,2.27,2.16,1.79,1.81,,,2.26,2.09,1.79,1.82,1.90,2.17,1.81,1.72,1.76,1.89
Interest Coverage Ratio,9.82,6.14,6.03,4.09,7.98,8.75,8.78,10.8,,,4.52,8.71,11.8,13.1,10.5,11.3,8.69,13.7,10.5,13.7
Cash and Short Term Investments,41.4,42.5,47.6,36.2,42.7,42.3,34.4,22.1,,,23.6,21.1,34.4,23.7,26.0,28.2,22.1,15.0,19.1,38.2
"Total Receivables, Net",567.1,481.3,567.8,566.9,691.0,702.1,611.9,580.7,,,721.4,646.6,611.9,703.7,672.4,668.5,580.7,662.7,601.8,648.4
Total Inventory,358.5,452.2,520.3,435.6,501.8,478.7,467.3,545.7,,,525.8,491.6,467.3,470.6,463.3,546.7,545.7,503.0,535.8,483.0
Total Current Assets,970.0,982.9,"1,147","1,040","1,246","1,228","1,119","1,154",,,"1,279","1,165","1,119","1,202","1,172","1,249","1,154","1,196","1,159","1,176"
"Property/Plant/Equipment, Total - Net",136.9,131.6,124.1,121.0,123.9,125.7,116.9,109.8,,,121.5,119.1,116.9,114.6,112.9,111.6,109.8,109.2,111.0,119.0
Total Assets,"1,112","1,129","1,281","1,171","1,378","1,361","1,242","1,268",,,"1,407","1,290","1,242","1,322","1,290","1,366","1,268","1,309","1,275","1,300"
Accounts Payable,212.8,184.5,224.0,171.4,271.2,223.3,179.6,173.9,,,0.53,0.62,179.6,0.40,0.43,0.63,173.9,233.6,183.6,248.4
Accrued Expenses,13.3,9.87,11.6,8.58,14.4,13.9,13.9,14.7,,,,,13.9,,,,14.7,9.85,13.2,15.8
Debt Due,468.5,507.2,626.6,578.3,636.4,663.9,576.7,607.6,,,710.0,616.6,576.7,557.9,535.7,596.6,607.6,556.7,592.3,562.6
Total Current Liabilities,706.9,711.4,870.0,766.6,936.2,914.1,784.0,807.8,,,961.8,859.5,784.0,839.1,835.4,924.7,807.8,820.4,804.1,842.1
Long Term Debt,3.04,3.80,2.20,3.28,5.22,3.34,2.17,0.98,,,3.03,2.60,2.17,1.73,1.48,1.23,0.98,0.72,0.46,0.20
Total Liabilities,724.6,725.9,882.1,782.2,956.3,929.9,797.4,817.5,,,975.4,873.0,797.4,853.1,845.3,934.8,817.5,827.7,812.6,850.8
Common Stock,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Additional Paid-In Capital,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,,,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
Retained Earnings (Accumulated Deficit),131.8,147.2,143.2,132.8,166.1,175.1,188.6,194.9,,,175.9,161.1,188.6,212.9,188.5,174.9,194.9,225.4,206.5,193.2
Shareholders' Equity,387.8,403.2,399.2,388.8,422.1,431.2,444.7,450.9,,,431.9,417.1,444.7,468.9,444.5,430.9,450.9,481.5,462.5,449.3
Cash from Operating Activities,10.9,41.0,-45.0,100.1,4.05,71.0,157.7,40.8,,,115.3,127.6,54.1,8.67,69.6,-21.3,-16.1,46.0,16.7,103.5
Cash from Investing Activities,-4.21,-8.52,6.72,-1.56,-5.30,-12.6,0.65,-2.65,,,0.75,-0.17,-0.54,-0.061,-0.75,-1.16,-0.68,-1.89,-4.05,-10.3
Cash from Financing Activities,8.29,-31.4,43.4,-110.0,7.72,-58.7,-166.3,-50.4,,,-118.6,-129.9,-40.4,-19.3,-66.5,24.6,10.8,-51.2,-8.67,-74.1
Net Change in Cash,15.0,1.08,5.15,-11.4,6.46,-0.37,-7.96,-12.3,,,-2.55,-2.48,13.2,-10.7,2.36,2.11,-6.03,-7.09,4.02,19.2
Free Cashflows,6.39,37.0,-49.3,96.9,-3.36,58.3,155.9,38.1,,,114.8,127.3,53.6,8.56,68.8,-22.5,-16.8,44.1,12.6,93.2
Free Cashflow per Share,0.032,0.18,-0.25,0.48,-0.017,0.29,0.78,0.19,,,0.57,0.64,0.27,0.043,0.34,-0.11,-0.084,0.22,0.063,0.47
