,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,38.8,42.9,24.3,14.4,12.8,13.5,10.2,10.8,,,14.2,12.5,11.3,10.2,9.58,9.43,10.5,11.6,10.8,10.5
Earnings per Share,1.97,2.56,2.22,0.60,0.084,-1.07,-3.70,-0.55,,,-0.23,-0.12,-3.14,-0.16,-0.27,-0.075,0.014,-0.046,0.42,-0.23
Revenue per Share,7.48,8.34,8.71,6.24,5.47,4.15,3.95,3.71,,,1.04,1.12,0.85,0.82,0.90,0.93,1.06,0.87,0.86,0.86
Dividend per Share,2.00,2.30,,0.55,0.080,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.47,0.40,0.25,0.29,0.39,0.59,0.51,0.18,,,0.30,0.057,0.063,0.005,0.012,0.078,0.084,0.11,0.022,0.079
Book Value per Share,11.1,11.6,11.5,10.7,10.7,9.56,5.87,5.32,,,9.11,9.00,5.87,5.69,5.40,5.30,5.32,5.37,5.79,5.49
Price to Earnings Ratio,14.9,19.0,13.6,27.0,104.6,,,,,,,,,,,,,,32.5,61.4
Price to Book Value Ratio,2.58,4.37,2.54,1.35,0.84,1.37,1.81,1.94,,,1.40,1.29,1.81,1.61,1.72,1.72,1.94,1.97,1.74,1.78
EV to EBITDA,6.42,10.4,9.12,6.84,4.30,-96.5,-3.50,34.1,,,-67.0,105.1,-3.50,-3.23,-2.93,-2.81,34.1,27.9,21.4,45.0
Dividend Payout Ratio,101.3%,89.8%,,91.5%,95.1%,,,,,,,,,,,,,,,
Common Shares Outstanding,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1,,,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1
Total Revenue,"5,142","5,729","5,985","4,286","3,761","2,849","2,713","2,546",,,717.0,767.7,584.6,561.8,621.2,638.0,725.5,594.4,591.5,587.8
"Cost of Revenue, Total","2,181","2,422","2,727","2,668","2,666","2,714","4,675","2,154",,,707.6,672.8,"2,674",509.2,558.8,529.1,514.4,506.5,472.6,550.5
Gross Profit,"2,962","3,307","3,258","1,618","1,095",135.1,"-1,963",392.2,,,9.40,94.9,"-2,090",52.6,62.4,108.9,211.1,87.9,118.9,37.3
"Selling/General/Administrative Expenses, Total","1,074","1,186","1,320","1,224","1,047",998.8,843.3,716.6,,,191.0,195.1,259.3,197.2,198.3,149.0,173.6,146.5,174.1,197.0
Operating Income,"1,889","2,122","1,938",393.6,47.6,-863.6,"-2,805",-322.7,,,-181.6,-100.1,"-2,348",-144.6,-136.0,-40.1,39.2,-58.6,-55.2,-159.7
Net Income,"1,356","1,759","1,527",412.8,57.8,-734.9,"-2,542",-375.7,,,-161.3,-80.6,"-2,155",-107.3,-182.4,-51.7,9.90,-31.9,287.3,-155.6
EBITDA,"2,393","2,629","2,435","1,111",821.6,-95.1,"-1,959",177.6,,,81.7,98.2,"-2,153",-20.7,-11.2,81.2,125.3,55.2,46.3,-70.8
Gross Profit Margin,57.6%,57.7%,54.4%,37.8%,29.1%,4.7%,-72.4%,15.4%,,,1.3%,12.4%,-357.4%,9.4%,10.0%,17.1%,29.1%,14.8%,20.1%,6.3%
Operating Margin,36.7%,37.0%,32.4%,9.2%,1.3%,-30.3%,-103.4%,-12.7%,,,-25.3%,-13.0%,-401.6%,-25.7%,-21.9%,-6.3%,5.4%,-9.9%,-9.3%,-27.2%
Net Profit Margin,26.4%,30.7%,25.5%,9.6%,1.5%,-25.8%,-93.7%,-14.8%,,,-22.5%,-10.5%,-368.7%,-19.1%,-29.4%,-8.1%,1.4%,-5.4%,48.6%,-26.5%
Return on Assets,12.8%,16.1%,13.6%,3.5%,0.5%,-6.7%,-29.6%,-5.5%,,,-8.6%,-7.2%,-31.4%,-35.6%,-36.1%,-36.5%,-4.9%,-3.9%,3.4%,1.9%
Return on Equity,17.9%,22.0%,19.3%,5.6%,0.8%,-11.2%,-63.1%,-10.3%,,,-2.6%,-1.3%,-53.5%,-2.7%,-4.9%,-1.4%,0.3%,-0.9%,7.2%,-4.1%
