,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.85,1.23,1.16,0.98,0.82,0.84,0.67,0.72,,,0.80,0.81,0.77,0.71,0.69,0.62,0.75,0.61,0.56,0.55
Earnings per Share,0.034,0.015,0.041,0.031,0.011,0.037,0.001,0.007,,,0.005,0.003,-0.007,0.017,-0.002,-0.006,-0.001,-0.003,0.005,0.014
Revenue per Share,18.3,24.9,46.5,32.2,31.1,51.9,48.2,46.7,,,13.8,15.6,8.63,10.6,13.3,12.6,10.2,19.8,23.0,18.4
Dividend per Share,0.040,,0.025,,,0.030,,,,,,,,,,,,,,
Capital Expenditures per Share,0.051,0.022,0.017,0.002,0.010,0.014,0.006,0.001,,,0.002,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Book Value per Share,1.20,1.17,1.26,1.27,1.27,1.30,1.27,1.27,,,1.27,1.27,1.27,1.28,1.28,1.28,1.27,1.27,1.28,1.29
Price to Earnings Ratio,23.6,62.6,22.7,34.6,69.6,21.4,491.8,91.2,,,25.9,56.2,491.5,38.8,63.3,546.2,91.2,,,33.6
Price to Book Value Ratio,0.62,1.01,0.70,0.73,0.60,0.63,0.57,0.47,,,0.63,0.59,0.57,0.52,0.51,0.41,0.47,0.46,0.41,0.39
EV to EBITDA,2.40,4.73,2.03,2.89,2.57,1.98,0.87,-4.24,,,0.82,0.78,0.87,-0.89,-3.53,-4.64,-4.24,-7.08,-2.72,-4.71
Dividend Payout Ratio,119.4%,,61.7%,,,80.2%,,,,,,,,,,,,,,
Common Shares Outstanding,"1,089","1,089","1,089","1,089","1,089","1,089","1,089","1,089",,,"1,089","1,089","1,089","1,089","1,089","1,089","1,089","1,089","1,089","1,089"
Total Revenue,"19,978","27,079","50,671","35,062","33,890","56,572","52,536","50,903",,,"15,037","17,014","9,398","11,555","14,522","13,678","11,148","21,567","25,071","20,055"
"Cost of Revenue, Total","19,249","26,434","49,846","34,400","33,363","56,022","52,048","50,453",,,"14,922","16,892","9,272","11,404","14,417","13,575","11,056","21,479","24,944","19,927"
Gross Profit,"19,602","26,741","50,193","34,693","33,595","56,207","52,207","50,583",,,"14,965","16,937","9,304","11,458","14,445","13,599","11,080","21,493","25,000","19,972"
"Selling/General/Administrative Expenses, Total","19,397","26,575","49,981","34,515","33,472","56,022","52,048","50,453",,,"14,922","16,892","9,272","11,404","14,417","13,575","11,056","21,479","24,944","19,927"
Operating Income,165.7,125.2,168.4,137.3,92.5,190.0,156.1,130.0,,,42.7,45.0,29.8,54.0,28.1,24.4,23.6,14.2,55.5,45.5
Net Income,42.2,15.8,44.2,33.9,11.7,40.8,1.60,8.00,,,5.82,3.79,-7.72,18.0,-2.41,-6.82,-0.82,-3.07,5.54,15.2
EBITDA,198.6,160.9,206.0,171.9,116.9,204.3,166.0,137.5,,,45.7,48.1,30.1,56.5,30.6,27.0,23.4,16.7,57.8,47.7
Gross Profit Margin,98.1%,98.8%,99.1%,98.9%,99.1%,99.4%,99.4%,99.4%,,,99.5%,99.5%,99.0%,99.2%,99.5%,99.4%,99.4%,99.7%,99.7%,99.6%
Operating Margin,0.8%,0.5%,0.3%,0.4%,0.3%,0.3%,0.3%,0.3%,,,0.3%,0.3%,0.3%,0.5%,0.2%,0.2%,0.2%,0.1%,0.2%,0.2%
Net Profit Margin,0.2%,0.1%,0.1%,0.1%,0.0%,0.1%,0.0%,0.0%,,,0.0%,0.0%,-0.1%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%
