,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.93,3.71,6.46,6.65,9.90,10.5,8.43,6.33,,,8.20,8.50,8.63,8.85,8.20,7.50,6.75,6.40,5.93,6.25
Earnings per Share,0.074,0.026,0.11,0.17,0.18,0.27,0.22,0.31,,,0.036,0.088,0.053,0.077,0.066,0.12,0.045,0.065,0.040,0.15
Revenue per Share,1.87,1.80,1.98,2.24,2.40,3.05,3.46,3.96,,,0.82,0.94,0.92,0.96,0.94,1.08,0.98,1.00,1.02,1.23
Dividend per Share,0.042,0.028,0.056,0.027,0.10,0.11,0.12,0.12,,,,,0.12,,,,0.12,,,
Capital Expenditures per Share,0.17,0.13,0.12,0.29,0.30,0.26,0.31,0.34,,,0.067,0.087,0.10,0.10,0.066,0.094,0.088,0.093,0.098,0.13
Book Value per Share,1.02,1.28,1.36,1.43,1.59,1.76,1.86,2.05,,,1.72,1.81,1.86,1.94,1.88,2.00,2.05,2.11,2.03,2.18
Price to Earnings Ratio,,131.3,29.8,41.4,32.3,39.1,37.8,20.2,,,35.2,40.7,37.8,33.8,26.9,21.1,20.2,17.5,20.4,21.3
Price to Book Value Ratio,,2.52,2.43,4.22,4.21,5.79,4.49,3.05,,,4.54,4.51,4.49,3.79,4.20,3.12,3.05,2.72,2.83,2.85
EV to EBITDA,0.00,15.7,10.1,19.0,16.0,25.1,17.0,11.2,,,17.9,17.2,17.0,15.6,13.8,12.0,11.2,10.8,10.1,8.68
Dividend Payout Ratio,57.0%,110.0%,52.6%,16.6%,56.2%,41.0%,54.7%,38.7%,,,,,54.7%,,,,38.8%,,,
Common Shares Outstanding,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7,,,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7
Total Revenue,"1,068","1,026","1,130","1,276","1,369","1,743","1,974","2,259",,,470.1,539.2,524.1,547.6,535.1,617.8,558.8,570.8,583.0,704.5
"Cost of Revenue, Total",783.3,795.5,846.0,938.6,"1,012","1,290","1,532","1,710",,,371.9,402.8,419.0,409.3,410.3,452.0,438.5,432.1,460.7,507.1
Gross Profit,284.8,230.7,283.7,337.8,356.8,452.6,442.5,549.1,,,98.2,136.4,105.1,138.3,124.8,165.8,120.2,138.7,122.3,197.4
"Selling/General/Administrative Expenses, Total",209.9,197.1,194.0,211.3,223.1,247.7,273.8,311.8,,,69.6,71.0,64.8,76.5,74.1,76.6,84.6,86.7,90.2,89.6
Operating Income,74.9,33.6,89.7,126.5,133.8,204.8,168.8,237.3,,,28.6,65.4,40.3,61.8,50.7,89.2,35.6,52.0,32.2,107.8
Net Income,38.5,13.3,61.1,94.4,101.5,153.1,125.3,176.5,,,20.7,50.4,30.5,43.8,37.5,69.4,25.7,37.0,23.0,83.1
EBITDA,146.3,109.6,175.2,205.9,209.4,299.5,281.3,369.4,,,55.9,93.3,71.3,93.3,82.9,122.8,70.4,87.6,68.9,145.6
Gross Profit Margin,26.7%,22.5%,25.1%,26.5%,26.1%,26.0%,22.4%,24.3%,,,20.9%,25.3%,20.1%,25.3%,23.3%,26.8%,21.5%,24.3%,21.0%,28.0%
Operating Margin,7.0%,3.3%,7.9%,9.9%,9.8%,11.8%,8.5%,10.5%,,,6.1%,12.1%,7.7%,11.3%,9.5%,14.4%,6.4%,9.1%,5.5%,15.3%
Net Profit Margin,3.6%,1.3%,5.4%,7.4%,7.4%,8.8%,6.3%,7.8%,,,4.4%,9.3%,5.8%,8.0%,7.0%,11.2%,4.6%,6.5%,3.9%,11.8%
Return on Assets,3.7%,1.2%,5.5%,7.8%,7.4%,9.6%,7.0%,9.3%,,,6.9%,6.7%,7.0%,7.9%,8.7%,9.3%,8.8%,8.4%,7.5%,7.8%
Return on Equity,6.6%,1.8%,7.9%,11.5%,11.2%,15.2%,11.8%,15.1%,,,2.1%,4.9%,2.9%,4.0%,3.5%,6.1%,2.2%,3.1%,2.0%,6.7%
Return on Total Capital,4.8%,1.6%,7.1%,9.4%,9.2%,12.0%,9.8%,13.0%,,,9.8%,9.4%,9.8%,11.0%,12.8%,13.3%,13.0%,12.1%,11.4%,11.6%
SG&A to Sale,19.7%,19.2%,17.2%,16.6%,16.3%,14.2%,13.9%,13.8%,,,14.8%,13.2%,12.4%,14.0%,13.9%,12.4%,15.1%,15.2%,15.5%,12.7%
Depreciation & Amortisation,71.4,76.0,85.5,79.4,75.6,94.6,112.5,132.2,,,27.3,27.9,31.0,31.5,32.2,33.6,34.8,35.6,36.7,37.8
Tax Rate,27.6%,25.7%,21.4%,19.8%,19.9%,18.8%,16.1%,18.2%,,,14.0%,17.1%,15.2%,20.4%,18.3%,17.5%,16.1%,18.2%,16.0%,19.2%
Current Ratio,1.04,1.22,1.27,1.18,1.10,1.13,0.88,0.89,,,0.91,0.91,0.88,0.94,0.81,0.93,0.89,0.91,0.83,0.94
Quick Ratio,0.50,0.64,0.51,0.71,0.58,0.58,0.56,0.58,,,0.62,0.60,0.56,0.61,0.55,0.59,0.58,0.66,0.55,0.66
Days Inventory Outstanding,10.4,10.8,10.1,9.44,9.82,9.83,10.7,10.6,,,10.4,9.86,10.8,11.0,10.1,9.83,10.3,10.3,9.98,9.41
Days Sale Outstanding,42.3,34.7,37.9,54.9,49.5,49.9,47.0,51.3,,,50.3,51.7,47.0,50.3,50.3,55.9,51.3,58.5,57.9,64.9
Days Payable Outstanding,32.0,27.1,24.1,28.0,34.9,32.1,31.9,30.4,,,28.1,29.6,33.1,32.6,30.6,31.6,31.0,28.9,29.3,30.4
Cash Conversion Cycle,21.0,26.4,20.2,21.6,22.1,21.3,21.0,28.0,,,30.2,29.0,24.3,27.6,29.2,29.0,34.7,36.1,37.8,38.9
Debt to Asset Ratio,0.45,0.32,0.29,0.37,0.37,0.43,0.41,0.41,,,0.42,0.42,0.41,0.41,0.43,0.43,0.41,0.40,0.45,0.43
Debt to Equity Ratio,0.83,0.48,0.43,0.58,0.59,0.75,0.71,0.70,,,0.73,0.71,0.71,0.68,0.75,0.76,0.70,0.68,0.83,0.76
Interest Coverage Ratio,3.86,2.01,7.95,16.6,19.3,13.0,8.90,11.5,,,6.46,14.7,9.43,9.50,11.1,18.8,7.32,7.91,6.84,22.7
Cash and Short Term Investments,104.4,136.2,143.9,96.7,133.2,177.6,83.7,111.6,,,73.0,86.8,83.7,92.4,85.7,136.3,111.6,80.2,126.5,129.4
"Total Receivables, Net",123.9,97.5,117.4,192.1,185.6,238.3,254.5,317.4,,,259.1,271.6,254.5,286.7,295.7,340.9,317.4,365.6,369.4,429.6
Total Inventory,23.8,23.2,23.8,24.8,29.7,39.8,50.0,49.8,,,38.8,41.0,50.0,46.9,44.3,46.8,49.8,47.7,49.9,44.9
Total Current Assets,257.3,262.6,290.5,317.7,353.9,460.5,398.6,492.1,,,378.5,407.7,398.6,438.5,437.0,537.3,492.1,507.8,558.4,612.9
"Property/Plant/Equipment, Total - Net",646.2,649.3,641.5,751.0,874.9,985.3,"1,112","1,145",,,"1,032","1,066","1,112","1,090","1,105","1,129","1,145","1,169","1,203","1,229"
Total Assets,"1,074","1,101","1,123","1,296","1,446","1,755","1,815","1,989",,,"1,701","1,767","1,815","1,862","1,884","2,013","1,989","2,031","2,118","2,192"
Accounts Payable,64.9,53.1,58.8,85.2,108.2,118.5,149.1,136.2,,,111.0,128.6,149.1,137.1,138.4,154.8,136.2,138.4,147.7,158.4
Accrued Expenses,59.3,56.2,64.8,70.4,77.2,99.4,117.6,118.1,,,115.5,126.0,117.6,117.6,118.9,144.0,118.1,126.0,140.3,156.7
Debt Due,63.8,67.9,71.5,76.8,75.1,93.8,94.8,212.5,,,123.4,118.7,94.8,138.4,210.6,203.8,212.5,214.8,309.0,269.1
Total Current Liabilities,246.8,214.5,228.3,270.4,321.5,407.8,452.3,551.1,,,415.0,450.1,452.3,467.2,540.1,575.9,551.1,556.1,673.4,651.2
Long Term Debt,225.3,125.2,84.1,189.0,195.6,266.0,223.1,192.2,,,230.7,210.5,223.1,214.5,194.6,218.0,192.2,199.7,204.0,215.9
Total Liabilities,480.2,353.1,330.6,476.5,535.7,748.7,751.7,817.1,,,718.8,734.1,751.7,754.3,807.8,867.6,817.1,822.2,956.7,947.4
Common Stock,400.0,535.0,535.0,570.7,570.7,570.7,570.7,570.7,,,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7,570.7
Additional Paid-In Capital,10.0,37.9,37.9,37.9,37.9,37.9,37.9,37.9,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9
