,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.24,5.10,3.61,5.26,7.55,5.26,2.73,1.82,,,4.77,3.46,2.93,2.87,2.53,2.23,2.25,2.19,1.69,1.33
Earnings per Share,-1.86,0.88,0.17,-0.13,-0.066,0.015,-0.65,0.083,,,-0.28,-0.010,-0.41,0.007,0.015,0.025,0.033,0.023,0.011,-0.057
Revenue per Share,9.14,4.24,9.15,10.8,9.11,4.23,2.25,2.14,,,0.56,0.54,0.51,0.47,0.48,0.55,0.64,0.59,0.58,0.45
Dividend per Share,0.10,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.36,1.01,0.28,0.089,0.33,0.54,0.67,0.22,,,0.096,0.13,0.15,0.045,0.055,0.054,0.061,0.050,0.047,0.028
Book Value per Share,1.23,2.11,2.27,2.14,2.09,2.11,1.46,1.55,,,1.89,1.88,1.46,1.47,1.49,1.51,1.55,1.57,1.58,1.53
Price to Earnings Ratio,,6.44,19.9,,,470.0,,26.5,,,,,,,,,27.5,18.8,16.5,126.2
Price to Book Value Ratio,3.65,2.51,1.48,1.72,3.26,3.05,1.89,1.34,,,2.28,1.30,1.89,1.39,1.53,1.25,1.34,1.21,0.81,0.77
EV to EBITDA,8.91,-15.2,-830.2,46.0,26.6,21.3,-20.4,6.95,,,30.8,27.8,-20.4,-18.8,59.5,61.4,6.95,6.77,6.15,5.22
Dividend Payout Ratio,-5.4%,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,829.8,833.9,836.4,836.5,836.5,836.5,836.5,836.5,,,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5
Total Revenue,"7,584","3,538","7,652","8,993","7,617","3,541","1,879","1,791",,,472.1,451.6,424.4,394.1,398.6,462.0,536.3,493.4,482.0,378.8
"Cost of Revenue, Total","7,274","3,897","7,741","9,053","7,470","3,240","1,781","1,436",,,442.4,386.2,534.8,314.7,316.4,378.7,426.1,403.3,399.6,355.6
Gross Profit,310.4,-359.7,-89.0,-60.6,147.2,301.1,97.9,355.4,,,29.7,65.4,-110.4,79.4,82.2,83.4,110.3,90.1,82.4,23.2
"Selling/General/Administrative Expenses, Total",198.5,218.0,228.9,199.9,230.7,233.3,280.2,238.3,,,76.0,62.1,78.0,62.6,53.5,52.4,69.7,65.6,66.4,65.2
Operating Income,136.2,-566.9,-299.6,-242.0,-65.3,28.2,-462.6,128.4,,,-213.0,9.84,-316.4,21.6,31.8,35.5,39.3,28.7,20.2,-38.9
Net Income,"-1,502",733.6,144.2,-111.0,-55.3,13.0,-545.9,70.4,,,-230.2,-7.66,-347.1,6.02,12.1,21.1,31.0,18.9,8.90,-47.6
EBITDA,450.0,-349.1,14.0,96.3,267.6,369.8,-83.9,377.3,,,-117.8,107.6,-223.2,87.2,97.8,102.2,94.2,93.2,86.1,27.9
Gross Profit Margin,4.1%,-10.2%,-1.2%,-0.7%,1.9%,8.5%,5.2%,19.8%,,,6.3%,14.5%,-26.0%,20.1%,20.6%,18.0%,20.6%,18.3%,17.1%,6.1%
Operating Margin,1.8%,-16.0%,-3.9%,-2.7%,-0.9%,0.8%,-24.6%,7.2%,,,-45.1%,2.2%,-74.5%,5.5%,8.0%,7.7%,7.3%,5.8%,4.2%,-10.3%
Net Profit Margin,-19.8%,20.7%,1.9%,-1.2%,-0.7%,0.4%,-29.0%,3.9%,,,-48.8%,-1.7%,-81.8%,1.5%,3.0%,4.6%,5.8%,3.8%,1.8%,-12.6%
Return on Assets,-46.1%,24.6%,3.9%,-3.2%,-1.6%,0.4%,-17.1%,2.4%,,,-7.2%,-8.8%,-17.8%,-19.0%,-11.1%,-10.8%,2.4%,2.9%,2.8%,0.4%
Return on Equity,-147.5%,41.7%,7.6%,-6.2%,-3.2%,0.7%,-44.7%,5.4%,,,-14.6%,-0.5%,-28.4%,0.5%,1.0%,1.7%,2.4%,1.4%,0.7%,-3.7%
Return on Total Capital,-147.5%,38.4%,7.2%,-6.2%,-2.7%,0.5%,-35.6%,3.7%,,,-13.6%,-15.6%,-35.6%,-33.7%,-19.2%,-17.2%,3.7%,5.2%,5.2%,0.8%
SG&A to Sale,2.6%,6.2%,3.0%,2.2%,3.0%,6.6%,14.9%,13.3%,,,16.1%,13.7%,18.4%,15.9%,13.4%,11.3%,13.0%,13.3%,13.8%,17.2%
Depreciation & Amortisation,313.9,217.8,313.5,338.3,332.9,341.7,378.7,248.9,,,95.2,97.7,93.1,65.6,66.0,66.7,54.9,64.6,65.9,66.8
Tax Rate,0.0%,0.1%,-7.3%,-0.5%,0.4%,35.5%,-1.5%,1.7%,,,-0.7%,-30.0%,-0.5%,6.1%,4.5%,3.3%,-1.7%,0.0%,0.0%,0.0%
Current Ratio,0.61,0.74,0.74,0.79,1.00,1.14,0.46,0.69,,,0.63,0.64,0.46,0.67,0.60,0.63,0.69,0.56,0.54,0.49
Quick Ratio,0.26,0.52,0.37,0.38,0.56,0.66,0.19,0.28,,,0.31,0.32,0.19,0.16,0.22,0.23,0.28,0.22,0.23,0.20
Days Inventory Outstanding,24.1,31.7,20.5,21.0,26.3,52.2,68.1,75.2,,,74.0,73.7,64.3,57.9,73.2,79.8,87.0,82.1,75.3,73.5
Days Sale Outstanding,13.1,106.7,26.2,26.1,35.2,65.9,47.2,55.2,,,70.3,73.2,47.2,47.3,51.4,49.8,55.2,51.6,53.4,47.3
Days Payable Outstanding,33.6,47.3,20.5,26.2,31.1,29.4,27.5,37.9,,,22.6,22.1,21.9,24.8,35.1,40.5,47.1,44.7,37.0,32.6
Cash Conversion Cycle,33.2,53.5,40.3,8.14,42.1,104.1,134.4,78.0,,,138.2,128.3,110.5,79.8,84.0,90.0,88.4,92.7,93.1,94.8
Debt to Asset Ratio,0.51,0.55,0.46,0.49,0.49,0.49,0.58,0.55,,,0.52,0.51,0.58,0.62,0.56,0.56,0.55,0.54,0.53,0.53
Debt to Equity Ratio,1.03,1.22,0.84,0.96,0.97,0.98,1.36,1.25,,,1.11,1.06,1.36,1.62,1.30,1.25,1.25,1.18,1.14,1.13
Interest Coverage Ratio,7.90,,,,,0.62,,2.16,,,,0.64,,1.46,1.74,2.74,2.91,2.08,1.50,
Cash and Short Term Investments,63.0,1.78,40.2,84.4,15.0,10.9,75.0,27.9,,,45.9,33.8,75.0,444.6,48.3,45.3,27.9,29.3,23.7,4.17
"Total Receivables, Net",271.7,"1,034",548.5,643.0,733.8,639.0,243.1,271.1,,,458.1,435.1,243.1,225.6,235.0,229.0,271.1,267.0,289.0,245.1
Total Inventory,283.3,394.7,473.8,570.0,508.3,418.4,246.2,345.6,,,396.8,381.3,246.2,286.3,335.9,339.2,345.6,340.6,322.5,315.5
Total Current Assets,627.4,"1,456","1,081","1,324","1,306","1,095",585.9,675.2,,,917.7,867.0,585.9,973.9,637.7,638.4,675.2,671.2,667.4,601.1
"Property/Plant/Equipment, Total - Net","1,417","2,421","2,401","2,151","2,082","2,354","2,258","2,208",,,"2,376","2,342","2,258","2,209","2,196","2,180","2,208","2,168","2,134","2,081"
Total Assets,"2,066","3,903","3,517","3,513","3,436","3,493","2,881","2,921",,,"3,333","3,248","2,881","3,220","2,869","2,858","2,921","2,876","2,840","2,719"
Accounts Payable,521.9,487.7,380.2,919.8,353.1,168.6,100.2,198.1,,,119.6,113.5,100.2,127.9,170.5,172.4,198.1,175.5,150.0,133.3
Accrued Expenses,19.3,23.5,10.6,11.0,16.3,12.7,21.3,12.2,,,12.5,11.0,21.3,12.8,12.9,12.2,12.2,13.3,12.0,12.2
Debt Due,213.6,923.8,863.3,663.6,815.1,490.7,"1,071",659.3,,,"1,136","1,057","1,071","1,221",789.9,732.5,659.3,928.1,992.1,"1,010"
Total Current Liabilities,"1,025","1,976","1,465","1,683","1,306",964.0,"1,287",981.1,,,"1,458","1,345","1,287","1,445","1,063","1,011",981.1,"1,208","1,230","1,225"
Long Term Debt,,150.0,108.0,2.34,341.1,712.0,313.6,585.5,,,243.4,274.7,313.6,490.7,504.9,521.7,585.5,293.6,214.7,150.5
Total Liabilities,"1,047","2,145","1,602","1,714","1,691","1,723","1,657","1,619",,,"1,749","1,670","1,657","1,989","1,620","1,587","1,619","1,556","1,512","1,440"
Common Stock,833.8,833.9,836.4,836.5,836.5,836.5,836.5,836.5,,,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5
Additional Paid-In Capital,919.5,924.8,927.9,928.0,928.0,928.0,928.0,928.0,,,928.0,928.0,928.0,928.0,928.0,928.0,928.0,928.0,413.3,413.4
Retained Earnings (Accumulated Deficit),-735.9,-10.1,124.3,13.3,-48.8,-35.9,-585.0,-510.5,,,-227.0,-234.7,-585.0,-579.0,-562.6,-541.5,-510.5,-491.6,31.9,-15.6
Shareholders' Equity,"1,019","1,760","1,901","1,790","1,745","1,767","1,222","1,298",,,"1,578","1,571","1,222","1,228","1,245","1,266","1,298","1,317","1,326","1,278"
Cash from Operating Activities,"1,009",-6.85,813.0,512.9,-341.8,404.7,406.5,270.0,,,84.6,141.4,103.6,75.2,68.3,83.3,43.2,66.9,47.1,49.5
Cash from Investing Activities,-464.7,-924.2,-672.0,-157.4,-201.2,-449.5,-469.8,-174.4,,,-73.7,-106.0,-115.0,-33.1,-45.7,-45.5,-50.1,-42.0,-37.3,-22.5
Cash from Financing Activities,-500.6,869.9,-102.5,-311.4,473.6,40.7,127.5,-142.7,,,24.3,-47.5,52.6,327.4,-418.9,-40.8,-10.4,-23.5,-15.4,-46.6
Net Change in Cash,44.0,-61.2,38.5,44.2,-69.4,-4.10,64.1,-47.1,,,35.3,-12.1,41.2,369.5,-396.3,-2.98,-17.4,1.37,-5.58,-19.6
Free Cashflows,707.0,-845.7,581.5,438.7,-616.9,-47.5,-153.4,89.6,,,4.74,32.0,-21.8,37.4,22.3,37.8,-7.86,24.9,7.60,25.7
Free Cashflow per Share,0.85,-1.01,0.70,0.52,-0.74,-0.057,-0.18,0.11,,,0.006,0.038,-0.026,0.045,0.027,0.045,-0.009,0.030,0.009,0.031
