,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,41.2,45.8,44.1,46.4,55.3,70.9,80.1,80.8,,,66.6,76.0,85.5,84.1,75.1,74.8,79.4,83.3,85.6,78.1
Earnings per Share,0.89,1.23,1.17,1.14,1.52,1.85,2.14,2.22,,,0.50,0.53,0.59,0.58,0.50,0.55,0.59,0.61,0.51,0.60
Revenue per Share,17.9,22.0,31.6,41.3,45.2,50.3,54.5,58.7,,,13.4,13.7,14.2,14.2,14.4,14.5,15.5,15.4,15.9,15.7
Dividend per Share,0.63,0.90,0.90,0.80,0.90,1.00,1.10,1.20,,,,,1.10,,,,1.20,,,
Capital Expenditures per Share,0.44,0.71,1.25,1.58,1.79,1.99,1.78,1.61,,,0.46,0.44,0.52,0.33,0.36,0.42,0.49,0.55,0.38,0.43
Book Value per Share,2.39,3.02,3.20,3.43,4.16,6.14,8.39,9.44,,,6.15,7.81,8.39,8.95,8.37,8.86,9.44,10.0,9.27,9.83
Price to Earnings Ratio,37.2,38.4,33.6,35.2,28.4,32.4,39.2,35.0,,,31.8,36.0,39.2,36.7,30.7,30.8,35.0,35.3,37.2,32.9
Price to Book Value Ratio,13.7,15.3,13.6,12.0,11.0,9.60,10.5,7.92,,,10.9,9.87,10.5,8.21,8.24,7.76,7.92,8.57,8.77,7.35
EV to EBITDA,17.5,23.2,26.2,20.2,16.2,18.6,20.8,19.3,,,18.4,19.7,20.8,21.6,19.2,16.9,19.3,19.2,21.4,19.5
Dividend Payout Ratio,70.1%,73.2%,77.0%,70.5%,59.1%,54.0%,51.4%,54.1%,,,,,51.4%,,,,54.1%,,,
Common Shares Outstanding,"8,986","8,983","8,983","8,983","8,983","8,983","8,983","8,983",,,"8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983","8,983"
Total Revenue,"161,259","197,195","284,230","370,749","405,735","451,632","489,165","527,540",,,"120,598","123,165","127,978","127,806","129,458","130,269","139,508","138,697","143,193","141,014"
"Cost of Revenue, Total","116,863","140,091","210,657","281,443","306,324","339,521","365,823","395,317",,,"90,333","91,742","95,314","96,029","97,351","97,319","103,925","104,158","107,181","104,586"
Gross Profit,"44,396","57,104","73,573","89,306","99,411","112,111","123,341","132,418",,,"30,265","31,423","32,664","31,777","32,108","32,950","35,583","34,539","36,012","36,429"
"Selling/General/Administrative Expenses, Total","34,012","43,736","58,384","68,750","74,096","83,816","92,033","100,390",,,"22,744","23,624","24,385","23,404","24,604","24,998","27,384","25,820","28,849","28,029"
Operating Income,"10,384","13,368","15,189","20,556","25,315","28,295","31,309","32,028",,,"7,521","7,799","8,279","8,373","7,503","7,952","8,199","8,719","7,163","8,399"
Net Income,"8,008","11,049","10,503","10,200","13,682","16,677","19,908","20,930",,,"4,647","4,970","5,525","5,417","4,779","5,182","5,552","5,769","4,795","5,612"
EBITDA,"13,686","16,628","19,733","26,651","32,415","36,262","40,501","42,472",,,"9,885","10,227","10,392","10,863","10,114","10,612","10,412","11,390","9,893","11,265"
Gross Profit Margin,27.5%,29.0%,25.9%,24.1%,24.5%,24.8%,25.2%,25.1%,,,25.1%,25.5%,25.5%,24.9%,24.8%,25.3%,25.5%,24.9%,25.1%,25.8%
Operating Margin,6.4%,6.8%,5.3%,5.5%,6.2%,6.3%,6.4%,6.1%,,,6.2%,6.3%,6.5%,6.6%,5.8%,6.1%,5.9%,6.3%,5.0%,6.0%
Net Profit Margin,5.0%,5.6%,3.7%,2.8%,3.4%,3.7%,4.1%,4.0%,,,3.9%,4.0%,4.3%,4.2%,3.7%,4.0%,4.0%,4.2%,3.3%,4.0%
Return on Assets,15.5%,17.3%,5.6%,3.2%,4.2%,4.9%,5.6%,5.7%,,,5.2%,5.4%,5.6%,5.6%,5.6%,5.7%,5.6%,5.7%,5.7%,5.9%
Return on Equity,37.3%,40.8%,36.5%,33.1%,36.6%,30.2%,26.4%,24.7%,,,8.4%,7.1%,7.3%,6.7%,6.4%,6.5%,6.5%,6.4%,5.8%,6.4%
Return on Total Capital,37.3%,40.8%,13.3%,4.9%,6.7%,7.8%,9.0%,9.9%,,,8.2%,8.2%,9.0%,9.4%,9.7%,10.1%,9.9%,9.1%,9.5%,9.5%
SG&A to Sale,21.1%,22.2%,20.5%,18.5%,18.3%,18.6%,18.8%,19.0%,,,18.9%,19.2%,19.1%,18.3%,19.0%,19.2%,19.6%,18.6%,20.1%,19.9%
Depreciation & Amortisation,"3,302","3,260","4,544","6,095","7,100","7,967","9,192","10,444",,,"2,365","2,428","2,113","2,490","2,611","2,660","2,212","2,671","2,730","2,866"
Tax Rate,27.1%,20.8%,17.6%,18.0%,18.2%,16.5%,14.8%,15.8%,,,15.6%,14.6%,12.9%,17.8%,16.1%,16.0%,13.2%,17.4%,13.6%,15.8%
Current Ratio,1.19,1.19,0.27,0.70,0.56,0.61,0.59,0.61,,,0.53,0.64,0.59,0.66,0.59,0.59,0.61,0.71,0.64,0.65
