,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.12,0.25,1.32,1.86,1.67,1.49,1.06,0.68,,,1.39,1.27,1.17,1.20,0.85,0.75,0.64,0.73,0.73,0.61
Earnings per Share,-0.009,0.006,0.002,-0.006,-0.032,0.013,0.047,0.038,,,0.013,0.012,0.004,0.015,0.013,0.004,0.006,0.014,0.011,0.042
Revenue per Share,0.061,0.012,0.009,0.010,0.015,0.13,0.20,0.21,,,0.052,0.050,0.046,0.054,0.053,0.048,0.054,0.059,0.058,0.055
Dividend per Share,,,,,,,,,,,,,,,,,,,0.011,0.00
Capital Expenditures per Share,0.001,0.002,0.00,0.00,0.61,0.60,0.17,0.076,,,0.035,0.050,0.031,0.022,0.004,0.011,0.039,0.022,0.014,0.018
Book Value per Share,0.020,0.032,0.073,0.21,0.41,0.42,0.47,0.50,,,0.45,0.46,0.47,0.48,0.49,0.50,0.50,0.52,0.52,0.57
Price to Earnings Ratio,,25.0,135.0,,,100.8,21.9,15.4,,,32.4,26.1,21.9,34.0,17.2,15.6,15.4,16.8,17.9,7.57
Price to Book Value Ratio,2.74,4.53,5.32,10.3,3.04,3.25,2.13,1.23,,,2.89,2.54,2.13,1.31,1.70,1.07,1.23,1.34,1.18,0.99
EV to EBITDA,6.26,9.96,172.8,"-7,665",-134.3,23.8,13.2,10.1,,,14.4,13.8,13.2,13.1,10.5,10.7,10.1,10.7,10.3,8.86
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,30.8%,0.0%
Common Shares Outstanding,"5,382","6,291","9,753","20,149","27,349","27,349","27,349","27,349",,,"27,349","27,349","27,349","27,349","27,349","27,349","27,349","27,349","27,349","27,349"
Total Revenue,330.2,78.0,91.0,205.1,398.2,"3,612","5,510","5,729",,,"1,430","1,355","1,247","1,479","1,440","1,325","1,485","1,617","1,581","1,492"
"Cost of Revenue, Total",243.0,31.2,61.7,128.4,223.3,"1,556","2,385","2,628",,,594.8,598.8,606.1,589.4,635.7,689.3,713.2,693.6,715.8,788.5
Gross Profit,87.1,46.8,29.4,76.6,174.9,"2,055","3,125","3,102",,,835.7,756.6,640.9,889.6,804.0,636.1,772.1,923.8,864.9,703.2
"Selling/General/Administrative Expenses, Total",83.2,1.22,29.8,144.6,597.9,538.7,420.8,509.5,,,79.2,98.3,153.6,97.9,79.4,119.1,213.0,98.0,138.0,125.8
Operating Income,3.98,45.6,-0.44,-68.0,-423.0,"1,517","2,704","2,592",,,756.5,658.4,487.3,791.6,724.7,516.9,559.0,825.8,726.9,577.5
Net Income,-42.7,28.2,62.2,-88.6,-712.5,361.6,"1,284","1,045",,,343.6,323.2,112.5,412.3,342.0,113.4,177.7,395.5,289.4,"1,161"
EBITDA,49.1,98.2,12.8,18.9,-218.1,"3,097","4,779","4,754",,,"1,231","1,138","1,143","1,266","1,208","1,028","1,123","1,387","1,297","1,221"
Gross Profit Margin,26.4%,60.0%,32.3%,37.4%,43.9%,56.9%,56.7%,54.1%,,,58.4%,55.8%,51.4%,60.1%,55.8%,48.0%,52.0%,57.1%,54.7%,47.1%
Operating Margin,1.2%,58.5%,-0.5%,-33.1%,-106.2%,42.0%,49.1%,45.2%,,,52.9%,48.6%,39.1%,53.5%,50.3%,39.0%,37.6%,51.1%,46.0%,38.7%
Net Profit Margin,-12.9%,36.2%,68.3%,-43.2%,-179.0%,10.0%,23.3%,18.2%,,,24.0%,23.8%,9.0%,27.9%,23.8%,8.6%,12.0%,24.5%,18.3%,77.8%
Return on Assets,-6.6%,4.5%,9.2%,-3.0%,-3.2%,0.8%,2.7%,2.2%,,,2.4%,2.6%,2.7%,2.5%,2.5%,2.1%,2.2%,2.0%,1.8%,3.6%
Return on Equity,-39.5%,14.2%,8.8%,-2.1%,-6.4%,3.2%,10.1%,7.6%,,,2.8%,2.6%,0.9%,3.1%,2.5%,0.8%,1.3%,2.8%,2.0%,7.5%
Return on Total Capital,-39.5%,14.2%,8.8%,-1.9%,-2.9%,1.0%,3.5%,2.6%,,,3.1%,3.4%,3.5%,3.3%,3.3%,2.6%,2.6%,2.3%,2.4%,4.9%
SG&A to Sale,25.2%,1.6%,32.8%,70.5%,150.2%,14.9%,7.6%,8.9%,,,5.5%,7.2%,12.3%,6.6%,5.5%,9.0%,14.3%,6.1%,8.7%,8.4%
Depreciation & Amortisation,45.1,52.5,13.3,63.0,136.9,"1,372","1,903","1,987",,,474.2,479.3,483.2,474.0,483.6,511.1,518.6,516.6,526.3,581.9
Tax Rate,-0.6%,23.5%,-1.4%,-3.6%,-0.1%,-3.2%,1.5%,0.5%,,,0.3%,1.0%,8.7%,-0.1%,1.0%,2.4%,-0.8%,0.7%,3.0%,20.4%
Current Ratio,0.16,0.24,40.0,7.30,0.25,0.16,0.21,0.67,,,0.23,0.40,0.21,0.26,0.27,0.36,0.67,0.92,0.67,0.60
Quick Ratio,0.054,0.11,1.30,4.65,0.096,0.11,0.13,0.23,,,0.13,0.31,0.13,0.16,0.17,0.19,0.23,0.43,0.10,0.14
Days Inventory Outstanding,32.3,259.9,77.7,4.01,3.19,0.36,1.29,3.33,,,0.27,0.39,1.46,4.00,6.17,5.59,4.42,4.03,3.44,3.24
Days Sale Outstanding,31.6,198.6,88.1,305.2,"1,170",105.1,58.5,71.6,,,72.0,154.8,58.5,75.0,77.8,78.0,71.6,125.5,89.2,80.0
Days Payable Outstanding,140.4,654.0,95.8,20.4,14.3,5.97,12.6,12.2,,,19.7,40.7,31.2,17.7,20.4,28.4,19.4,6.33,7.79,6.66
Cash Conversion Cycle,-69.9,131.4,164.3,155.8,"1,101",113.4,47.9,63.3,,,40.1,71.8,92.6,56.4,60.0,52.5,73.0,100.0,104.7,86.9
Debt to Asset Ratio,0.83,0.67,0.031,0.17,0.69,0.69,0.65,0.65,,,0.67,0.66,0.65,0.65,0.63,0.64,0.65,0.66,0.69,0.66
Debt to Equity Ratio,4.93,2.06,0.032,0.21,2.45,2.91,2.41,2.33,,,2.60,2.52,2.41,2.31,2.21,2.21,2.33,2.44,2.81,2.37
Interest Coverage Ratio,0.079,,,,,1.37,1.90,1.81,,,2.08,1.75,1.43,2.22,2.01,1.40,1.61,2.23,1.84,1.52
Cash and Short Term Investments,35.2,29.0,358.9,"1,662",846.8,149.7,341.3,"1,844",,,243.4,255.9,341.3,535.6,482.3,863.0,"1,844","2,016","1,449","3,593"
"Total Receivables, Net",28.6,42.5,22.0,171.5,"1,276","1,040",883.7,"1,123",,,"1,064","2,346",883.7,"1,133","1,177","1,174","1,123","2,017","1,468","1,354"
Total Inventory,19.1,25.3,0.89,1.93,1.97,1.13,15.8,32.1,,,1.72,3.26,15.8,36.6,45.6,31.6,32.1,28.2,24.8,26.9
Total Current Assets,84.5,98.0,673.7,"2,670","3,326","1,488","1,402","3,254",,,"1,850","2,976","1,402","1,887","1,885","2,247","3,254","4,338","9,584","5,819"
"Property/Plant/Equipment, Total - Net",444.8,441.9,53.8,"1,902","29,127","39,545","39,028","38,680",,,"38,880","39,169","39,028","38,667","38,293","38,635","38,680","38,626","38,443","38,239"
Total Assets,640.5,606.7,746.8,"5,115","39,179","48,025","46,871","49,650",,,"47,695","47,922","46,871","47,113","46,872","47,355","49,650","52,464","57,900","55,524"
Accounts Payable,86.6,25.2,7.19,7.19,10.3,40.6,124.4,50.8,,,234.9,283.0,124.4,106.8,164.8,227.9,50.8,43.9,76.1,30.1
Accrued Expenses,10.2,25.6,2.79,18.4,211.2,148.9,159.1,174.1,,,118.3,109.7,159.1,147.9,158.9,140.2,174.1,155.1,221.3,205.6
Debt Due,401.9,340.7,0.94,239.1,"2,203","4,156","5,093","3,662",,,"5,262","5,126","5,093","6,023","5,555","4,226","3,662","3,758","3,667","3,674"
Total Current Liabilities,526.3,401.5,16.9,365.6,"13,279","9,260","6,803","4,826",,,"8,147","7,526","6,803","7,312","6,953","6,199","4,826","4,725","14,228","9,747"
Long Term Debt,,,1.88,512.2,"13,904","24,061","23,834","27,220",,,"23,842","24,245","23,834","23,073","22,785","23,866","27,220","29,730","25,989","26,075"
Total Liabilities,532.5,408.2,22.9,884.9,"27,192","33,329","30,648","32,095",,,"32,000","31,781","30,648","30,396","29,756","30,077","32,095","34,474","40,240","36,680"
Common Stock,538.2,629.1,975.3,"2,015","2,735","2,735","2,735","2,735",,,"2,735","2,735","2,735","2,735","2,735","2,735","2,735","2,735","2,735","2,735"
