,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,210.8,177.5,172.5,,,229.0,210.8,194.3,169.8,159.5,162.8,160.5,173.5,183.0,183.3
Earnings per Share,3.24,4.49,4.90,5.08,5.80,4.76,8.65,10.3,,,1.12,1.27,2.21,2.09,2.57,2.70,2.97,2.63,2.95,3.23
Revenue per Share,30.3,32.7,34.5,35.5,35.4,64.1,65.6,68.1,,,15.5,17.0,17.3,15.7,16.8,17.3,18.3,17.0,18.0,19.0
Dividend per Share,1.40,1.73,2.04,2.06,2.27,2.65,1.63,3.92,,,1.54,0.00,,,1.91,0.00,2.01,,2.26,0.00
Capital Expenditures per Share,1.64,2.28,3.70,2.08,0.93,7.70,1.68,3.00,,,0.48,0.27,0.18,0.31,0.76,0.72,1.21,0.78,0.97,0.98
Book Value per Share,24.0,26.9,34.1,37.0,41.5,54.6,60.3,63.4,,,49.3,50.0,60.3,62.3,62.9,63.8,63.4,66.1,67.1,68.0
Price to Earnings Ratio,,,,,,,22.1,15.1,,,,41.4,33.4,24.5,19.7,16.5,15.1,15.5,16.0,15.4
Price to Book Value Ratio,,,,,,,3.01,2.53,,,,3.80,3.01,2.43,2.54,2.51,2.53,2.65,2.69,2.69
EV to EBITDA,0.00,0.00,0.00,0.00,0.00,0.00,12.9,8.99,,,0.00,9.05,12.9,10.9,9.05,9.15,8.99,8.94,10.2,9.24
Dividend Payout Ratio,43.1%,38.5%,41.7%,40.5%,39.2%,55.7%,18.8%,38.0%,,,31.2%,0.0%,,,23.5%,0.0%,19.5%,,20.1%,0.0%
Common Shares Outstanding,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,,,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7
Total Revenue,"9,998","10,767","11,381","11,695","11,676","21,144","21,633","22,440",,,"5,095","5,589","5,712","5,174","5,539","5,702","6,023","5,617","5,926","6,279"
"Cost of Revenue, Total","7,852","8,117","8,518","8,670","8,325","13,969","14,355","14,528",,,"3,392","3,674","3,790","3,377","3,567","3,696","3,888","3,654","3,782","3,964"
Gross Profit,"2,146","2,650","2,863","3,025","3,351","7,175","7,278","7,911",,,"1,703","1,915","1,922","1,797","1,972","2,006","2,135","1,964","2,144","2,314"
"Selling/General/Administrative Expenses, Total","1,116","1,211","1,268","1,423","1,496","3,433","3,612","3,628",,,900.3,935.8,907.6,891.7,913.8,870.5,948.3,908.0,"1,038",936.6
Operating Income,"1,031","1,440","1,595","1,602","1,856","3,742","3,667","4,284",,,802.5,979.0,"1,015",905.3,"1,058","1,135","1,187","1,056","1,106","1,378"
Net Income,"1,070","1,479","1,615","1,676","1,911","2,871","2,853","3,404",,,676.6,765.3,729.3,689.4,845.7,889.4,979.9,865.7,974.2,"1,064"
EBITDA,"1,397","1,808","1,985","2,021","2,331","4,811","4,864","5,509",,,"1,093","1,297","1,329","1,210","1,364","1,441","1,495","1,354","1,406","1,679"
Gross Profit Margin,21.5%,24.6%,25.2%,25.9%,28.7%,33.9%,33.6%,35.3%,,,33.4%,34.3%,33.6%,34.7%,35.6%,35.2%,35.4%,35.0%,36.2%,36.9%
Operating Margin,10.3%,13.4%,14.0%,13.7%,15.9%,17.7%,16.9%,19.1%,,,15.7%,17.5%,17.8%,17.5%,19.1%,19.9%,19.7%,18.8%,18.7%,21.9%
Net Profit Margin,10.7%,13.7%,14.2%,14.3%,16.4%,13.6%,13.2%,15.2%,,,13.3%,13.7%,12.8%,13.3%,15.3%,15.6%,16.3%,15.4%,16.4%,16.9%
Return on Assets,10.4%,12.9%,11.9%,10.6%,11.0%,12.6%,10.1%,11.3%,,,15.0%,15.5%,11.1%,9.6%,10.0%,10.1%,10.9%,11.4%,11.5%,11.7%
Return on Equity,13.5%,16.6%,14.4%,13.7%,14.0%,16.0%,14.4%,16.3%,,,4.2%,4.6%,3.7%,3.4%,4.1%,4.2%,4.7%,4.0%,4.4%,4.7%
