,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.37,3.59,2.73,3.24,4.60,6.15,5.36,3.87,,,6.23,5.73,5.59,5.71,4.52,4.34,4.71,3.83,3.27,2.96
Earnings per Share,-0.76,1.24,0.071,-0.10,-0.11,-0.074,0.041,-0.24,,,-0.018,-0.043,0.10,-0.044,-0.030,-0.076,-0.091,-0.11,-0.062,-0.087
Revenue per Share,2.40,2.99,2.57,2.19,2.13,1.80,1.73,2.87,,,0.42,0.44,0.45,0.54,0.71,0.73,0.90,0.77,0.90,0.41
Dividend per Share,0.15,0.22,0.050,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.25,0.45,0.12,0.24,0.24,0.011,0.065,0.031,,,0.022,0.009,0.033,0.001,0.011,0.013,0.006,0.085,0.007,0.031
Book Value per Share,1.46,2.36,2.33,2.18,2.07,1.99,2.03,1.79,,,1.98,1.93,2.03,1.99,1.96,1.88,1.79,1.69,1.60,1.24
Price to Earnings Ratio,,3.54,34.4,,,,109.1,,,,,,109.1,,,,,,,
Price to Book Value Ratio,2.07,1.76,1.04,1.62,1.04,2.99,1.82,2.31,,,2.91,2.54,1.82,2.10,2.30,2.02,2.31,1.87,1.46,2.33
EV to EBITDA,16.9,25.0,11.3,72.9,38.9,44.7,59.4,-64.8,,,35.3,42.6,59.4,-261.9,-113.0,-67.6,-64.8,-35.2,-34.4,-26.9
Dividend Payout Ratio,-19.6%,17.8%,70.5%,,,,,,,,,,,,,,,,,
Common Shares Outstanding,257.8,232.0,232.0,232.0,232.0,232.0,232.0,232.0,,,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,464.0
Total Revenue,619.7,692.7,597.4,509.2,494.9,418.4,401.4,666.6,,,97.8,101.6,103.7,124.7,165.8,170.4,208.9,178.8,209.6,191.6
"Cost of Revenue, Total",523.2,581.5,489.8,455.5,441.2,334.4,317.1,543.8,,,73.6,81.5,89.4,100.6,129.7,136.5,176.9,151.4,178.3,160.4
Gross Profit,96.5,111.1,107.6,53.7,53.7,84.0,84.3,122.8,,,24.3,20.1,14.3,24.1,36.1,33.9,32.0,27.4,31.3,31.2
