,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,35.3,39.4,40.4,,,37.0,35.3,37.8,41.0,39.3,37.5,35.1,37.4,45.3,44.4
Earnings per Share,,,0.73,0.66,0.49,1.24,1.03,0.90,,,0.20,0.17,0.23,0.27,0.22,0.20,0.22,0.31,0.24,0.27
Revenue per Share,,,7.05,8.25,8.40,8.15,7.80,8.10,,,1.87,1.85,2.12,2.08,1.89,1.97,2.12,2.15,2.07,2.01
Dividend per Share,,,0.00,0.70,0.75,3.56,0.14,0.39,,,0.40,0.00,,0.00,0.21,0.00,0.18,0.00,0.23,0.00
Capital Expenditures per Share,,,0.048,0.22,0.11,0.23,0.18,0.33,,,0.033,0.066,0.064,0.069,0.049,0.086,0.13,0.079,0.12,0.15
Book Value per Share,,,2.66,1.84,2.69,0.40,4.16,4.64,,,1.23,1.00,4.16,4.42,4.49,4.45,4.64,4.95,4.98,5.02
Price to Earnings Ratio,,,,,,,33.5,38.9,,,,29.4,34.3,44.5,40.2,40.2,38.9,33.1,42.4,43.2
Price to Book Value Ratio,,,,,,,9.50,6.95,,,,32.5,9.50,8.60,8.40,7.41,6.95,7.38,8.13,7.82
EV to EBITDA,,,,,,0.00,23.1,25.4,,,0.00,28.9,23.1,27.7,28.4,23.8,25.4,21.5,26.9,29.1
Dividend Payout Ratio,,,0.0%,105.9%,152.7%,285.6%,13.6%,43.4%,,,26.3%,0.0%,,0.0%,23.6%,0.0%,20.0%,0.0%,23.9%,0.0%
Common Shares Outstanding,,,"2,029","2,029","2,029","2,029","2,029","2,029",,,"2,029","2,029","2,029","2,029","2,029","2,029","2,029","2,029","2,029","2,029"
Total Revenue,,,"14,297","16,737","17,035","16,529","15,825","16,439",,,"3,786","3,761","4,299","4,221","3,835","4,001","4,294","4,361","4,193","4,082"
"Cost of Revenue, Total",,,"9,887","11,473","10,774","10,095","10,351","10,798",,,"2,479","2,515","2,816","2,740","2,533","2,691","2,890","2,791","2,737","2,645"
Gross Profit,,,"4,411","5,264","6,261","6,434","5,474","5,641",,,"1,308","1,246","1,484","1,481","1,303","1,310","1,403","1,570","1,456","1,438"
"Selling/General/Administrative Expenses, Total",,,"2,803","3,403","3,473","3,227","3,294","3,361",,,791.3,800.7,902.4,753.2,785.5,791.0,854.2,780.5,858.9,778.6
Operating Income,,,"1,840","1,860","2,788","3,207","2,180","2,281",,,516.3,445.4,581.5,728.0,517.3,518.8,549.0,789.6,596.6,659.0
Net Income,,,"1,475","1,343","1,447","2,528","1,710","1,825",,,396.1,350.4,466.4,540.9,445.5,400.9,437.6,633.7,478.2,542.5
EBITDA,,,"2,090","2,197","3,169","3,543","2,507","2,608",,,600.1,530.8,654.6,812.0,602.0,605.2,620.7,875.1,694.4,750.6
Gross Profit Margin,,,30.9%,31.4%,36.8%,38.9%,34.6%,34.3%,,,34.5%,33.1%,34.5%,35.1%,34.0%,32.7%,32.7%,36.0%,34.7%,35.2%
Operating Margin,,,12.9%,11.1%,16.4%,19.4%,13.8%,13.9%,,,13.6%,11.8%,13.5%,17.2%,13.5%,13.0%,12.8%,18.1%,14.2%,16.1%
Net Profit Margin,,,10.3%,8.0%,8.5%,15.3%,10.8%,11.1%,,,10.5%,9.3%,10.8%,12.8%,11.6%,10.0%,10.2%,14.5%,11.4%,13.3%
Return on Assets,,,10.9%,10.2%,10.7%,21.0%,14.4%,12.6%,,,21.0%,18.5%,14.4%,12.3%,12.4%,12.9%,12.6%,12.6%,12.6%,13.7%
Return on Equity,,,27.3%,36.0%,26.5%,314.8%,20.3%,19.4%,,,15.9%,17.3%,5.5%,6.0%,4.9%,4.4%,4.6%,6.3%,4.7%,5.3%
Return on Total Capital,,,25.0%,35.8%,25.5%,260.8%,20.3%,19.4%,,,77.9%,85.6%,20.3%,19.6%,19.8%,20.5%,19.4%,19.1%,19.3%,20.5%
SG&A to Sale,,,19.6%,20.3%,20.4%,19.5%,20.8%,20.4%,,,20.9%,21.3%,21.0%,17.8%,20.5%,19.8%,19.9%,17.9%,20.5%,19.1%
Depreciation & Amortisation,,,249.9,337.4,380.5,335.6,326.8,326.9,,,83.8,85.4,73.1,84.1,84.7,86.4,71.7,85.6,97.8,91.6
