,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.08,8.26,14.3,13.5,11.5,11.7,6.24,4.51,,,9.83,9.00,7.83,6.50,6.50,5.31,4.60,4.84,4.92,4.38
Earnings per Share,1.08,-0.40,-0.003,0.87,-0.14,-0.31,-0.047,0.098,,,-0.018,-0.008,-0.010,0.003,0.030,0.067,-0.002,0.019,-0.007,0.055
Revenue per Share,1.11,4.82,4.54,5.52,6.98,7.30,7.25,8.01,,,1.76,1.80,1.88,1.99,2.01,1.96,2.03,1.89,1.87,1.88
Dividend per Share,0.007,0.012,0.015,0.025,0.009,0.010,,0.050,,,,,,,,,0.050,,,
Capital Expenditures per Share,0.36,0.39,0.49,0.36,0.45,0.33,0.54,0.40,,,0.15,0.058,0.23,0.090,0.087,0.096,0.12,0.055,0.096,0.060
Book Value per Share,3.95,3.41,3.16,4.78,4.40,4.11,4.94,5.03,,,4.94,4.95,4.94,4.94,4.96,5.03,5.03,5.05,5.00,5.04
Price to Earnings Ratio,6.32,,,19.1,,,,48.0,,,,,,,398.9,61.2,48.0,39.5,59.9,59.0
Price to Book Value Ratio,1.73,1.64,2.59,3.40,2.05,3.03,1.40,0.91,,,1.87,1.76,1.40,1.19,1.19,0.83,0.91,0.99,0.98,0.77
EV to EBITDA,52.4,13.9,19.3,31.5,22.4,24.2,17.9,11.8,,,18.7,18.3,17.9,17.6,15.1,14.5,11.8,12.2,13.4,11.7
Dividend Payout Ratio,0.6%,-3.0%,-430.3%,2.9%,-6.5%,-3.3%,,50.9%,,,,,,,,,50.9%,,,
Common Shares Outstanding,390.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8,,,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8
Total Revenue,435.5,"2,196","2,071","2,516","3,179","3,329","3,304","3,652",,,803.7,821.4,857.7,908.5,916.5,893.3,927.4,859.5,852.7,855.2
"Cost of Revenue, Total",343.2,"1,066",821.9,"1,005","1,348","1,414","1,401","1,541",,,344.4,353.6,359.0,389.2,394.8,365.7,384.9,363.8,359.1,370.9
Gross Profit,92.3,"1,130","1,249","1,511","1,832","1,915","1,904","2,111",,,459.3,467.8,498.7,519.3,521.7,527.7,542.5,495.7,493.6,484.3
"Selling/General/Administrative Expenses, Total",82.3,"1,041","1,170","1,443","1,808","1,845","1,873","2,009",,,463.1,452.4,493.3,503.4,494.3,485.9,525.4,474.3,499.5,451.5
Operating Income,9.93,88.9,79.0,68.3,24.1,69.4,30.1,102.1,,,-3.78,15.4,5.39,15.9,27.4,41.8,17.1,21.4,-5.87,32.8
Net Income,417.6,-181.7,-107.7,361.6,-64.0,-139.6,-21.4,44.8,,,-8.41,-3.70,-4.59,1.30,13.9,30.4,-0.80,8.64,-3.29,25.1
EBITDA,65.2,291.4,296.8,289.6,270.5,329.3,296.6,345.0,,,65.7,80.7,70.0,79.3,86.2,101.8,77.7,80.8,55.8,91.2
Gross Profit Margin,21.2%,51.4%,60.3%,60.1%,57.6%,57.5%,57.6%,57.8%,,,57.1%,57.0%,58.1%,57.2%,56.9%,59.1%,58.5%,57.7%,57.9%,56.6%
Operating Margin,2.3%,4.0%,3.8%,2.7%,0.8%,2.1%,0.9%,2.8%,,,-0.5%,1.9%,0.6%,1.7%,3.0%,4.7%,1.8%,2.5%,-0.7%,3.8%
Net Profit Margin,95.9%,-8.3%,-5.2%,14.4%,-2.0%,-4.2%,-0.6%,1.2%,,,-1.0%,-0.5%,-0.5%,0.1%,1.5%,3.4%,-0.1%,1.0%,-0.4%,2.9%
Return on Assets,16.9%,-4.7%,-2.4%,7.3%,-1.2%,-2.6%,-0.4%,0.8%,,,-2.8%,-0.9%,-0.4%,-0.3%,0.1%,0.7%,0.8%,0.9%,0.6%,0.5%
Return on Equity,27.1%,-11.7%,-7.5%,16.6%,-3.2%,-7.4%,-0.9%,2.0%,,,-0.4%,-0.2%,-0.2%,0.1%,0.6%,1.3%,0.0%,0.4%,-0.1%,1.1%
Return on Total Capital,16.4%,-6.5%,-3.5%,10.8%,-1.8%,-4.3%,-0.7%,1.3%,,,-5.8%,-1.6%,-0.7%,-0.5%,0.2%,1.2%,1.3%,1.5%,1.0%,1.0%
SG&A to Sale,18.9%,47.4%,56.5%,57.3%,56.9%,55.4%,56.7%,55.0%,,,57.6%,55.1%,57.5%,55.4%,53.9%,54.4%,56.6%,55.2%,58.6%,52.8%
Depreciation & Amortisation,55.3,202.5,217.8,221.3,246.4,259.9,266.5,242.9,,,69.5,65.3,64.6,63.4,58.9,60.1,60.6,59.4,61.6,58.3
Tax Rate,1.6%,-16.5%,112.2%,11.3%,-19.8%,12.6%,-16.3%,14.5%,,,4.6%,-354.2%,-8.0%,163.0%,8.7%,-1.5%,-80.4%,46.3%,5.2%,13.8%
Current Ratio,1.94,0.33,0.33,0.46,0.49,0.39,0.66,0.86,,,0.43,0.85,0.66,0.49,0.47,0.73,0.86,0.92,0.85,0.45
Quick Ratio,0.95,0.12,0.084,0.094,0.10,0.094,0.38,0.22,,,0.087,0.41,0.38,0.13,0.13,0.16,0.22,0.24,0.23,0.098
Days Inventory Outstanding,111.6,59.8,46.0,52.4,60.3,55.3,52.8,45.2,,,48.9,45.5,47.9,47.6,42.8,43.7,43.7,43.5,43.8,43.0
Days Sale Outstanding,228.4,23.8,12.3,16.4,11.8,12.4,16.8,14.5,,,12.6,13.9,16.8,16.7,15.3,15.5,14.5,15.1,14.1,11.5
Days Payable Outstanding,36.0,27.9,51.4,63.5,67.3,67.7,65.7,55.0,,,55.3,48.8,53.6,53.1,48.6,50.5,51.2,48.3,45.9,45.8
Cash Conversion Cycle,344.2,53.8,15.7,-21.0,3.31,-1.37,6.36,7.02,,,9.62,13.9,2.29,18.5,7.07,10.5,5.31,17.4,10.3,13.7
Debt to Asset Ratio,0.51,0.66,0.67,0.51,0.56,0.57,0.47,0.42,,,0.38,0.41,0.47,0.42,0.42,0.43,0.42,0.42,0.42,0.42
Debt to Equity Ratio,1.04,1.91,2.03,1.32,1.53,1.59,1.31,1.05,,,0.89,1.03,1.31,1.05,1.06,1.09,1.05,1.02,1.03,1.01
Interest Coverage Ratio,0.24,0.72,1.09,0.76,0.22,0.70,0.38,1.46,,,,0.99,0.25,0.90,1.71,2.28,0.71,1.20,,1.85
Cash and Short Term Investments,82.9,113.4,99.6,195.6,129.6,112.7,708.2,240.5,,,191.9,525.2,708.2,184.9,145.0,278.9,240.5,224.0,179.1,205.9
"Total Receivables, Net",272.4,143.0,70.0,112.8,103.0,113.0,152.3,145.0,,,114.4,124.7,152.3,155.6,147.1,152.3,145.0,148.7,136.8,110.0
Total Inventory,209.8,139.7,67.3,221.3,223.9,204.3,200.6,181.3,,,181.6,167.7,200.6,176.4,174.9,186.2,181.3,178.6,174.7,173.4
Total Current Assets,574.3,417.8,273.1,572.2,518.3,465.5,"1,111",624.5,,,574.4,907.5,"1,111",570.9,545.5,678.1,624.5,604.0,551.1,553.6
"Property/Plant/Equipment, Total - Net","1,446","1,703","1,835",944.0,"1,016",999.8,"1,082","1,119",,,"1,008","1,004","1,082","1,077","1,138","1,137","1,119","1,098","1,087","1,082"
Total Assets,"3,153","4,517","4,361","5,595","5,496","5,224","6,217","5,707",,,"5,284","5,591","6,217","5,636","5,662","5,799","5,707","5,651","5,589","5,571"
Accounts Payable,42.1,120.9,110.5,239.5,257.7,267.0,237.0,227.2,,,200.1,174.8,237.0,184.0,214.2,203.2,227.2,172.6,197.9,173.6
Accrued Expenses,25.7,102.7,106.6,99.8,119.2,132.6,164.6,132.8,,,109.4,131.8,164.6,126.7,115.9,121.8,132.8,107.7,105.3,109.3
Debt Due,116.7,910.5,499.9,737.8,568.7,582.1,"1,056",180.5,,,842.0,602.4,"1,056",607.7,572.3,370.5,180.5,194.4,160.4,782.7
Total Current Liabilities,296.1,"1,269",832.0,"1,250","1,068","1,206","1,693",723.5,,,"1,324","1,073","1,693","1,158","1,163",929.8,723.5,653.2,651.4,"1,234"
Long Term Debt,"1,004","1,253","1,661","1,169","1,543","1,371",847.6,"1,248",,,281.3,855.7,847.6,812.6,802.6,"1,114","1,248","1,252","1,254",645.1
Total Liabilities,"1,608","2,961","2,917","2,866","3,063","2,991","2,948","2,416",,,"2,015","2,314","2,948","2,370","2,403","2,504","2,416","2,358","2,351","2,316"
Common Stock,130.7,180.8,226.0,282.5,376.7,414.4,455.8,455.8,,,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8,455.8
Additional Paid-In Capital,216.2,374.8,374.8,374.8,374.8,374.8,374.8,374.8,,,374.8,374.8,374.8,374.8,374.8,374.8,374.8,374.8,374.8,374.8
