,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,36.6,39.9,59.5,86.6,61.1,72.4,,,90.4,97.5,77.3,57.9,52.5,47.0,53.1,73.5,84.3,87.0
Earnings per Share,0.20,0.17,0.74,1.22,1.26,1.49,1.25,1.16,,,0.43,0.39,0.21,0.18,0.21,0.26,0.51,0.42,0.55,0.73
Revenue per Share,4.28,4.97,6.87,7.45,7.76,9.95,12.9,13.1,,,3.50,3.52,3.20,3.34,3.61,3.63,2.51,3.36,3.75,3.86
Dividend per Share,0.00,0.00,0.00,1.05,0.90,1.00,0.90,0.80,,,0.35,0.050,0.50,,0.20,0.00,0.60,,0.50,0.00
Capital Expenditures per Share,0.00,2.70,0.93,1.20,0.20,2.14,2.98,2.05,,,0.51,1.31,0.81,0.70,0.89,0.22,0.24,0.22,0.084,0.075
Book Value per Share,0.55,0.51,0.94,6.03,6.33,6.87,7.11,7.18,,,6.89,6.91,7.11,6.90,6.62,6.66,7.18,7.62,7.53,7.77
Price to Earnings Ratio,,,,28.5,29.5,43.1,53.0,47.5,,,50.6,63.2,53.0,44.4,46.8,53.5,47.5,47.8,44.1,39.4
Price to Book Value Ratio,,,,6.30,6.36,8.91,8.96,7.56,,,12.7,11.7,8.96,6.81,8.16,4.62,7.56,9.65,10.8,10.8
EV to EBITDA,,,0.00,23.4,21.6,41.4,70.0,23.9,,,46.8,79.3,70.0,44.6,43.3,39.7,23.9,28.8,30.8,26.8
Dividend Payout Ratio,0.0%,0.0%,0.0%,86.2%,71.7%,67.1%,72.2%,69.1%,,,25.6%,3.8%,40.1%,,20.2%,0.0%,51.8%,,28.7%,0.0%
Common Shares Outstanding,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Total Revenue,"4,276","4,973","6,868","7,451","7,756","9,948","12,914","14,468",,,"3,503","3,524","3,199","3,344","3,614","3,629","3,848","3,362","3,754","3,863"
"Cost of Revenue, Total","2,892","3,502","4,793","4,939","4,893","6,388","8,840","9,813",,,"2,376","2,373","2,286","2,347","2,472","2,430","2,565","2,171","2,344","2,268"
Gross Profit,"1,383","1,470","2,075","2,512","2,863","3,560","4,074","4,655",,,"1,127","1,151",912.6,997.0,"1,143","1,199","1,283","1,190","1,410","1,595"
"Selling/General/Administrative Expenses, Total","1,113","1,223","1,182","1,275","1,480","1,973","3,119","3,333",,,736.6,844.8,804.9,813.4,893.5,891.9,690.1,675.4,722.2,668.8
Operating Income,270.0,275.1,938.3,"1,313","1,462","1,686","1,064","1,435",,,415.1,333.3,136.4,212.4,276.5,332.4,624.5,543.7,713.3,950.7
Net Income,204.5,140.9,512.1,913.1,"1,256","1,490","1,246","1,159",,,425.9,389.2,209.3,180.5,209.9,255.3,512.9,419.4,552.2,732.0
EBITDA,270.0,360.8,"1,045","1,486","1,698","1,912","1,327","1,899",,,471.9,405.0,215.3,315.6,388.7,451.4,753.8,676.4,846.4,"1,085"
Gross Profit Margin,32.4%,29.6%,30.2%,33.7%,36.9%,35.8%,31.5%,32.2%,,,32.2%,32.7%,28.5%,29.8%,31.6%,33.0%,33.3%,35.4%,37.6%,41.3%
Operating Margin,6.3%,5.5%,13.7%,17.6%,18.9%,16.9%,8.2%,9.9%,,,11.9%,9.5%,4.3%,6.4%,7.6%,9.2%,16.2%,16.2%,19.0%,24.6%
Net Profit Margin,4.8%,2.8%,7.5%,12.3%,16.2%,15.0%,9.6%,8.0%,,,12.2%,11.0%,6.5%,5.4%,5.8%,7.0%,13.3%,12.5%,14.7%,18.9%
Return on Assets,16.7%,5.1%,10.8%,14.8%,17.4%,17.4%,11.2%,8.6%,,,12.5%,11.0%,9.9%,9.1%,7.0%,5.9%,8.0%,9.7%,12.0%,15.2%
Return on Equity,37.4%,27.7%,54.3%,15.1%,19.8%,21.7%,17.5%,16.1%,,,6.2%,5.6%,2.9%,2.6%,3.2%,3.8%,7.1%,5.5%,7.3%,9.4%
Return on Total Capital,36.3%,5.9%,17.0%,15.1%,19.8%,20.9%,13.4%,10.3%,,,17.2%,14.9%,13.4%,12.7%,9.2%,8.0%,10.3%,12.0%,17.7%,22.2%
SG&A to Sale,26.0%,24.6%,17.2%,17.1%,19.1%,19.8%,24.2%,23.0%,,,21.0%,24.0%,25.2%,24.3%,24.7%,24.6%,17.9%,20.1%,19.2%,17.3%
Depreciation & Amortisation,,85.7,107.0,173.6,235.8,226.3,263.2,463.8,,,56.8,71.7,78.9,103.2,112.2,119.0,129.4,132.6,133.1,133.9
Tax Rate,32.1%,24.8%,20.3%,19.1%,14.3%,16.5%,24.6%,27.7%,,,24.3%,18.2%,34.9%,37.8%,34.1%,29.1%,20.9%,20.2%,19.7%,18.7%
Current Ratio,1.10,0.65,0.65,2.18,2.67,1.06,0.67,0.90,,,0.98,0.88,0.67,0.70,0.83,0.80,0.90,1.08,0.65,0.70
Quick Ratio,0.63,0.14,0.28,1.26,0.68,0.23,0.35,0.48,,,0.44,0.43,0.35,0.29,0.41,0.43,0.48,0.47,0.32,0.41
Days Inventory Outstanding,14.2,20.3,18.7,19.3,21.1,20.4,23.2,33.2,,,29.7,30.4,27.8,28.4,31.2,30.7,36.0,40.8,43.2,44.2
Days Sale Outstanding,31.8,16.9,30.3,15.8,18.2,19.9,32.1,36.7,,,45.0,45.0,32.1,32.2,35.2,39.6,36.8,32.8,39.2,49.8
Days Payable Outstanding,39.7,46.2,43.1,42.5,39.4,37.9,36.5,42.1,,,46.4,47.7,42.0,39.3,43.5,45.3,44.6,40.4,39.8,33.0
Cash Conversion Cycle,-9.50,-7.28,-9.93,4.67,-4.14,-6.20,5.38,23.2,,,10.5,29.4,24.3,20.3,16.7,25.1,30.7,33.4,35.6,59.3
Debt to Asset Ratio,0.60,0.84,0.78,0.15,0.14,0.27,0.44,0.49,,,0.39,0.45,0.44,0.49,0.52,0.53,0.49,0.46,0.47,0.46
Debt to Equity Ratio,1.52,6.91,4.41,0.17,0.16,0.39,0.78,0.97,,,0.64,0.81,0.78,0.99,1.13,1.16,0.97,0.88,0.91,0.88
Interest Coverage Ratio,120.1,16.5,5.87,13.0,,,22.3,13.4,,,76.7,18.0,7.21,8.66,10.4,13.4,20.2,15.7,21.5,27.8
Cash and Short Term Investments,363.2,500.2,485.6,"1,428","1,851","1,349",153.9,137.6,,,906.9,633.4,153.9,561.0,292.4,292.0,137.6,378.5,388.2,198.5
"Total Receivables, Net",372.0,229.9,569.6,322.7,386.2,542.1,"1,134","1,321",,,"1,446","1,548","1,134","1,196","1,318","1,497","1,321","1,179","1,422","1,840"
Total Inventory,105.2,284.9,205.6,318.0,249.0,465.3,656.3,887.1,,,716.0,691.1,656.3,801.7,816.3,787.5,887.1,967.6,966.7,975.2
Total Current Assets,872.8,"1,039","1,315","2,120","2,542","2,455","2,159","2,477",,,"3,211","3,150","2,159","2,904","2,685","2,817","2,477","2,685","2,842","3,135"
"Property/Plant/Equipment, Total - Net",493.3,"3,116","3,799","4,754","4,667","6,627","9,609","11,090",,,"7,530","8,789","9,609","10,397","10,908","11,039","11,090","11,018","10,956","10,891"
Total Assets,"1,377","4,180","5,310","7,064","7,361","9,778","12,520","14,320",,,"11,432","12,635","12,520","14,050","14,342","14,602","14,320","14,463","14,517","14,729"
Accounts Payable,410.1,477.3,654.8,494.4,562.6,763.9,"1,005",952.6,,,"1,174","1,031","1,005","1,014","1,246","1,121",952.6,886.3,897.6,551.1
Accrued Expenses,104.8,99.7,128.2,174.1,170.3,298.1,389.1,492.3,,,350.8,476.7,389.1,409.7,556.0,564.9,492.3,450.0,622.0,754.4
Debt Due,17.1,655.3,879.0,30.4,0.00,750.0,"1,202",676.3,,,"1,122","1,623","1,202","1,954",785.0,"1,170",676.3,582.9,"2,460","2,659"
Total Current Liabilities,791.7,"1,590","2,032",971.2,951.4,"2,325","3,207","2,764",,,"3,279","3,564","3,207","4,128","3,225","3,521","2,764","2,490","4,403","4,452"
Long Term Debt,15.6,"1,896","2,075",,,250.0,"2,190","4,065",,,"1,045","1,947","2,190","2,593","4,096","4,050","4,065","4,047","2,277","2,204"
Total Liabilities,830.0,"3,519","4,162","1,035","1,028","2,679","5,515","6,955",,,"4,436","5,628","5,515","6,844","7,450","7,704","6,955","6,676","6,821","6,801"
