,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,16.1,12.8,14.8,15.6,13.5,13.8,14.1,15.6,,,13.4,13.9,14.3,13.8,14.3,14.7,14.7,14.4,15.6,15.3
Earnings per Share,0.040,-2.48,-0.10,-0.96,0.18,0.34,0.49,1.84,,,0.14,0.20,0.13,-0.025,0.16,0.34,1.37,-0.12,2.71,-0.67
Revenue per Share,25.0,16.2,18.2,21.2,16.8,16.9,17.3,17.4,,,4.18,4.59,4.36,4.21,4.12,4.64,4.40,3.87,3.09,2.25
Dividend per Share,0.20,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,1.12,0.88,0.43,0.52,0.30,0.27,0.080,0.40,,,0.021,0.038,0.009,0.097,0.089,0.19,0.017,0.004,0.016,0.018
Book Value per Share,16.1,14.4,14.5,14.3,14.8,15.7,17.0,18.0,,,16.2,16.5,17.0,17.3,17.4,18.0,18.0,18.0,20.8,20.2
Price to Earnings Ratio,346.9,,,,73.5,39.6,28.8,8.00,,,58.6,29.8,28.8,29.4,29.4,24.5,8.00,8.16,3.50,4.46
Price to Book Value Ratio,0.81,0.88,0.77,0.88,0.93,0.85,0.80,0.81,,,0.82,0.83,0.80,0.75,0.80,0.78,0.81,0.78,0.72,0.72
EV to EBITDA,36.5,-8.10,-46.2,193.6,13.8,13.9,23.0,63.7,,,18.9,0.00,23.0,27.9,24.6,38.1,63.7,132.5,-31.1,-12.9
Dividend Payout Ratio,495.5%,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Total Revenue,"1,127",729.9,817.2,954.6,753.8,760.6,778.7,781.5,,,188.2,206.6,196.2,189.6,185.3,208.7,198.0,174.0,139.2,101.2
"Cost of Revenue, Total","1,066",795.2,741.4,915.0,670.3,682.0,700.4,722.7,,,171.2,181.0,179.5,179.1,172.5,194.2,188.8,166.8,152.9,120.4
Gross Profit,61.0,-65.3,75.8,39.6,83.5,78.6,78.2,58.8,,,17.0,25.6,16.7,10.6,12.8,14.4,9.14,7.21,-13.7,-19.1
"Selling/General/Administrative Expenses, Total",63.9,88.4,107.3,94.4,79.7,79.5,81.8,76.5,,,20.5,19.6,20.7,14.4,16.3,14.4,19.5,15.7,19.0,14.8
Operating Income,44.2,-112.2,6.79,-37.5,21.1,12.9,21.9,12.0,,,1.79,13.2,2.84,2.49,3.02,8.54,-2.06,-3.08,-28.0,-26.6
Net Income,22.8,-90.6,16.4,-22.0,29.0,36.2,42.9,103.6,,,11.8,14.4,10.9,4.10,12.4,20.3,66.8,-0.26,127.0,-25.0
EBITDA,96.3,-50.5,68.4,20.8,75.9,58.3,55.6,40.2,,,10.4,21.2,10.4,9.65,10.1,15.3,5.10,3.91,-21.1,-20.5
Gross Profit Margin,5.4%,-8.9%,9.3%,4.1%,11.1%,10.3%,10.0%,7.5%,,,9.0%,12.4%,8.5%,5.6%,6.9%,6.9%,4.6%,4.1%,-9.8%,-18.9%
Operating Margin,3.9%,-15.4%,0.8%,-3.9%,2.8%,1.7%,2.8%,1.5%,,,0.9%,6.4%,1.4%,1.3%,1.6%,4.1%,-1.0%,-1.8%,-20.1%,-26.3%
Net Profit Margin,2.0%,-12.4%,2.0%,-2.3%,3.9%,4.8%,5.5%,13.3%,,,6.3%,7.0%,5.6%,2.2%,6.7%,9.8%,33.7%,-0.2%,91.2%,-24.7%
Return on Assets,1.8%,-8.1%,1.5%,-2.2%,3.1%,3.8%,4.3%,9.9%,,,3.0%,4.1%,4.3%,4.1%,4.1%,4.6%,9.8%,9.3%,18.9%,14.2%
Return on Equity,3.1%,-14.0%,2.5%,-3.4%,4.4%,5.1%,5.6%,12.8%,,,1.6%,1.9%,1.4%,0.5%,1.6%,2.5%,8.3%,0.0%,13.6%,-2.8%
Return on Total Capital,3.1%,-14.0%,2.5%,-3.4%,4.4%,5.1%,5.6%,12.8%,,,4.3%,5.6%,5.6%,5.3%,5.3%,5.9%,12.8%,12.3%,22.9%,18.6%
SG&A to Sale,5.7%,12.1%,13.1%,9.9%,10.6%,10.5%,10.5%,9.8%,,,10.9%,9.5%,10.6%,7.6%,8.8%,6.9%,9.8%,9.0%,13.6%,14.6%
Depreciation & Amortisation,52.1,61.7,61.6,58.2,54.8,45.4,33.7,28.2,,,8.61,7.95,7.54,7.16,7.05,6.79,7.16,6.99,6.96,6.13
Tax Rate,70.1%,1.9%,-20.0%,-0.2%,2.3%,-8.1%,0.6%,1.2%,,,-9.0%,4.1%,2.7%,6.9%,-7.7%,2.9%,1.8%,30.2%,21.4%,2.1%
Current Ratio,2.45,1.85,1.92,3.04,4.19,4.27,7.63,5.54,,,3.68,7.70,7.63,10.8,7.76,10.9,5.54,8.76,10.0,16.7
Quick Ratio,0.29,0.60,0.53,1.19,2.06,1.75,3.13,2.11,,,1.18,2.94,3.13,4.13,1.70,2.91,2.11,3.65,2.52,3.42
Days Inventory Outstanding,98.8,133.5,118.9,82.7,82.5,76.8,77.5,86.9,,,97.7,109.0,95.4,86.6,89.7,92.2,90.5,98.9,131.7,157.5
Days Sale Outstanding,16.8,60.7,48.2,42.9,80.0,79.0,81.8,86.8,,,71.3,73.4,81.8,73.9,45.5,54.1,86.8,90.9,60.6,52.9
Days Payable Outstanding,67.0,62.1,59.1,34.8,32.2,35.6,28.8,26.8,,,54.3,39.3,19.1,15.9,17.6,16.7,23.3,28.4,20.1,14.1
Cash Conversion Cycle,89.1,119.3,113.6,101.5,118.4,116.5,138.2,135.6,,,111.5,160.7,154.2,150.9,127.8,130.1,126.0,167.2,192.0,211.7
Debt to Asset Ratio,0.23,0.27,0.24,0.15,0.13,0.14,0.096,0.11,,,0.16,0.096,0.096,0.073,0.089,0.072,0.11,0.084,0.10,0.091
Debt to Equity Ratio,0.37,0.45,0.39,0.22,0.18,0.19,0.13,0.15,,,0.23,0.13,0.13,0.094,0.12,0.092,0.15,0.11,0.14,0.12
Interest Coverage Ratio,45.9,,2.74,,35.7,21.3,45.0,24.1,,,23.2,95.3,20.3,17.1,35.6,52.7,,,,
Cash and Short Term Investments,10.7,36.1,8.97,23.6,11.6,105.4,80.5,120.7,,,94.0,49.5,80.5,81.3,161.1,126.3,120.7,48.2,54.5,90.6
"Total Receivables, Net",51.8,121.4,107.8,112.1,165.2,164.5,174.5,185.8,,,147.0,156.3,174.5,158.1,96.9,115.6,185.8,190.7,119.5,88.7
Total Inventory,366.4,215.1,267.9,146.8,156.1,130.7,166.6,177.3,,,214.7,199.7,166.6,170.5,179.7,186.8,177.3,213.9,293.0,249.5
Total Current Assets,430.3,376.8,388.9,287.9,335.5,402.3,425.3,487.6,,,460.2,409.0,425.3,413.9,441.3,432.3,487.6,457.9,473.4,432.3
