,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.12,3.28,4.87,6.26,3.69,5.04,3.67,3.04,,,5.26,5.20,3.98,3.14,3.13,3.14,2.97,3.12,3.31,2.92
Earnings per Share,0.11,-0.37,-0.98,-0.60,-0.52,0.20,0.31,0.28,,,0.090,0.073,0.071,0.065,0.085,0.092,0.035,0.026,0.092,0.031
Revenue per Share,5.93,6.09,5.14,4.33,4.68,4.78,6.05,5.88,,,1.31,1.47,1.63,1.44,1.41,1.57,1.47,1.36,1.51,1.90
Dividend per Share,,,,,,0.012,0.050,,,,,,0.050,,,,,,,
Capital Expenditures per Share,0.16,1.53,0.23,1.09,0.87,1.72,1.41,1.26,,,0.41,0.24,0.27,0.10,0.18,0.22,0.76,0.52,0.65,0.65
Book Value per Share,1.80,1.37,0.83,1.20,1.96,2.17,2.48,2.71,,,2.33,2.40,2.48,2.54,2.58,2.67,2.71,2.73,2.83,2.85
Price to Earnings Ratio,15.8,,,,,20.4,12.7,10.0,,,15.9,12.8,13.0,10.3,10.1,9.71,10.0,11.8,12.6,13.9
Price to Book Value Ratio,0.98,2.51,2.19,4.57,1.68,2.23,1.32,1.05,,,2.41,1.88,1.32,1.01,1.22,0.97,1.05,1.16,1.14,0.90
EV to EBITDA,11.2,-21.8,-8.00,-33.1,-87.4,14.8,9.36,7.24,,,11.2,11.0,9.36,8.19,7.17,6.72,7.24,8.15,8.79,9.52
Dividend Payout Ratio,,,,,,5.8%,16.2%,,,,,,16.6%,,,,,,,
Common Shares Outstanding,420.0,420.0,503.9,503.9,566.9,566.9,567.0,572.8,,,566.9,567.0,567.0,567.7,572.8,572.8,572.8,572.8,572.8,572.8
Total Revenue,"2,490","2,557","2,592","2,180","2,654","2,708","3,432","3,367",,,742.3,832.1,923.4,816.5,809.6,899.3,841.3,777.5,867.2,"1,088"
"Cost of Revenue, Total","2,271","2,505","2,740","2,105","2,456","2,198","2,609","2,424",,,563.1,615.0,681.4,605.4,551.4,644.2,623.0,581.5,629.7,841.5
Gross Profit,219.0,52.2,-147.3,74.3,198.0,510.6,823.0,942.6,,,179.3,217.1,242.0,211.1,258.2,255.1,218.2,196.0,237.5,246.9
"Selling/General/Administrative Expenses, Total",124.9,131.5,250.8,240.4,255.4,259.1,309.9,324.9,,,69.5,87.5,89.0,71.6,77.2,83.4,92.8,79.2,76.7,88.0
Operating Income,94.1,-161.7,-412.2,-209.6,-102.5,258.6,529.6,615.0,,,106.0,100.7,202.2,139.4,181.1,171.5,122.9,116.8,159.7,157.9
Net Income,49.2,-156.2,-445.1,-301.5,-278.4,121.1,175.4,157.8,,,52.6,41.5,40.5,36.7,48.1,52.8,20.1,14.0,52.4,17.8
EBITDA,129.3,-111.4,-347.3,-149.5,-42.4,336.3,637.9,770.2,,,128.9,131.8,233.8,175.2,221.3,212.5,161.2,157.0,200.7,200.2
Gross Profit Margin,8.8%,2.0%,-5.7%,3.4%,7.5%,18.9%,24.0%,28.0%,,,24.1%,26.1%,26.2%,25.8%,31.9%,28.4%,25.9%,25.2%,27.4%,22.7%
