,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,5.62,4.36,3.42,3.09,4.28,3.38,1.62,,,4.07,4.56,4.61,3.41,2.45,2.14,1.98,1.94,1.80,1.37
Earnings per Share,0.13,0.22,0.18,-0.004,-0.16,-0.079,0.015,-0.056,,,0.014,0.019,-0.026,0.005,0.004,-0.020,-0.045,-0.032,-0.027,-0.051
Revenue per Share,0.43,0.51,0.49,0.52,0.62,0.66,0.76,0.70,,,0.21,0.21,0.15,0.19,0.18,0.17,0.17,0.16,0.18,0.15
Dividend per Share,0.13,0.20,0.20,0.029,,0.030,0.060,,,,0.030,0.00,0.030,,,,,,,
Capital Expenditures per Share,0.011,0.014,0.035,0.11,0.067,0.061,0.022,0.011,,,0.005,0.001,0.007,0.004,0.003,0.005,-0.001,0.003,0.003,0.005
Book Value per Share,0.086,0.15,1.00,0.95,0.78,0.74,0.81,0.76,,,0.82,0.88,0.81,0.87,0.83,0.81,0.76,0.72,0.70,0.65
Price to Earnings Ratio,,,20.3,,,,286.7,,,,,,323.7,224.7,973.9,,,,,
Price to Book Value Ratio,,,3.73,4.10,2.66,4.68,4.73,2.30,,,4.72,4.70,4.73,2.48,2.76,2.11,2.30,2.39,2.14,1.75
EV to EBITDA,0.00,0.00,15.0,81.4,-37.9,68.7,41.8,54.9,,,30.0,29.7,41.8,33.7,26.1,31.8,54.9,104.7,151.7,-185.2
Dividend Payout Ratio,99.4%,93.3%,111.3%,-721.3%,,-38.0%,400.0%,,,,-79.6%,0.0%,225.9%,,,,,,,
Common Shares Outstanding,"3,080","3,080","3,080","3,080","3,101","3,201","3,391","3,471",,,"3,344","3,344","3,391","3,391","3,471","3,471","3,471","3,471","3,471","3,471"
Total Revenue,"1,320","1,562","1,498","1,603","1,925","2,113","2,576","2,433",,,692.6,711.3,524.5,632.7,621.1,576.5,602.6,570.1,613.7,526.8
"Cost of Revenue, Total",468.1,558.5,581.8,"1,011","1,650","1,634","1,834","1,906",,,471.5,460.4,455.6,453.1,473.6,460.6,518.6,481.5,495.5,486.9
Gross Profit,852.0,"1,003",916.2,592.6,275.2,478.9,741.9,527.0,,,221.2,250.9,68.9,179.6,147.5,115.9,84.0,88.6,118.3,40.0
"Selling/General/Administrative Expenses, Total",256.6,330.0,373.4,587.6,679.6,525.5,587.7,654.5,,,140.0,144.7,164.5,135.1,158.3,161.8,198.9,171.7,188.7,191.2
Operating Income,595.4,673.4,542.8,4.42,-404.4,-48.0,153.6,-129.4,,,81.1,106.2,-96.1,44.5,-10.8,-45.9,-116.8,-83.1,-70.4,-151.3
Net Income,405.2,607.6,501.1,-12.4,-486.6,-249.6,58.2,-193.3,,,51.6,70.7,-87.3,19.5,13.7,-70.0,-156.4,-112.4,-95.2,-177.4
EBITDA,615.7,702.6,581.2,160.0,-183.3,201.9,422.1,152.4,,,340.1,379.9,-607.0,327.2,280.5,262.5,-717.6,249.3,256.2,178.2
Gross Profit Margin,64.5%,64.2%,61.2%,37.0%,14.3%,22.7%,28.8%,21.7%,,,31.9%,35.3%,13.1%,28.4%,23.7%,20.1%,13.9%,15.5%,19.3%,7.6%
Operating Margin,45.1%,43.1%,36.2%,0.3%,-21.0%,-2.3%,6.0%,-5.3%,,,11.7%,14.9%,-18.3%,7.0%,-1.7%,-8.0%,-19.4%,-14.6%,-11.5%,-28.7%
Net Profit Margin,30.7%,38.9%,33.5%,-0.8%,-25.3%,-11.8%,2.3%,-7.9%,,,7.5%,9.9%,-16.6%,3.1%,2.2%,-12.1%,-26.0%,-19.7%,-15.5%,-33.7%
Return on Assets,76.3%,95.3%,24.4%,-0.3%,-9.1%,-4.7%,1.0%,-3.4%,,,-1.9%,-0.8%,1.0%,0.9%,0.3%,-2.1%,-3.3%,-5.7%,-8.1%,-11.0%
Return on Equity,153.8%,133.2%,16.2%,-0.4%,-20.1%,-10.5%,2.1%,-7.3%,,,1.9%,2.4%,-3.2%,0.7%,0.5%,-2.5%,-5.9%,-4.5%,-3.9%,-7.9%
Return on Total Capital,144.9%,128.5%,16.1%,-0.4%,-15.4%,-6.7%,1.4%,-4.8%,,,-2.5%,-1.1%,1.4%,1.2%,0.4%,-3.0%,-4.8%,-8.5%,-11.7%,-15.7%
SG&A to Sale,19.4%,21.1%,24.9%,36.6%,35.3%,24.9%,22.8%,26.9%,,,20.2%,20.3%,31.4%,21.3%,25.5%,28.1%,33.0%,30.1%,30.7%,36.3%
Depreciation & Amortisation,20.3,29.2,38.4,155.6,221.1,249.9,268.5,281.7,,,259.0,273.7,-510.8,282.7,291.4,308.5,-600.8,332.4,326.6,329.4
Tax Rate,15.6%,9.3%,7.2%,83.8%,9.9%,-4.0%,-279.9%,-8.1%,,,-5.7%,3.3%,34.7%,-22.6%,57.8%,10.4%,-5.1%,2.1%,0.1%,-0.1%
Current Ratio,1.31,2.12,11.0,2.58,0.82,0.73,1.03,0.85,,,1.14,1.20,1.03,1.09,1.25,0.87,0.85,0.70,0.54,0.53
Quick Ratio,1.06,1.68,7.30,1.52,0.54,0.50,0.70,0.60,,,0.80,0.72,0.70,0.62,0.82,0.58,0.60,0.48,0.39,0.39
Days Inventory Outstanding,11.1,3.08,3.91,2.60,1.95,2.09,1.92,2.59,,,1.96,2.01,2.06,2.18,2.33,2.73,3.08,3.15,3.18,3.03
Days Sale Outstanding,79.0,87.1,101.4,131.5,105.1,80.5,80.1,77.6,,,93.3,91.0,80.1,72.3,66.7,72.8,77.6,68.4,70.5,69.7
Days Payable Outstanding,81.5,67.7,66.9,49.6,31.2,16.0,8.46,8.81,,,7.82,8.55,9.95,9.62,8.02,6.93,7.09,8.11,10.4,13.0
Cash Conversion Cycle,15.2,9.10,41.6,59.3,86.7,84.4,66.0,77.3,,,88.9,84.1,76.7,70.9,66.7,68.6,70.5,69.7,61.8,60.9
Debt to Asset Ratio,0.53,0.36,0.087,0.46,0.54,0.56,0.52,0.54,,,0.52,0.51,0.52,0.51,0.50,0.52,0.54,0.56,0.51,0.54
Debt to Equity Ratio,1.13,0.57,0.095,0.85,1.18,1.28,1.09,1.18,,,1.08,1.04,1.09,1.02,1.00,1.10,1.18,1.26,1.06,1.17
Interest Coverage Ratio,158.8,181.8,211.6,0.054,,,1.15,,,,2.51,3.21,,1.38,,,,,,
Cash and Short Term Investments,46.0,82.9,"2,277",998.1,194.5,87.0,130.1,91.5,,,194.3,345.9,130.1,249.6,121.5,98.4,91.5,77.1,68.8,50.3
"Total Receivables, Net",285.9,372.6,416.1,577.6,554.3,466.0,565.3,517.4,,,603.5,612.5,565.3,507.1,455.1,469.5,517.4,444.2,456.7,441.5
Total Inventory,3.64,5.79,6.68,7.74,9.91,8.83,10.5,16.5,,,9.27,10.2,10.5,11.5,12.0,15.6,16.5,16.9,17.2,15.8
Total Current Assets,351.2,471.6,"2,741","1,659",836.7,674.1,826.1,739.8,,,857.2,"1,022",826.1,895.2,699.5,698.1,739.8,638.4,641.4,603.0
"Property/Plant/Equipment, Total - Net",95.8,124.2,220.3,503.8,716.7,777.4,760.6,732.4,,,771.5,756.5,760.6,765.5,752.3,744.2,732.4,736.6,718.0,714.6
Total Assets,561.0,714.1,"3,386","5,400","5,278","5,392","5,737","5,765",,,"5,721","5,990","5,737","5,971","5,732","5,883","5,765","5,686","4,981","4,873"
