,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.97,9.55,6.28,16.8,45.7,35.9,7.58,6.62,,,23.7,16.5,8.50,6.73,7.13,7.55,8.00,8.10,6.50,4.97
Earnings per Share,0.30,0.42,0.23,0.11,0.46,0.54,-1.05,0.18,,,0.19,-1.49,0.080,0.069,0.080,0.067,-0.031,0.071,-0.002,0.006
Revenue per Share,1.11,1.10,1.29,1.48,1.56,1.55,1.58,1.66,,,0.39,0.41,0.39,0.40,0.41,0.41,0.43,0.38,0.36,0.34
Dividend per Share,0.20,0.22,0.17,0.063,0.16,0.27,,,,,,,,,,,,,,
Capital Expenditures per Share,0.009,0.010,0.021,0.040,0.025,0.034,0.033,0.020,,,0.007,0.009,0.009,0.004,0.005,0.003,0.007,0.001,0.002,0.001
Book Value per Share,1.83,1.94,2.21,2.32,5.31,5.36,3.67,3.71,,,5.35,3.60,3.67,3.74,3.78,3.77,3.71,3.80,3.79,3.79
Price to Earnings Ratio,6.99,15.5,21.1,80.7,44.4,109.3,,36.5,,,33.6,,,,,21.2,36.5,33.5,55.1,98.6
Price to Book Value Ratio,1.25,3.71,2.20,4.67,3.78,4.07,2.12,1.81,,,4.37,1.89,2.12,1.40,2.00,1.42,1.81,1.88,1.44,1.12
EV to EBITDA,4.63,12.8,20.8,42.7,38.5,97.6,-12.0,40.4,,,45.4,-14.7,-12.0,-13.6,-10.4,27.6,40.4,30.8,31.9,42.7
Dividend Payout Ratio,65.6%,51.3%,73.2%,57.3%,33.6%,50.7%,,,,,,,,,,,,,,
Common Shares Outstanding,737.6,816.4,"1,025","1,086","1,427","1,526","1,526","1,526",,,"1,526","1,526","1,526","1,526","1,526","1,526","1,526","1,526","1,526","1,526"
Total Revenue,611.2,849.4,982.2,"1,117","1,865","2,058",529.6,"1,968",,,509.3,-993.8,491.5,512.3,517.2,534.3,428.8,468.8,425.9,406.4
"Cost of Revenue, Total",136.3,249.4,362.8,547.6,784.4,887.4,"1,143","1,286",,,271.9,310.5,306.3,339.9,329.8,320.5,295.5,295.9,301.6,310.0
