,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.82,3.25,3.53,1.97,1.17,0.42,0.070,0.050,,,0.25,0.13,0.080,0.075,0.065,0.055,0.055,0.050,0.050,0.045
Earnings per Share,0.021,-0.017,-0.033,-0.77,-0.35,-0.20,-0.095,0.002,,,0.009,0.003,-0.042,0.000,0.002,0.000,0.000,-0.002,-0.002,0.018
Revenue per Share,0.42,0.35,0.47,0.38,0.26,0.26,0.073,0.094,,,0.076,0.018,0.025,0.024,0.021,0.025,0.024,0.008,0.011,0.011
Dividend per Share,0.015,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.015,0.005,0.014,0.042,0.017,0.016,0.002,0.010,,,0.000,0.001,0.001,0.000,0.003,0.006,0.002,0.002,0.001,0.003
Book Value per Share,1.52,1.49,1.46,0.88,0.62,0.45,0.17,0.18,,,0.45,0.22,0.17,0.17,0.18,0.18,0.18,0.090,0.088,0.11
Price to Earnings Ratio,78.3,,,,,,,36.4,,,,,,,,,33.9,579.7,,2.87
Price to Book Value Ratio,1.09,1.27,2.72,1.50,1.29,1.03,0.34,0.23,,,0.31,0.32,0.34,0.35,0.34,0.23,0.23,0.56,0.45,0.38
EV to EBITDA,37.6,454.7,-98.2,-11.6,-4.11,-2.75,6.46,2.31,,,-0.83,2.54,6.46,3.52,1.42,3.78,2.31,12.4,54.6,-77.2
Dividend Payout Ratio,71.2%,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,400.0,400.0,400.0,476.8,667.6,700.5,"3,170","3,170",,,700.5,"3,170","3,170","3,170","3,170","3,170","3,170","9,391","9,391","9,391"
Total Revenue,166.3,141.0,187.0,180.9,174.3,183.2,229.8,298.0,,,53.0,55.5,78.3,74.5,66.8,80.2,76.5,77.2,98.7,100.6
"Cost of Revenue, Total",135.7,122.8,179.0,232.9,196.5,143.8,159.4,210.8,,,33.1,35.5,59.9,47.1,45.7,57.9,60.1,55.8,70.8,48.6
