,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,11.1,6.35,,,,,13.0,8.83,7.88,6.83,6.10,6.63,6.68,5.43
Earnings per Share,,,-0.26,-0.20,0.19,0.11,0.25,0.62,,,0.14,0.10,-0.009,0.15,0.16,0.17,0.14,0.13,0.10,0.26
Revenue per Share,,,38.5,54.2,42.2,31.7,29.9,28.4,,,7.70,7.13,7.47,6.86,7.13,7.22,7.19,6.79,6.60,7.07
Dividend per Share,,,,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,,,,,,,
Capital Expenditures per Share,,,0.00,1.39,0.49,0.67,0.49,0.48,,,0.13,0.071,0.092,0.18,0.071,0.11,0.11,0.14,0.088,0.24
Book Value per Share,,,4.61,0.74,0.93,1.03,1.29,1.91,,,1.20,1.30,1.29,1.44,1.61,1.78,1.91,2.05,2.14,2.41
Price to Earnings Ratio,,,,,,,30.8,9.52,,,,,30.8,20.3,19.0,14.1,9.55,8.48,11.1,8.10
Price to Book Value Ratio,,,,,,,7.46,2.82,,,,,7.46,4.43,4.74,2.80,2.82,2.96,2.66,2.10
EV to EBITDA,,,,0.00,0.00,0.00,0.00,4.89,,,0.00,0.00,0.00,13.3,9.94,7.80,4.89,4.97,6.81,4.90
Dividend Payout Ratio,,,,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,,,,,,,
Common Shares Outstanding,,,518.5,518.5,518.5,518.5,518.5,518.5,,,518.5,518.5,518.5,518.5,518.5,518.5,518.5,518.5,518.5,518.5
Total Revenue,,,"19,983","28,127","21,878","16,427","15,513","14,727",,,"3,991","3,698","3,874","3,559","3,696","3,742","3,729","3,522","3,422","3,665"
"Cost of Revenue, Total",,,"18,318","27,226","21,001","15,746","14,863","13,896",,,"3,848","3,532","3,669","3,374","3,484","3,527","3,512","3,333","3,236","3,467"
Gross Profit,,,"1,665",901.0,877.4,681.2,649.7,830.4,,,143.2,165.9,204.2,185.2,212.6,215.2,217.4,189.8,185.7,198.1
"Selling/General/Administrative Expenses, Total",,,"2,001","1,139",887.2,740.2,733.1,680.3,,,135.0,147.5,266.9,145.6,171.0,160.5,203.1,151.3,176.7,179.9
Operating Income,,,-124.8,-237.6,-9.74,-59.0,-83.4,150.1,,,8.25,18.3,-62.7,39.6,41.6,54.6,14.3,38.6,8.96,18.1
Net Income,,,-136.3,-103.6,100.6,57.0,132.0,321.5,,,74.0,53.8,-4.74,77.4,83.7,89.2,71.1,68.8,53.6,136.3
EBITDA,,,-124.8,106.9,277.5,217.2,181.7,418.6,,,72.3,80.8,7.25,105.2,108.5,122.9,82.1,107.4,81.6,83.7
Gross Profit Margin,,,8.3%,3.2%,4.0%,4.1%,4.2%,5.6%,,,3.6%,4.5%,5.3%,5.2%,5.8%,5.8%,5.8%,5.4%,5.4%,5.4%
Operating Margin,,,-0.6%,-0.8%,0.0%,-0.4%,-0.5%,1.0%,,,0.2%,0.5%,-1.6%,1.1%,1.1%,1.5%,0.4%,1.1%,0.3%,0.5%
Net Profit Margin,,,-0.7%,-0.4%,0.5%,0.3%,0.9%,2.2%,,,1.9%,1.5%,-0.1%,2.2%,2.3%,2.4%,1.9%,2.0%,1.6%,3.7%
Return on Assets,,,-1.9%,-1.6%,1.8%,1.1%,2.4%,5.7%,,,2.5%,2.9%,2.4%,3.6%,3.8%,4.4%,5.7%,5.4%,4.9%,5.6%
Return on Equity,,,-5.7%,-27.2%,21.0%,10.6%,19.7%,32.4%,,,11.9%,8.0%,-0.7%,10.3%,10.1%,9.7%,7.2%,6.5%,4.8%,10.9%
Return on Total Capital,,,-5.4%,-25.9%,18.3%,7.3%,15.0%,27.8%,,,15.5%,17.4%,15.0%,21.2%,20.6%,22.4%,27.8%,25.8%,22.6%,24.0%
SG&A to Sale,,,10.0%,4.0%,4.1%,4.5%,4.7%,4.6%,,,3.4%,4.0%,6.9%,4.1%,4.6%,4.3%,5.4%,4.3%,5.2%,4.9%
Depreciation & Amortisation,,,,344.5,287.2,276.2,265.1,268.5,,,64.1,62.5,70.0,65.7,66.9,68.2,67.7,68.8,72.6,65.5
Tax Rate,,,-1.4%,-37.0%,13.4%,6.4%,4.0%,17.3%,,,-5.1%,19.5%,51.4%,19.5%,16.6%,17.1%,15.8%,19.3%,17.3%,19.4%
Current Ratio,,,0.66,0.97,1.11,1.47,1.64,2.08,,,1.70,1.73,1.64,1.84,1.98,2.24,2.08,1.91,1.94,2.19
Quick Ratio,,,0.48,0.47,0.67,0.80,0.81,0.90,,,0.92,0.91,0.81,0.85,0.80,0.94,0.90,0.80,0.82,0.85
Days Inventory Outstanding,,,2.40,1.57,2.27,3.99,4.91,4.80,,,4.59,4.51,4.97,4.80,4.47,4.76,4.72,4.90,5.61,5.52
Days Sale Outstanding,,,19.5,12.4,16.6,20.1,24.0,25.6,,,20.7,22.4,24.0,22.5,23.0,22.8,25.6,22.9,24.0,22.3
Days Payable Outstanding,,,35.9,17.0,14.6,19.8,19.5,21.4,,,17.3,17.4,19.3,19.4,19.8,19.8,19.6,10.5,0.00,0.00
Cash Conversion Cycle,,,-14.0,4.90,1.94,7.55,7.16,9.40,,,9.75,8.32,7.88,10.6,6.04,9.41,8.20,29.2,29.3,28.7
Debt to Asset Ratio,,,0.68,0.93,0.91,0.90,0.88,0.83,,,0.88,0.87,0.88,0.86,0.85,0.83,0.83,0.82,0.81,0.79
Debt to Equity Ratio,,,2.08,14.2,10.1,8.84,7.36,4.76,,,7.43,6.94,7.36,6.33,5.79,5.05,4.76,4.46,4.26,3.70
Interest Coverage Ratio,,,,,,,,11.7,,,3.28,7.86,,11.5,12.3,15.3,5.92,16.7,5.47,36.0
Cash and Short Term Investments,,,288.4,838.0,494.0,551.8,833.5,"1,099",,,602.1,668.1,833.5,899.3,"1,127","1,018","1,099",988.9,"1,007","1,161"
