,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.62,4.15,3.48,3.22,2.83,2.43,2.96,2.72,,,2.29,2.07,2.46,2.81,3.00,3.56,2.90,2.84,2.73,2.50
Earnings per Share,-0.007,0.011,0.085,0.31,0.29,0.18,0.17,0.068,,,0.049,0.010,0.10,0.012,0.004,0.020,0.032,0.026,0.012,0.018
Revenue per Share,0.020,0.21,0.65,0.85,0.68,0.45,0.25,0.23,,,0.067,0.059,0.059,0.065,0.062,0.057,0.060,0.064,0.061,0.060
Dividend per Share,0.030,,0.040,0.070,0.25,0.10,0.10,,,,,,0.10,,,,,,,
Capital Expenditures per Share,0.003,0.003,0.005,0.005,0.006,0.001,0.006,0.002,,,0.000,0.000,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.000
Book Value per Share,1.16,1.21,1.29,1.69,1.82,1.81,1.88,1.78,,,1.78,1.77,1.88,1.89,1.89,1.75,1.78,1.81,1.83,1.84
Price to Earnings Ratio,,358.2,31.8,10.4,10.5,15.4,10.8,39.1,,,11.0,14.6,10.8,14.2,23.3,27.8,39.5,36.8,30.5,27.3
Price to Book Value Ratio,1.83,2.85,2.60,1.87,1.58,1.42,1.47,1.50,,,1.22,1.05,1.47,1.31,1.62,1.78,1.50,1.58,1.39,1.35
EV to EBITDA,-325.7,129.3,21.5,14.0,16.1,20.2,27.8,32.9,,,22.3,23.9,27.8,32.2,38.4,43.6,32.9,32.0,31.7,26.6
Dividend Payout Ratio,-448.6%,,47.1%,22.4%,86.8%,56.5%,58.5%,,,,,,58.4%,,,,,,,
Common Shares Outstanding,"4,931","5,164","5,318","5,529","5,875","5,909","5,951","6,500",,,"5,909","5,951","5,951","5,951","5,951","6,500","6,500","6,500","6,500","6,500"
Total Revenue,99.3,"1,099","3,452","4,708","3,976","2,666","1,495","1,521",,,394.7,349.1,353.7,389.8,370.2,369.2,391.6,418.3,395.6,391.1
"Cost of Revenue, Total",60.2,740.0,"2,105","2,385","1,889","1,100",557.3,491.0,,,148.9,114.6,152.4,134.7,125.6,125.1,70.0,128.2,99.6,103.8
Gross Profit,39.0,358.6,"1,347","2,323","2,087","1,566",937.5,"1,030",,,245.9,234.5,201.3,255.1,244.5,244.2,321.5,290.2,296.0,287.3
"Selling/General/Administrative Expenses, Total",117.8,212.0,406.4,540.4,441.5,383.5,326.3,290.6,,,71.9,66.9,122.0,56.9,92.3,66.5,110.5,53.8,103.9,93.4
Operating Income,-78.8,146.6,941.1,"1,782","1,646","1,182",611.2,739.2,,,174.0,167.6,79.4,198.3,152.2,177.6,211.1,236.4,192.1,193.9
Net Income,-28.9,58.9,464.5,"1,758","1,732","1,112","1,070",432.6,,,305.0,60.8,640.3,72.8,22.0,132.1,205.6,166.7,82.7,117.4
EBITDA,-40.4,177.4,987.4,"1,797","1,665","1,200",635.6,761.6,,,180.4,174.1,84.3,204.2,158.0,183.3,216.1,241.5,197.1,198.5
