,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.64,16.3,8.15,5.96,3.68,3.19,1.74,1.07,,,2.95,2.63,2.09,1.48,1.57,1.42,1.33,1.23,1.06,0.82
Earnings per Share,0.14,0.79,0.041,0.036,-0.23,0.13,-0.030,-0.092,,,-0.020,0.008,-0.043,-0.020,-0.043,0.007,-0.036,-0.008,-0.012,0.002
Revenue per Share,3.20,3.93,4.47,5.04,4.47,3.34,2.97,2.85,,,0.73,0.75,0.68,0.68,0.72,0.76,0.69,0.77,0.74,0.70
Dividend per Share,0.074,0.069,0.13,0.11,0.16,0.085,,,,,,,,,,,,,,
Capital Expenditures per Share,0.091,0.099,0.14,0.21,0.069,0.062,0.045,0.024,,,0.012,0.005,0.019,0.011,0.009,0.003,0.001,0.006,0.010,0.014
Book Value per Share,1.43,2.14,2.05,1.94,1.94,1.87,1.73,1.71,,,1.79,1.77,1.73,1.71,1.67,1.67,1.71,1.70,1.68,1.68
Price to Earnings Ratio,12.2,28.2,203.2,166.1,,25.5,,,,,132.7,,,,,,,,,
Price to Book Value Ratio,1.17,8.27,4.15,2.57,2.03,1.82,0.94,0.70,,,1.49,1.30,0.94,0.68,0.87,0.74,0.70,0.69,0.50,0.43
EV to EBITDA,6.86,28.5,44.9,35.1,68.3,13.2,16.1,9.25,,,14.6,16.9,16.1,15.7,14.3,12.2,9.25,8.38,7.15,6.09
Dividend Payout Ratio,52.7%,8.7%,306.1%,307.0%,-70.3%,65.6%,,,,,,,,,,,,,,
Common Shares Outstanding,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,,,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5
Total Revenue,"2,677","3,288","3,736","4,213","3,739","2,793","2,486","2,388",,,609.4,630.5,571.1,570.9,600.5,635.4,581.1,643.3,615.2,586.5
"Cost of Revenue, Total","2,130","2,610","3,089","3,498","3,045","2,122","1,934","1,887",,,475.2,474.8,463.5,453.0,484.4,489.0,461.0,507.8,465.8,444.6
Gross Profit,546.9,677.8,647.2,714.9,694.1,671.3,551.8,500.4,,,134.3,155.8,107.6,117.9,116.0,146.4,120.1,135.4,149.5,141.9
"Selling/General/Administrative Expenses, Total",368.8,446.8,647.9,820.1,984.9,620.6,584.1,581.5,,,156.8,130.6,155.7,134.7,145.8,144.1,156.8,147.7,157.6,128.8
Operating Income,178.1,231.0,-0.73,-105.2,-290.8,50.7,-32.3,-81.0,,,-22.5,25.1,-48.1,-16.8,-29.8,2.28,-36.7,-12.3,-8.16,13.2
Net Income,117.9,656.9,28.3,30.0,-190.3,108.5,-25.3,-77.1,,,-16.4,6.64,-35.8,-16.8,-35.6,5.51,-29.9,-6.89,-10.2,1.72
EBITDA,302.2,381.3,220.9,225.8,70.3,276.7,191.2,131.8,,,34.5,82.7,8.23,38.7,26.1,58.5,8.47,47.3,42.9,67.4
Gross Profit Margin,20.4%,20.6%,17.3%,17.0%,18.6%,24.0%,22.2%,21.0%,,,22.0%,24.7%,18.8%,20.7%,19.3%,23.0%,20.7%,21.1%,24.3%,24.2%
Operating Margin,6.7%,7.0%,0.0%,-2.5%,-7.8%,1.8%,-1.3%,-3.4%,,,-3.7%,4.0%,-8.4%,-2.9%,-5.0%,0.4%,-6.3%,-1.9%,-1.3%,2.2%
Net Profit Margin,4.4%,20.0%,0.8%,0.7%,-5.1%,3.9%,-1.0%,-3.2%,,,-2.7%,1.1%,-6.3%,-2.9%,-5.9%,0.9%,-5.2%,-1.1%,-1.7%,0.3%
Return on Assets,4.9%,18.7%,0.6%,0.6%,-4.0%,2.8%,-0.7%,-2.3%,,,0.5%,-0.3%,-0.7%,-1.8%,-2.4%,-2.4%,-2.3%,-2.0%,-1.2%,-1.4%
Return on Equity,9.9%,36.7%,1.6%,1.8%,-11.8%,6.9%,-1.8%,-5.4%,,,-1.1%,0.4%,-2.5%,-1.2%,-2.5%,0.4%,-2.1%,-0.5%,-0.7%,0.1%
Return on Total Capital,6.8%,18.6%,0.8%,0.8%,-6.1%,4.6%,-0.9%,-5.3%,,,0.7%,-0.3%,-0.9%,-2.4%,-3.2%,-4.6%,-5.3%,-4.7%,-2.9%,-2.7%
SG&A to Sale,13.8%,13.6%,17.3%,19.5%,26.3%,22.2%,23.5%,24.4%,,,25.7%,20.7%,27.3%,23.6%,24.3%,22.7%,27.0%,23.0%,25.6%,22.0%
Depreciation & Amortisation,124.1,150.3,221.6,331.0,361.1,226.1,223.5,212.8,,,57.1,57.6,56.3,55.5,55.8,56.2,45.2,59.6,51.1,54.3
Tax Rate,30.6%,7.8%,84.9%,-82.8%,-40.9%,23.7%,16.8%,2.7%,,,7.0%,8.7%,19.1%,-719.1%,8.6%,66.5%,1.2%,18.3%,34.2%,25.9%
Current Ratio,2.46,1.96,1.52,2.48,3.37,1.48,3.63,0.90,,,1.47,3.05,3.63,3.01,2.90,1.18,0.90,0.92,0.95,1.16
Quick Ratio,1.24,0.89,0.71,1.02,1.47,0.65,1.55,0.38,,,0.51,1.27,1.55,1.29,1.29,0.50,0.38,0.40,0.40,0.45
Days Inventory Outstanding,81.8,85.2,92.6,101.5,103.2,109.6,132.7,144.2,,,133.7,147.2,146.6,148.1,150.5,151.8,152.5,144.1,149.0,158.8
Days Sale Outstanding,72.9,79.1,74.4,70.1,59.4,75.5,74.5,88.9,,,73.1,77.5,74.5,83.1,87.1,93.6,88.9,88.3,91.3,81.3
Days Payable Outstanding,49.3,49.9,54.6,50.9,42.3,45.7,47.2,43.0,,,0.00,0.010,18.4,42.8,44.7,48.0,51.4,50.6,52.1,46.0
Cash Conversion Cycle,105.8,94.6,106.1,119.4,145.3,134.6,175.7,179.0,,,209.7,223.7,187.1,180.9,193.6,187.8,195.1,177.2,189.0,204.8
Debt to Asset Ratio,0.43,0.56,0.61,0.56,0.54,0.54,0.53,0.53,,,0.55,0.54,0.53,0.54,0.54,0.54,0.53,0.53,0.54,0.52
Debt to Equity Ratio,0.85,1.45,1.68,1.90,1.30,1.28,1.24,1.24,,,1.34,1.30,1.24,1.31,1.31,1.30,1.24,1.22,1.29,1.20
Interest Coverage Ratio,4.46,3.84,,,,1.22,,,,,,1.52,,,,0.23,,,,1.28
Cash and Short Term Investments,45.3,94.6,68.0,77.3,235.6,318.7,177.2,59.6,,,301.7,177.1,177.2,163.5,130.4,58.7,59.6,47.6,98.4,64.1
"Total Receivables, Net",534.6,712.5,761.5,809.1,608.6,578.0,507.4,581.3,,,530.9,544.4,507.4,542.0,566.3,609.8,581.3,595.2,619.1,540.6
Total Inventory,469.3,749.1,818.5,"1,127",595.4,679.5,727.4,764.3,,,764.1,826.7,727.4,787.4,759.2,813.3,764.3,769.2,801.6,833.9
Total Current Assets,"1,057","1,568","1,666","2,034","1,447","1,587","1,423","1,418",,,"1,605","1,558","1,423","1,502","1,464","1,490","1,418","1,426","1,531","1,448"
"Property/Plant/Equipment, Total - Net","1,268","2,908","2,672","3,371","2,272","2,080","1,896","1,770",,,"1,990","1,937","1,896","1,846","1,799","1,744","1,770","1,723","1,685","1,643"
Total Assets,"2,374","4,655","4,756","5,509","3,917","3,755","3,409","3,351",,,"3,681","3,578","3,409","3,497","3,409","3,387","3,351","3,308","3,374","3,242"
Accounts Payable,286.4,427.8,495.6,480.4,225.9,305.4,194.5,250.5,,,,0.11,194.5,243.5,216.2,281.4,250.5,288.4,261.1,212.6
Accrued Expenses,13.0,44.0,39.6,70.7,57.0,50.7,93.5,125.2,,,4.48,5.53,93.5,6.65,4.10,5.77,125.2,2.78,3.00,3.39
Debt Due,88.9,275.3,452.8,183.5,46.5,697.0,94.3,"1,186",,,658.8,79.1,94.3,98.7,83.4,794.2,"1,186","1,120","1,188",870.5
Total Current Liabilities,430.4,800.1,"1,096",821.0,428.8,"1,073",392.2,"1,569",,,"1,095",510.5,392.2,499.0,504.6,"1,259","1,569","1,542","1,604","1,251"
Long Term Debt,535.8,"1,741","1,625","2,014","1,498",768.9,"1,231",20.1,,,761.4,"1,244","1,231","1,206","1,155",398.0,20.1,18.6,17.1,239.4
Total Liabilities,"1,021","2,598","2,881","3,085","2,103","2,009","1,796","1,765",,,"2,012","1,929","1,796","1,884","1,835","1,820","1,765","1,739","1,822","1,689"
Common Stock,478.0,478.0,836.5,836.5,836.5,836.5,836.5,836.5,,,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5,836.5
Additional Paid-In Capital,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,,,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
Retained Earnings (Accumulated Deficit),497.7,"1,092",720.3,633.3,627.6,599.3,474.8,397.7,,,534.9,541.6,474.8,458.0,422.4,427.6,397.7,390.8,378.2,379.9
Shareholders' Equity,"1,197","1,791","1,714","1,625","1,620","1,568","1,443","1,426",,,"1,501","1,480","1,443","1,434","1,398","1,398","1,426","1,421","1,407","1,409"
Cash from Operating Activities,299.8,233.8,198.2,273.0,318.8,273.5,160.1,98.9,,,40.5,-11.6,24.9,43.6,47.7,2.05,5.50,71.0,5.76,88.9
Cash from Investing Activities,-73.1,-506.5,-180.5,8.29,268.3,-36.5,-23.3,31.9,,,59.4,-85.2,-14.4,-24.6,12.9,50.3,-6.65,-5.42,-9.05,-6.13
Cash from Financing Activities,-208.2,321.1,-56.4,-342.7,-413.6,-249.8,-264.6,-166.9,,,-98.5,-108.6,-9.50,-33.5,-73.9,-61.6,2.09,-77.7,54.0,-118.1
Net Change in Cash,18.4,48.4,-38.7,-61.3,165.5,-12.7,-127.8,-36.1,,,1.39,-205.4,1.07,-14.5,-13.3,-9.26,0.94,-12.0,50.7,-35.3
