,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,8.25,9.75,6.80,5.57,4.16,4.25,3.21,1.94,,,4.07,4.24,3.86,3.09,2.84,2.45,2.21,1.90,1.66,1.66
Earnings per Share,1.12,1.10,0.40,0.36,-0.14,-0.71,-0.40,0.32,,,-0.041,-0.089,-0.084,-0.21,0.48,-0.10,0.054,-0.16,-0.46,-0.012
Revenue per Share,10.3,10.3,9.00,8.07,7.04,7.28,7.40,6.68,,,1.59,1.60,1.82,1.72,1.49,1.71,1.81,1.28,1.14,1.80
Dividend per Share,0.60,0.60,0.20,0.15,0.050,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.27,0.33,0.62,0.41,0.26,0.13,0.095,0.041,,,0.020,0.028,0.014,0.014,0.009,0.007,0.011,0.008,0.010,0.017
Book Value per Share,6.37,6.99,6.65,6.97,6.55,5.94,5.53,5.82,,,5.68,5.60,5.53,5.26,5.85,5.77,5.82,5.40,5.04,5.07
Price to Earnings Ratio,6.16,9.60,16.6,16.6,,,,6.89,,,,,,,28.5,29.3,9.89,6.68,,
Price to Book Value Ratio,1.03,1.55,1.02,0.82,0.67,0.69,0.56,0.34,,,0.69,0.76,0.56,0.54,0.44,0.37,0.34,0.31,0.33,0.30
EV to EBITDA,5.02,6.22,23.8,36.9,99.4,-27.4,253.2,10.4,,,76.7,56.3,253.2,-196.9,-189.8,36.0,10.4,11.5,-12.7,-22.0
Dividend Payout Ratio,53.6%,54.3%,49.7%,42.2%,-36.7%,,,,,,,,,,,,,,,
Common Shares Outstanding,403.3,406.3,409.1,409.5,408.0,398.9,398.9,424.6,,,398.9,398.9,398.9,416.7,420.5,424.6,424.6,453.4,454.7,458.8
Total Revenue,"4,152","4,190","3,684","3,304","2,871","2,903","2,951","2,836",,,635.7,638.4,724.3,715.2,627.3,725.5,768.2,578.7,520.1,825.2
"Cost of Revenue, Total","2,743","2,760","2,611","2,294","1,974","2,045","2,084","1,913",,,438.2,440.6,461.1,516.2,419.8,500.6,475.9,420.6,403.6,565.4
Gross Profit,"1,409","1,430","1,073","1,010",896.3,857.7,866.3,923.7,,,197.5,197.8,263.2,199.0,207.5,224.9,292.3,158.1,116.5,259.8
"Selling/General/Administrative Expenses, Total",970.8,945.7,"1,013","1,009",965.5,"1,019",951.1,904.5,,,224.7,224.9,266.7,228.8,231.7,208.5,235.6,197.8,280.0,216.0
Operating Income,438.5,484.3,59.9,1.32,-69.2,-161.0,-84.8,19.2,,,-27.1,-27.2,-3.53,-29.9,-24.2,16.4,56.8,-39.7,-163.5,43.8
Net Income,456.3,450.0,164.6,145.5,-55.8,-283.3,-161.3,167.7,,,-16.5,-35.4,-33.6,-85.2,268.9,-44.7,28.8,-71.4,-209.7,-5.51
EBITDA,517.2,558.9,137.0,79.8,20.3,-75.5,-2.47,90.8,,,-5.35,-5.16,13.2,-10.1,-4.96,34.8,71.1,-22.2,-146.0,65.5
Gross Profit Margin,33.9%,34.1%,29.1%,30.6%,31.2%,29.5%,29.4%,32.6%,,,31.1%,31.0%,36.3%,27.8%,33.1%,31.0%,38.0%,27.3%,22.4%,31.5%
Operating Margin,10.6%,11.6%,1.6%,0.0%,-2.4%,-5.5%,-2.9%,0.7%,,,-4.3%,-4.3%,-0.5%,-4.2%,-3.9%,2.3%,7.4%,-6.9%,-31.4%,5.3%
Net Profit Margin,11.0%,10.7%,4.5%,4.4%,-1.9%,-9.8%,-5.5%,5.9%,,,-2.6%,-5.5%,-4.6%,-11.9%,42.9%,-6.2%,3.7%,-12.3%,-40.3%,-0.7%
Return on Assets,10.9%,10.1%,3.6%,3.2%,-1.2%,-6.1%,-3.6%,4.1%,,,-3.8%,-3.0%,-3.8%,-4.1%,2.8%,2.6%,4.1%,4.5%,-7.6%,-6.5%
Return on Equity,17.8%,15.9%,6.1%,5.1%,-2.1%,-12.0%,-7.3%,6.8%,,,-0.7%,-1.6%,-1.5%,-3.9%,10.9%,-1.8%,1.2%,-2.9%,-9.1%,-0.2%
Return on Total Capital,17.2%,14.4%,5.4%,4.6%,-2.1%,-11.2%,-6.9%,6.4%,,,-5.7%,-4.5%,-6.9%,-7.3%,4.3%,4.0%,6.4%,7.0%,-12.1%,-10.4%
SG&A to Sale,23.4%,22.6%,27.5%,30.5%,33.6%,35.1%,32.2%,31.9%,,,35.3%,35.2%,36.8%,32.0%,36.9%,28.7%,30.7%,34.2%,53.8%,26.2%
Depreciation & Amortisation,78.7,74.6,77.1,78.5,89.5,85.6,82.3,71.7,,,21.8,22.0,16.7,19.8,19.2,18.3,14.3,17.5,17.5,21.7
Tax Rate,16.0%,7.0%,-35.9%,2.5%,-25.4%,-0.5%,1.3%,34.7%,,,3.1%,-2.1%,3.1%,-5.6%,16.7%,-28.0%,12.9%,-6.6%,4.5%,8.6%
Current Ratio,2.11,2.54,2.29,1.98,1.50,1.36,1.43,1.84,,,1.87,1.78,1.43,1.46,1.86,1.81,1.84,1.87,1.84,1.75
Quick Ratio,0.59,0.57,0.57,0.42,0.29,0.23,0.23,0.33,,,0.27,0.26,0.23,0.22,0.29,0.31,0.33,0.26,0.29,0.32
Days Inventory Outstanding,228.4,245.9,271.3,304.5,341.9,341.6,336.4,340.0,,,310.3,313.6,330.6,359.4,356.5,343.8,331.0,340.9,342.8,340.9
Days Sale Outstanding,78.7,63.1,76.6,64.8,68.0,61.6,52.9,60.9,,,40.8,41.0,52.9,52.1,53.3,57.1,60.9,47.5,54.7,66.9
Days Payable Outstanding,110.6,112.5,93.6,72.9,76.0,90.3,93.4,104.0,,,93.4,89.6,90.7,98.8,111.4,115.3,115.8,123.4,127.1,144.0
Cash Conversion Cycle,193.0,208.2,273.7,316.6,335.9,302.7,310.1,282.2,,,270.6,264.2,295.2,311.6,291.6,283.1,273.8,273.5,266.6,238.2
Debt to Asset Ratio,0.41,0.39,0.42,0.41,0.45,0.54,0.52,0.44,,,0.50,0.51,0.52,0.52,0.44,0.44,0.44,0.43,0.45,0.48
Debt to Equity Ratio,0.69,0.63,0.69,0.66,0.78,1.07,0.99,0.72,,,0.92,0.95,0.99,0.98,0.72,0.73,0.72,0.69,0.76,0.85
Interest Coverage Ratio,11.4,10.6,1.09,0.021,,,,0.27,,,,,,,,1.03,3.93,,,3.27
Cash and Short Term Investments,438.1,639.6,296.2,351.2,363.3,456.9,219.4,399.4,,,147.2,161.0,219.4,316.0,288.1,316.0,399.4,419.7,331.0,398.7
"Total Receivables, Net",895.3,724.0,773.0,586.6,534.5,489.7,427.6,472.9,,,353.2,352.8,427.6,387.1,394.7,436.5,472.9,351.1,388.3,493.6
Total Inventory,"1,817","1,901","1,981","1,845","1,853","1,975","1,868","1,695",,,"1,905","1,889","1,868","1,788","1,802","1,773","1,695","1,699","1,683","1,801"
Total Current Assets,"3,218","3,318","3,133","2,834","2,819","2,972","2,646","2,621",,,"2,454","2,448","2,646","2,624","2,526","2,570","2,621","2,510","2,449","2,740"
"Property/Plant/Equipment, Total - Net",434.8,495.7,705.8,760.1,780.9,747.3,699.8,644.6,,,725.1,714.9,699.8,683.8,672.1,654.4,644.6,631.1,619.2,605.2
Total Assets,"4,320","4,548","4,534","4,598","4,611","4,741","4,217","4,054",,,"4,179","4,165","4,217","4,171","4,031","4,042","4,054","3,928","3,845","4,121"
Accounts Payable,880.7,820.1,518.9,397.2,424.9,587.6,478.7,610.8,,,532.2,552.3,478.7,525.9,596.2,602.3,610.8,617.2,637.1,835.2
Accrued Expenses,84.2,77.2,98.4,74.0,39.2,58.3,61.1,63.1,,,71.7,72.5,61.1,56.3,83.1,70.1,63.1,47.6,62.9,73.1
Debt Due,430.3,274.1,570.9,808.4,"1,282","1,411","1,140",617.8,,,598.7,643.4,"1,140","1,029",558.4,608.8,617.8,550.5,522.6,481.7
Total Current Liabilities,"1,527","1,308","1,367","1,430","1,878","2,182","1,853","1,423",,,"1,314","1,372","1,853","1,802","1,361","1,417","1,423","1,344","1,332","1,565"
Long Term Debt,85.6,296.3,328.4,294.0,15.4,162.3,132.7,148.0,,,572.6,540.5,132.7,148.0,184.5,155.7,148.0,133.0,156.6,162.0
Total Liabilities,"1,779","1,785","1,889","1,877","2,078","2,536","2,188","1,774",,,"2,087","2,115","2,188","2,158","1,764","1,791","1,774","1,676","1,748","1,989"
Common Stock,403.3,406.3,409.1,409.5,409.5,409.5,409.5,424.6,,,409.5,409.5,409.5,416.7,420.5,424.6,424.6,453.4,454.7,458.8
Additional Paid-In Capital,774.5,780.4,786.1,786.9,786.9,786.9,786.9,812.0,,,786.9,786.9,786.9,799.7,805.9,812.0,812.0,816.1,816.9,819.1
Retained Earnings (Accumulated Deficit),"1,374","1,640","1,601","1,704","1,568","1,270","1,109","1,273",,,"1,178","1,143","1,109","1,018","1,287","1,242","1,273","1,198",988.5,983.0
Shareholders' Equity,"2,569","2,838","2,721","2,853","2,674","2,370","2,205","2,473",,,"2,268","2,233","2,205","2,193","2,460","2,450","2,473","2,447","2,293","2,328"
Cash from Operating Activities,408.4,538.0,-190.2,58.9,0.83,-112.3,11.5,229.7,,,46.7,18.7,-119.6,131.5,48.1,-31.7,81.8,63.7,-141.8,65.4
Cash from Investing Activities,-110.5,-176.9,-227.7,-157.2,-91.3,-77.6,43.6,324.6,,,-6.63,-10.6,71.9,-21.4,355.0,-3.15,-5.86,-4.50,-3.38,-2.71
Cash from Financing Activities,-245.5,-179.1,133.9,120.5,129.1,222.4,-309.7,-425.6,,,-139.3,10.0,91.3,-33.7,-424.2,27.1,5.07,-53.1,-5.38,-31.6
Net Change in Cash,51.5,177.5,-326.8,54.4,15.8,97.1,-237.3,178.8,,,-115.5,13.8,58.4,96.6,-29.0,27.9,83.4,20.3,-90.3,67.7
Free Cashflows,299.0,403.9,-443.6,-107.7,-103.9,-165.4,-26.4,212.3,,,38.6,7.52,-125.2,125.8,44.2,-34.7,77.0,60.0,-146.5,57.7
Free Cashflow per Share,0.74,0.99,-1.08,-0.26,-0.25,-0.41,-0.066,0.50,,,0.097,0.019,-0.31,0.30,0.11,-0.082,0.18,0.13,-0.32,0.13
