,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.07,3.58,2.29,2.71,1.85,1.92,1.61,1.08,,,1.96,1.92,1.75,1.69,1.66,1.44,1.31,1.24,1.07,0.93
Earnings per Share,-0.21,0.41,0.50,-0.029,0.11,0.076,-0.039,0.061,,,0.040,0.041,-0.13,0.064,-0.008,0.036,-0.032,-0.022,-0.089,-0.073
Revenue per Share,3.94,4.93,4.23,3.57,3.22,3.22,3.50,3.54,,,0.98,0.96,0.78,0.89,0.90,0.90,0.85,0.76,0.75,0.77
Dividend per Share,0.016,0.016,0.017,0.002,0.030,0.030,0.030,0.040,,,,,0.030,,,,0.040,,,
Capital Expenditures per Share,0.097,0.11,0.12,0.071,0.088,0.079,0.086,0.28,,,0.018,0.025,0.032,0.054,0.055,0.078,0.091,0.027,0.054,0.055
Book Value per Share,1.47,1.83,1.77,1.77,1.88,1.89,1.78,1.80,,,1.89,1.92,1.78,1.83,1.82,1.86,1.80,1.77,1.64,1.57
Price to Earnings Ratio,,8.30,4.75,,15.3,23.1,,20.5,,,109.9,28.2,,80.3,,,20.5,,,
Price to Book Value Ratio,0.78,1.83,1.40,1.24,0.90,0.90,0.87,0.70,,,0.96,0.94,0.87,0.84,0.82,0.67,0.70,0.67,0.57,0.45
EV to EBITDA,4.61,4.96,4.69,9.67,7.21,6.43,8.12,4.98,,,7.80,6.00,8.12,6.59,6.67,6.53,4.98,5.75,11.1,28.8
Dividend Payout Ratio,-7.3%,3.8%,3.5%,-7.9%,28.1%,39.4%,-77.5%,65.2%,,,,,-77.5%,,,,65.2%,,,
Common Shares Outstanding,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,,,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5
Total Revenue,"1,260","1,576","1,351","1,142","1,028","1,028","1,117","1,131",,,311.7,306.4,250.8,284.0,287.3,288.6,271.2,244.4,238.4,245.1
"Cost of Revenue, Total",930.9,"1,152","1,039",918.3,801.4,793.1,848.8,856.6,,,227.7,217.8,208.5,214.5,211.6,215.8,214.7,200.0,209.4,213.5
Gross Profit,328.9,424.5,312.5,223.6,227.0,234.7,268.2,274.6,,,84.0,88.6,42.3,69.5,75.8,72.8,56.5,44.4,29.0,31.6
"Selling/General/Administrative Expenses, Total",193.8,194.3,181.2,192.6,168.4,174.0,225.7,200.6,,,60.0,57.3,60.9,51.2,47.7,48.3,53.4,47.8,55.9,43.1
Operating Income,133.9,226.2,129.0,32.9,57.7,60.6,42.4,74.0,,,24.0,31.4,-18.7,18.3,28.0,24.6,3.10,-3.47,-26.9,-11.4
Net Income,-67.6,131.2,152.1,-9.34,34.1,24.3,-12.4,19.6,,,12.8,12.9,-40.0,20.6,-2.53,11.6,-10.1,-7.13,-28.6,-23.4
EBITDA,187.5,285.2,185.7,88.4,110.0,116.5,96.2,128.3,,,37.8,44.6,-5.51,31.0,41.4,38.4,17.5,10.1,-13.2,1.76
Gross Profit Margin,26.1%,26.9%,23.1%,19.6%,22.1%,22.8%,24.0%,24.3%,,,27.0%,28.9%,16.9%,24.5%,26.4%,25.2%,20.8%,18.2%,12.2%,12.9%
Operating Margin,10.6%,14.4%,9.5%,2.9%,5.6%,5.9%,3.8%,6.5%,,,7.7%,10.2%,-7.5%,6.4%,9.8%,8.5%,1.1%,-1.4%,-11.3%,-4.7%
Net Profit Margin,-5.4%,8.3%,11.3%,-0.8%,3.3%,2.4%,-1.1%,1.7%,,,4.1%,4.2%,-15.9%,7.2%,-0.9%,4.0%,-3.7%,-2.9%,-12.0%,-9.6%
Return on Assets,-4.5%,8.7%,10.8%,-0.8%,3.0%,2.2%,-1.2%,1.8%,,,0.5%,1.9%,-1.2%,0.6%,-0.8%,-0.9%,1.8%,-0.7%,-3.2%,-6.9%
Return on Equity,-14.4%,22.4%,26.9%,-1.6%,5.7%,4.0%,-2.2%,3.4%,,,2.1%,2.1%,-7.0%,3.5%,-0.4%,2.0%,-1.8%,-1.3%,-5.5%,-4.7%
Return on Total Capital,-7.9%,15.3%,22.7%,-1.4%,5.4%,4.0%,-2.2%,3.4%,,,1.0%,3.4%,-2.2%,1.1%,-1.5%,-1.7%,3.4%,-1.4%,-6.5%,-13.8%
SG&A to Sale,15.4%,12.3%,13.4%,16.9%,16.4%,16.9%,20.2%,17.7%,,,19.3%,18.7%,24.3%,18.0%,16.6%,16.7%,19.7%,19.6%,23.4%,17.6%
Depreciation & Amortisation,53.6,59.0,56.6,55.5,52.3,55.9,53.8,54.2,,,13.8,13.2,13.2,12.7,13.4,13.8,14.4,13.6,13.7,13.2
Tax Rate,-36349.3%,24.3%,14.7%,231.1%,-121.5%,61.9%,136.3%,57.4%,,,45.3%,46.7%,-150.2%,12.2%,133.3%,36.7%,-199.4%,-32.0%,16.1%,-80.8%
Current Ratio,1.34,1.32,1.43,1.51,1.47,1.56,1.61,1.52,,,1.51,1.57,1.61,1.59,1.54,1.55,1.52,1.53,1.49,1.52
Quick Ratio,0.35,0.50,0.42,0.52,0.45,0.52,0.65,0.66,,,0.60,0.68,0.65,0.70,0.74,0.66,0.66,0.64,0.59,0.57
Days Inventory Outstanding,187.8,149.8,161.3,164.8,174.8,168.0,145.8,142.6,,,160.6,155.0,144.5,141.8,144.7,147.1,147.2,146.6,144.1,135.6
Days Sale Outstanding,53.0,69.7,56.7,70.4,65.2,66.0,79.1,89.9,,,88.4,92.3,79.1,89.5,102.3,95.3,89.9,86.9,82.1,74.8
Days Payable Outstanding,90.2,73.5,73.5,66.1,60.8,51.2,53.2,59.6,,,0.00,0.00,29.2,28.5,0.00,0.00,30.7,31.2,0.00,0.00
Cash Conversion Cycle,158.8,129.9,168.9,172.3,196.5,182.7,158.0,165.9,,,237.2,243.5,172.5,225.6,242.4,247.5,178.2,237.2,231.3,216.3
Debt to Asset Ratio,0.65,0.60,0.53,0.49,0.45,0.42,0.45,0.47,,,0.46,0.44,0.45,0.45,0.47,0.47,0.47,0.47,0.50,0.49
Debt to Equity Ratio,2.02,1.59,1.19,1.02,0.85,0.73,0.81,0.90,,,0.84,0.79,0.81,0.83,0.88,0.88,0.90,0.89,0.99,0.95
Interest Coverage Ratio,3.13,5.30,4.00,1.34,3.16,4.07,3.24,4.97,,,7.46,9.40,,6.13,8.80,7.39,0.57,,,
Cash and Short Term Investments,28.5,12.3,55.4,39.1,37.0,22.7,22.0,11.5,,,17.8,21.1,22.0,8.15,6.59,7.82,11.5,5.97,11.2,22.3
"Total Receivables, Net",183.0,301.1,209.8,220.1,183.7,185.8,242.1,278.5,,,254.5,281.9,242.1,282.5,316.2,290.1,278.5,259.9,234.6,204.6
Total Inventory,472.7,472.5,445.3,384.1,383.3,346.7,331.5,338.0,,,362.9,340.6,331.5,343.0,332.6,352.7,338.0,338.2,325.0,297.2
Total Current Assets,692.7,790.8,715.9,646.8,607.9,559.2,602.8,639.3,,,644.7,651.9,602.8,640.5,660.5,676.1,639.3,620.4,586.4,541.5
"Property/Plant/Equipment, Total - Net",766.7,724.9,442.5,408.0,377.8,339.4,303.2,334.6,,,328.5,314.8,303.2,307.9,310.1,320.4,334.6,328.8,328.8,328.9
Total Assets,"1,460","1,555","1,275","1,173","1,134","1,046","1,027","1,094",,,"1,111","1,103","1,027","1,072","1,093","1,117","1,094","1,069","1,039",981.3
Accounts Payable,222.4,241.3,176.8,156.1,110.9,111.7,135.6,144.0,,,,,135.6,,,,144.0,,,
Accrued Expenses,12.0,8.38,8.12,8.43,7.41,10.1,11.9,22.2,,,,,11.9,,,,22.2,,,
Debt Due,224.4,293.2,293.5,246.3,279.9,226.3,217.5,241.3,,,222.8,233.2,217.5,219.9,228.5,225.2,241.3,230.2,235.7,233.9
Total Current Liabilities,516.1,599.1,501.5,427.4,412.4,359.3,375.0,421.4,,,425.6,415.1,375.0,402.8,428.3,436.8,421.4,405.0,394.3,356.2
Long Term Debt,386.8,270.4,103.0,81.5,29.5,,1.07,0.54,,,,,1.07,0.93,0.80,0.67,0.54,0.50,0.43,0.35
Total Liabilities,952.5,931.0,675.9,580.1,509.9,441.9,459.2,519.1,,,506.7,488.3,459.2,486.5,512.2,522.0,519.1,504.1,516.1,478.8
Common Stock,247.6,247.6,272.3,299.5,319.5,319.5,319.5,319.5,,,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5,319.5
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,0.000,0.000
Retained Earnings (Accumulated Deficit),-57.1,139.8,273.4,232.9,247.1,252.9,223.0,223.3,,,258.0,271.0,223.0,243.5,231.4,243.1,223.3,216.2,174.8,151.4
Shareholders' Equity,470.6,586.1,566.2,566.2,601.0,604.1,567.7,574.4,,,603.9,615.0,567.7,585.3,580.4,595.1,574.4,564.6,523.0,502.5
Cash from Operating Activities,58.7,82.0,291.7,96.4,51.2,156.1,54.4,82.4,,,1.27,1.56,25.6,11.8,13.7,33.1,23.7,17.3,33.3,34.1
Cash from Investing Activities,-30.8,-37.0,-38.6,-22.7,-28.0,-25.3,-26.3,-88.5,,,-5.89,-8.08,-8.88,-17.4,-17.1,-25.2,-28.8,-8.53,-17.4,-17.6
Cash from Financing Activities,-24.5,-59.7,-212.2,-102.5,-43.6,-129.7,-31.7,-0.81,,,-3.79,6.91,-19.5,-0.38,-4.76,-6.06,10.4,-14.6,-10.0,-5.26
Net Change in Cash,4.58,-17.2,44.1,-16.3,-2.03,-14.4,-0.69,-10.5,,,-11.8,3.36,0.85,-13.8,-1.56,1.23,3.64,-5.49,5.25,11.1
Free Cashflows,27.8,45.6,252.3,73.7,23.2,130.7,26.8,-6.47,,,-4.62,-6.52,15.5,-5.55,-3.75,8.21,-5.38,8.68,15.9,16.5
Free Cashflow per Share,0.087,0.14,0.79,0.23,0.073,0.41,0.084,-0.020,,,-0.014,-0.020,0.048,-0.017,-0.012,0.026,-0.017,0.027,0.050,0.052
