,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.69,3.99,3.77,3.65,3.87,4.80,5.77,5.29,,,4.53,5.09,5.65,6.18,6.53,5.60,4.85,5.33,5.57,5.30
Earnings per Share,0.32,0.29,0.45,0.47,0.38,0.54,0.74,0.84,,,0.18,0.22,0.21,0.20,0.24,0.19,0.22,0.27,0.16,0.26
Revenue per Share,2.01,1.86,2.51,2.56,2.25,2.93,3.88,4.41,,,0.95,1.13,1.08,1.04,1.21,1.04,1.13,1.42,0.94,1.31
Dividend per Share,0.16,0.16,0.22,0.24,0.20,0.12,0.30,0.34,,,0.14,0.00,0.17,,0.17,0.00,0.18,,0.18,0.00
Capital Expenditures per Share,0.018,0.076,0.11,0.22,0.073,0.067,0.049,0.041,,,0.012,0.009,0.014,0.010,0.011,0.008,0.011,0.009,0.019,0.013
Book Value per Share,4.24,4.40,4.64,4.88,5.06,5.37,5.97,6.48,,,5.67,5.75,5.97,6.17,6.24,6.26,6.48,6.76,6.74,6.83
Price to Earnings Ratio,6.86,11.7,6.75,8.61,8.97,7.72,7.81,5.69,,,7.54,7.53,7.81,7.10,7.19,6.39,5.69,5.46,6.24,5.71
Price to Book Value Ratio,0.53,0.81,0.67,0.72,0.66,0.80,0.93,0.71,,,0.83,0.86,0.93,0.88,1.01,0.77,0.71,0.81,0.79,0.75
EV to EBITDA,6.02,10.0,8.64,8.26,9.86,9.63,7.61,6.53,,,8.57,7.99,7.61,7.51,7.42,7.55,6.53,5.63,7.23,6.35
Dividend Payout Ratio,50.6%,55.0%,48.3%,51.4%,52.3%,22.8%,40.8%,40.5%,,,23.0%,0.0%,22.4%,,19.1%,0.0%,20.8%,,20.8%,0.0%
Common Shares Outstanding,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,,,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0
Total Revenue,"1,861","1,720","2,323","2,366","2,084","2,707","3,589","4,082",,,882.7,"1,042","1,003",962.1,"1,120",959.2,"1,041","1,314",864.9,"1,214"
"Cost of Revenue, Total","1,118","1,038","1,407","1,454","1,268","1,646","2,159","2,464",,,532.6,623.5,609.3,587.5,673.5,579.8,634.3,811.7,520.0,734.1
Gross Profit,743.1,682.4,915.4,912.0,816.1,"1,061","1,430","1,618",,,350.1,418.4,393.3,374.6,446.1,379.4,406.8,502.6,344.9,479.6
"Selling/General/Administrative Expenses, Total",227.4,237.4,272.7,263.9,288.1,341.8,412.1,482.4,,,102.5,110.1,105.9,106.4,124.5,122.5,119.3,133.2,115.7,133.5
Operating Income,444.3,378.4,552.9,556.1,450.6,619.2,860.3,978.5,,,213.5,259.3,245.4,231.2,278.5,220.1,247.5,319.0,195.4,299.6
Net Income,293.5,269.7,418.3,433.0,355.2,500.3,680.8,777.1,,,170.6,204.3,191.9,182.2,219.7,173.9,201.4,253.0,149.8,239.4
EBITDA,457.4,392.8,568.8,593.2,493.6,667.2,917.1,"1,040",,,228.0,273.6,259.8,246.2,293.8,235.4,263.1,331.3,207.9,312.5
Gross Profit Margin,39.9%,39.7%,39.4%,38.6%,39.2%,39.2%,39.8%,39.6%,,,39.7%,40.2%,39.2%,38.9%,39.8%,39.6%,39.1%,38.2%,39.9%,39.5%
Operating Margin,23.9%,22.0%,23.8%,23.5%,21.6%,22.9%,24.0%,24.0%,,,24.2%,24.9%,24.5%,24.0%,24.9%,22.9%,23.8%,24.3%,22.6%,24.7%
Net Profit Margin,15.8%,15.7%,18.0%,18.3%,17.0%,18.5%,19.0%,19.0%,,,19.3%,19.6%,19.1%,18.9%,19.6%,18.1%,19.3%,19.3%,17.3%,19.7%
Return on Assets,6.0%,4.9%,6.5%,6.1%,4.6%,5.8%,7.1%,7.6%,,,5.7%,6.2%,6.9%,7.4%,7.8%,7.6%,7.6%,7.9%,7.0%,7.4%
Return on Equity,7.5%,6.6%,9.7%,9.6%,7.6%,10.1%,12.3%,13.0%,,,3.3%,3.8%,3.5%,3.2%,3.8%,3.0%,3.4%,4.0%,2.4%,3.8%
Return on Total Capital,6.6%,5.0%,6.7%,7.7%,5.6%,7.4%,9.4%,9.2%,,,7.7%,8.6%,9.4%,9.4%,10.2%,9.9%,9.2%,10.1%,9.3%,10.2%
SG&A to Sale,12.2%,13.8%,11.7%,11.2%,13.8%,12.6%,11.5%,11.8%,,,11.6%,10.6%,10.6%,11.1%,11.1%,12.8%,11.5%,10.1%,13.4%,11.0%
