,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,6.93,8.88,8.78,6.68,5.38,,,8.98,8.08,7.38,6.70,6.30,5.90,5.55,5.63,5.53,5.01
Earnings per Share,0.036,0.11,0.071,0.13,0.17,0.21,0.26,0.21,,,0.045,0.062,0.089,0.10,0.021,0.068,0.023,0.049,0.025,0.036
Revenue per Share,1.02,1.22,1.42,1.52,1.66,1.78,1.91,2.12,,,0.47,0.51,0.48,0.51,0.50,0.56,0.53,0.53,0.53,0.54
Dividend per Share,0.068,0.073,0.081,0.12,0.15,0.20,0.20,0.20,,,,0.10,0.10,,,0.10,0.10,,,0.075
Capital Expenditures per Share,0.074,0.075,0.045,0.042,0.074,0.25,0.37,0.22,,,0.095,0.067,0.13,0.056,0.12,0.017,0.021,0.012,0.090,0.075
Book Value per Share,0.55,0.60,0.66,0.70,2.09,2.14,2.11,1.94,,,2.05,2.11,2.11,2.17,2.01,2.01,1.94,1.98,1.91,1.95
Price to Earnings Ratio,,,,,36.1,45.5,25.7,25.5,,,39.0,36.9,25.7,22.6,23.4,21.6,25.7,32.9,31.2,36.9
Price to Book Value Ratio,,,,,3.42,4.37,3.30,2.79,,,4.12,3.48,3.30,2.85,3.05,2.81,2.79,2.70,2.67,2.48
EV to EBITDA,,,,0.00,21.7,31.7,23.9,17.6,,,29.9,27.3,23.9,22.8,20.1,20.1,17.6,16.8,18.7,16.9
Dividend Payout Ratio,188.9%,69.1%,114.4%,88.9%,87.9%,96.2%,77.4%,93.5%,,,,47.0%,38.7%,,,36.0%,47.1%,,,56.5%
Common Shares Outstanding,750.0,750.0,750.0,750.0,750.0,750.0,750.0,720.0,,,750.0,750.0,750.0,744.8,732.1,720.0,720.0,720.0,720.0,720.0
Total Revenue,767.7,917.4,"1,063","1,137","1,249","1,334","1,433","1,529",,,349.2,379.9,361.4,379.2,369.6,402.0,378.4,383.5,384.2,392.3
"Cost of Revenue, Total",578.5,652.0,732.2,815.6,935.7,982.5,"1,071","1,157",,,259.9,277.9,282.9,279.5,279.1,304.6,289.5,284.4,297.7,320.6
Gross Profit,189.2,265.4,330.8,321.0,313.0,351.3,362.3,372.4,,,89.3,102.0,78.5,99.7,90.5,97.4,88.9,99.2,86.5,71.7
"Selling/General/Administrative Expenses, Total",123.0,139.2,168.8,172.4,175.0,189.7,221.3,239.1,,,58.1,53.8,59.0,64.2,62.3,55.1,61.7,59.5,67.1,42.6
Operating Income,66.2,126.2,162.0,148.6,138.1,161.7,140.9,133.2,,,31.2,48.3,19.5,35.4,28.2,42.3,27.2,39.7,19.5,29.1
Net Income,27.1,79.6,105.8,99.0,100.4,155.9,193.8,157.0,,,33.8,46.4,66.5,75.4,15.3,49.6,16.6,35.5,17.7,25.8
EBITDA,123.0,183.1,219.8,199.7,193.2,222.4,211.7,227.3,,,49.1,66.5,36.6,58.5,52.9,66.6,49.3,64.1,44.3,55.1
Gross Profit Margin,24.6%,28.9%,31.1%,28.2%,25.1%,26.3%,25.3%,24.4%,,,25.6%,26.9%,21.7%,26.3%,24.5%,24.2%,23.5%,25.9%,22.5%,18.3%
Operating Margin,8.6%,13.8%,15.2%,13.1%,11.1%,12.1%,9.8%,8.7%,,,8.9%,12.7%,5.4%,9.3%,7.6%,10.5%,7.2%,10.3%,5.1%,7.4%
Net Profit Margin,3.5%,8.7%,9.9%,8.7%,8.0%,11.7%,13.5%,10.3%,,,9.7%,12.2%,18.4%,19.9%,4.1%,12.3%,4.4%,9.2%,4.6%,6.6%
