,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,60.5,67.4,54.9,46.1,55.5,67.9,68.3,63.3,,,66.4,76.5,71.4,65.5,67.9,70.6,64.9,61.8,65.6,66.3
Earnings per Share,1.31,1.49,1.79,1.74,1.94,2.53,2.47,2.64,,,0.54,0.55,0.74,0.69,0.63,0.60,0.73,0.68,0.43,0.56
Revenue per Share,16.3,20.0,22.6,22.3,23.5,24.3,27.3,28.4,,,5.64,5.98,9.84,3.54,3.40,3.58,10.4,3.81,3.56,3.54
Dividend per Share,0.65,0.90,0.90,0.90,1.00,1.25,1.25,1.35,,,,,1.25,,,,1.35,,,
Capital Expenditures per Share,1.62,2.44,3.67,4.46,3.00,1.48,2.12,1.53,,,0.39,0.52,0.75,0.27,0.44,0.38,0.45,0.22,0.18,1.30
Book Value per Share,7.87,9.31,10.2,11.0,12.1,13.6,14.8,16.2,,,13.6,14.1,14.8,15.5,14.9,15.5,16.2,16.9,16.0,16.5
Price to Earnings Ratio,35.1,49.2,26.6,29.5,21.7,24.3,27.2,24.4,,,22.6,28.0,27.2,25.0,25.1,25.4,24.4,20.6,26.2,27.3
Price to Book Value Ratio,6.51,8.11,5.17,4.30,4.15,4.69,4.26,3.62,,,4.75,5.17,4.26,3.61,4.73,4.10,3.62,3.33,3.99,3.99
EV to EBITDA,24.1,33.4,20.0,24.7,24.0,32.1,15.7,9.36,,,36.8,46.0,15.7,12.3,10.6,9.56,9.36,8.04,8.97,9.43
Dividend Payout Ratio,49.6%,60.3%,50.3%,51.9%,51.6%,49.3%,50.6%,51.1%,,,,,50.6%,,,,51.1%,,,
Common Shares Outstanding,"1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111",,,"1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111","1,111"
Total Revenue,"18,119","22,253","25,053","24,746","26,147","27,000","30,307","31,570",,,"6,262","6,636","10,925","3,927","3,771","3,977","11,523","4,228","3,953","3,933"
"Cost of Revenue, Total","13,359","16,345","18,421","18,088","19,065","19,629","19,600","20,237",,,"4,532","4,848","5,534","1,210","1,165","1,254","5,714","1,386","1,262","1,270"
Gross Profit,"4,760","5,908","6,633","6,659","7,082","7,371","10,707","11,333",,,"1,730","1,788","5,391","2,717","2,606","2,723","5,808","2,842","2,691","2,663"
"Selling/General/Administrative Expenses, Total","3,654","4,675","5,568","6,192","7,060","7,362","7,600","7,973",,,"1,919","1,968","1,891","1,876","1,907","1,985","1,994","1,988","2,023","1,976"
Operating Income,"1,041","1,161",981.2,365.8,-105.9,107.7,"2,974","3,212",,,-188.7,-179.6,"3,367",840.8,699.0,737.7,"3,666",854.2,667.5,687.9
Net Income,"1,453","1,658","1,986","1,927","2,153","2,815","2,742","2,937",,,600.6,611.0,820.2,761.7,694.3,664.4,816.2,759.9,482.5,619.1
EBITDA,"1,826","2,219","2,399","2,071","1,883","2,171","5,048","5,287",,,314.0,360.9,"3,920","1,330","1,200","1,276","4,213","1,321","1,140","1,167"
Gross Profit Margin,26.3%,26.5%,26.5%,26.9%,27.1%,27.3%,35.3%,35.9%,,,27.6%,26.9%,49.3%,69.2%,69.1%,68.5%,50.4%,67.2%,68.1%,67.7%
Operating Margin,5.7%,5.2%,3.9%,1.5%,-0.4%,0.4%,9.8%,10.2%,,,-3.0%,-2.7%,30.8%,21.4%,18.5%,18.6%,31.8%,20.2%,16.9%,17.5%
Net Profit Margin,8.0%,7.5%,7.9%,7.8%,8.2%,10.4%,9.0%,9.3%,,,9.6%,9.2%,7.5%,19.4%,18.4%,16.7%,7.1%,18.0%,12.2%,15.7%
Return on Assets,11.0%,10.6%,11.0%,9.2%,8.8%,10.6%,10.1%,10.5%,,,10.9%,11.2%,10.1%,10.2%,10.7%,10.9%,10.6%,10.4%,9.9%,9.8%
Return on Equity,16.6%,16.0%,17.5%,15.7%,16.0%,18.6%,16.6%,16.3%,,,4.0%,3.9%,5.0%,4.4%,4.2%,3.9%,4.5%,4.0%,2.7%,3.4%
Return on Total Capital,16.6%,16.0%,17.5%,15.6%,14.3%,15.3%,16.4%,16.2%,,,16.8%,16.8%,16.4%,16.1%,17.3%,17.0%,16.2%,15.5%,15.3%,14.6%
SG&A to Sale,20.2%,21.0%,22.2%,25.0%,27.0%,27.3%,25.1%,25.3%,,,30.6%,29.7%,17.3%,47.8%,50.6%,49.9%,17.3%,47.0%,51.2%,50.2%
Depreciation & Amortisation,785.3,"1,058","1,418","1,705","1,989","2,063","2,074","2,075",,,502.6,540.5,553.2,489.2,501.0,537.9,546.6,466.5,472.8,479.3
Tax Rate,25.8%,32.9%,17.0%,17.3%,18.5%,15.6%,15.6%,16.5%,,,14.7%,15.9%,15.4%,16.1%,13.9%,16.1%,19.3%,16.7%,18.3%,15.8%
Current Ratio,1.01,1.04,0.73,0.47,0.54,0.77,0.56,0.61,,,0.54,0.62,0.56,0.58,0.47,0.52,0.61,0.76,0.62,0.59
Quick Ratio,0.26,0.29,0.15,0.10,0.11,0.16,0.13,0.15,,,0.14,0.14,0.13,0.13,0.12,0.13,0.15,0.19,0.14,0.14
Days Inventory Outstanding,28.7,27.8,29.7,32.0,32.4,35.8,37.2,38.5,,,36.1,37.3,38.0,45.7,55.8,78.2,83.6,87.2,87.0,86.4
Days Sale Outstanding,13.9,12.6,11.5,13.7,14.2,16.0,14.7,15.5,,,14.5,15.0,14.7,14.1,14.9,18.6,21.1,19.2,15.0,15.5
Days Payable Outstanding,87.2,87.7,86.7,87.3,85.1,82.7,84.8,91.0,,,68.9,70.8,82.4,99.3,113.2,165.5,186.3,186.9,163.9,151.1
Cash Conversion Cycle,-53.7,-57.0,-46.0,-40.5,-42.4,-27.8,-38.3,-40.5,,,-16.8,-21.7,-37.9,-27.3,-42.9,-75.1,-100.2,-65.2,-51.4,-43.9
Debt to Asset Ratio,0.36,0.37,0.36,0.44,0.45,0.40,0.36,0.34,,,0.38,0.37,0.36,0.32,0.34,0.33,0.34,0.29,0.31,0.31
Debt to Equity Ratio,0.59,0.61,0.60,0.82,0.86,0.71,0.61,0.53,,,0.65,0.63,0.61,0.51,0.55,0.52,0.53,0.44,0.48,0.47
Interest Coverage Ratio,"173,591",,,9.08,,1.28,41.8,79.5,,,,,1.36,70.1,57.4,84.8,1.34,182.2,153.6,96.0
Cash and Short Term Investments,"3,006","4,063","2,100","1,922","2,117","2,255","1,809","1,897",,,"1,008","1,535","1,809","1,631","1,071","1,105","1,897","1,547","1,167",963.7
"Total Receivables, Net",689.0,765.2,791.0,930.8,"1,018","1,183","1,219","1,340",,,"1,063","1,109","1,219","1,070","1,031","1,149","1,340","1,239",974.8,"1,002"
Total Inventory,"1,163","1,325","1,667","1,509","1,875","1,971","2,028","2,241",,,"1,958","2,058","2,028","2,012","1,888","2,040","2,241","2,310","2,276","2,286"
Total Current Assets,"5,104","6,411","4,810","4,620","5,317","5,724","5,383","5,618",,,"4,212","4,885","5,383","4,895","4,174","4,477","5,618","5,095","4,418","4,252"
"Property/Plant/Equipment, Total - Net","3,224","4,965","6,752","8,671","9,808","9,837","10,421","10,140",,,"9,555","9,671","10,421","9,918","9,832","9,779","10,140","9,297","9,263","10,286"
Total Assets,"14,265","17,160","18,830","23,102","26,059","27,001","27,554","28,386",,,"25,790","26,509","27,554","27,072","26,652","27,113","28,386","27,825","26,937","27,682"
Accounts Payable,"3,504","4,347","4,407","4,245","4,646","4,246","4,858","5,229",,,"3,621","3,993","4,858","3,915","4,000","4,310","5,229","4,520","4,116","3,861"
Accrued Expenses,407.5,379.0,353.1,435.7,524.7,552.8,570.0,609.9,,,,,570.0,,,,609.9,,,
Debt Due,0.00,0.00,0.00,"2,574","2,000",33.0,"1,561",565.2,,,"1,500","1,106","1,561","1,559","1,761","1,363",565.2,364.5,"1,255","1,751"
Total Current Liabilities,"5,064","6,147","6,629","9,757","9,864","7,400","9,644","9,224",,,"7,831","7,892","9,644","8,424","8,806","8,581","9,224","6,678","7,069","7,162"
Long Term Debt,,,,79.0,"1,582","3,234",206.8,109.5,,,"1,729","1,761",206.8,144.1,134.4,121.1,109.5,97.2,9.50,
Total Liabilities,"5,195","6,304","6,818","10,062","11,608","10,804","10,032","9,563",,,"9,741","9,832","10,032","8,747","9,122","8,884","9,563","8,207","8,472","8,573"
Common Stock,"3,943","3,943","3,943","3,943","3,943","3,943","3,943","3,943",,,"3,943","3,943","3,943","3,943","3,943","3,943","3,943","3,943","3,943","3,943"
Additional Paid-In Capital,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,,,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4,125.4
Retained Earnings (Accumulated Deficit),"4,668","6,266","7,252","8,180","9,380","11,084","12,437","13,977",,,"11,006","11,617","12,437","13,199","12,505","13,170","13,977","14,737","13,721","14,340"
Shareholders' Equity,"8,739","10,336","11,343","12,266","13,463","15,160","16,483","18,020",,,"15,075","15,685","16,483","17,239","16,549","17,213","18,020","18,777","17,738","18,356"
Cash from Operating Activities,"2,520","3,179","3,190","3,476","3,653","3,419","4,996","5,114",,,748.6,"1,466","2,217",183.0,"1,296","1,200","2,435",193.1,814.2,683.3
Cash from Investing Activities,"-3,036","-1,762","-3,241","-5,021","-3,267","-1,641","-2,305","-2,163",,,-407.6,-557.8,-825.2,-290.9,-506.0,-752.9,-613.3,-329.0,-349.8,"-1,365"
Cash from Financing Activities,-612.9,-777.6,"-1,090","1,496",-137.6,"-1,641","-3,089","-2,861",,,"-1,061",-381.7,"-1,110",-68.9,"-1,351",-412.1,"-1,029",-212.4,-843.0,478.3
Net Change in Cash,"-1,129",639.0,"-1,141",-48.6,248.5,137.2,-414.3,89.3,,,-717.8,526.2,274.0,-177.5,-559.5,33.6,792.7,-350.4,-380.2,-203.2
Free Cashflows,722.0,471.7,-883.5,"-1,482",318.5,"1,774","2,647","3,411",,,321.0,893.4,"1,385",-114.5,810.0,781.5,"1,934",-55.3,608.8,-760.6
Free Cashflow per Share,0.65,0.42,-0.80,-1.33,0.29,1.60,2.38,3.07,,,0.29,0.80,1.25,-0.10,0.73,0.70,1.74,-0.050,0.55,-0.68
