,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.20,4.38,3.16,4.36,7.56,14.0,14.8,10.4,,,15.1,16.4,15.1,15.5,15.5,14.7,12.8,11.6,10.3,8.13
Earnings per Share,0.45,0.44,0.26,0.21,0.42,0.48,0.74,0.85,,,0.18,0.19,0.19,0.25,0.19,0.19,0.22,0.24,0.15,0.11
Revenue per Share,24.7,24.5,22.1,22.5,25.4,28.1,38.3,45.1,,,9.74,9.62,9.37,10.4,11.3,11.0,12.3,11.3,9.30,9.34
Dividend per Share,0.22,0.18,0.14,0.12,0.27,0.33,0.48,0.49,,,0.16,0.00,0.32,,0.18,0.00,0.31,,0.15,0.00
Capital Expenditures per Share,0.025,0.032,0.10,0.022,0.016,0.16,0.042,0.019,,,0.020,0.004,0.010,0.006,0.006,0.004,0.003,0.003,0.012,0.009
Book Value per Share,2.01,2.36,2.43,2.51,2.73,2.93,3.27,3.64,,,3.05,3.11,3.27,3.49,3.39,3.40,3.64,3.86,3.69,3.65
Price to Earnings Ratio,11.8,11.6,10.3,14.8,11.1,22.5,20.2,14.6,,,22.5,21.3,20.3,19.0,15.5,15.4,14.7,11.4,11.9,9.65
Price to Book Value Ratio,2.75,2.29,1.13,1.16,1.70,3.41,4.00,3.27,,,4.66,4.99,4.00,3.92,4.57,3.35,3.27,2.79,2.33,2.06
EV to EBITDA,8.97,11.3,10.4,19.6,14.0,23.9,24.5,19.3,,,24.2,25.4,24.5,20.9,20.1,21.7,19.3,19.1,18.4,16.3
Dividend Payout Ratio,49.1%,41.7%,52.0%,55.1%,64.4%,68.2%,65.4%,57.7%,,,26.4%,0.0%,43.4%,,22.2%,0.0%,36.4%,,18.8%,0.0%
Common Shares Outstanding,819.9,839.1,847.4,847.4,847.4,847.4,847.4,847.4,,,847.4,838.7,847.4,854.8,847.4,847.4,847.4,847.4,847.4,847.4
Total Revenue,"20,238","20,576","18,759","19,092","21,514","23,823","32,426","38,196",,,"8,250","8,067","7,937","8,910","9,573","9,332","10,380","9,554","7,881","7,916"
"Cost of Revenue, Total","19,127","19,530","17,806","18,300","20,429","22,710","30,991","36,578",,,"7,904","7,698","7,569","8,478","9,182","8,938","9,979","9,154","7,544","7,619"
Gross Profit,"1,110","1,047",952.8,792.2,"1,085","1,113","1,435","1,618",,,345.5,369.4,368.2,432.0,391.8,393.8,400.9,399.3,337.1,296.9
"Selling/General/Administrative Expenses, Total",575.0,608.8,710.4,621.0,750.0,706.5,808.7,870.7,,,177.4,207.8,214.2,216.6,210.7,222.1,221.3,219.6,211.0,220.7
Operating Income,535.4,438.0,242.4,171.2,334.6,406.7,626.7,747.7,,,168.1,161.6,154.0,215.3,181.1,171.8,179.6,179.7,126.1,76.2
Net Income,377.0,371.5,221.8,181.9,358.7,406.9,623.8,721.5,,,151.1,160.1,164.1,209.9,161.2,160.8,189.7,184.1,118.8,93.7
EBITDA,580.8,480.5,284.3,213.8,375.7,444.4,667.4,790.9,,,177.2,171.7,165.1,226.1,191.6,182.5,190.6,190.4,137.3,88.2
Gross Profit Margin,5.5%,5.1%,5.1%,4.1%,5.0%,4.7%,4.4%,4.2%,,,4.2%,4.6%,4.6%,4.8%,4.1%,4.2%,3.9%,4.2%,4.3%,3.8%
Operating Margin,2.6%,2.1%,1.3%,0.9%,1.6%,1.7%,1.9%,2.0%,,,2.0%,2.0%,1.9%,2.4%,1.9%,1.8%,1.7%,1.9%,1.6%,1.0%
Net Profit Margin,1.9%,1.8%,1.2%,1.0%,1.7%,1.7%,1.9%,1.9%,,,1.8%,2.0%,2.1%,2.4%,1.7%,1.7%,1.8%,1.9%,1.5%,1.2%
Return on Assets,9.2%,8.0%,4.6%,3.5%,6.4%,6.2%,7.5%,7.0%,,,5.7%,6.3%,6.8%,7.1%,6.5%,6.3%,6.4%,5.8%,5.6%,5.3%
Return on Equity,22.8%,18.7%,10.8%,8.6%,15.5%,16.4%,22.5%,23.4%,,,5.8%,6.1%,5.9%,7.0%,5.6%,5.6%,6.1%,5.6%,3.8%,3.0%
Return on Total Capital,22.8%,18.0%,10.6%,8.5%,15.5%,14.4%,19.8%,22.2%,,,17.2%,19.1%,19.8%,20.7%,22.1%,22.5%,22.2%,20.6%,20.5%,18.8%
SG&A to Sale,2.8%,3.0%,3.8%,3.3%,3.5%,3.0%,2.5%,2.3%,,,2.2%,2.6%,2.7%,2.4%,2.2%,2.4%,2.1%,2.3%,2.7%,2.8%
Depreciation & Amortisation,45.3,42.5,41.9,42.6,41.0,37.7,40.6,43.1,,,9.07,10.1,11.1,10.7,10.6,10.8,11.1,10.7,11.1,12.0
Tax Rate,26.8%,23.2%,19.7%,19.4%,20.8%,19.9%,18.8%,19.3%,,,19.8%,19.3%,15.4%,19.1%,19.9%,19.3%,19.0%,19.5%,19.5%,18.2%
Current Ratio,1.48,1.60,1.67,1.51,1.62,1.50,1.40,1.28,,,1.39,1.37,1.40,1.35,1.28,1.28,1.28,1.25,1.27,1.26
Quick Ratio,0.90,1.03,1.08,0.91,1.09,0.96,0.88,0.83,,,0.84,0.85,0.88,0.86,0.74,0.84,0.83,0.78,0.81,0.85
