,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,21.2,21.1,18.5,23.2,38.0,40.8,33.3,,,36.8,46.0,45.3,42.9,40.3,36.5,35.4,37.5,34.1,30.0
Earnings per Share,0.53,0.67,0.84,0.63,0.80,0.92,1.28,1.39,,,0.33,0.28,0.44,0.30,0.33,0.29,0.47,0.29,0.25,0.32
Revenue per Share,5.66,6.96,8.15,8.96,9.21,10.2,11.1,12.0,,,2.77,2.79,3.13,2.66,2.90,3.03,3.31,2.98,3.05,3.29
Dividend per Share,0.17,0.29,1.02,0.35,0.40,0.47,0.70,0.71,,,,0.30,0.40,,0.31,0.00,0.40,,0.31,0.00
Capital Expenditures per Share,0.092,0.51,0.41,0.18,0.21,0.32,0.26,0.51,,,0.016,0.13,0.085,0.12,0.074,0.077,0.24,0.19,0.17,0.14
Book Value per Share,1.43,1.95,4.27,4.60,5.01,5.41,6.06,6.60,,,5.67,5.64,6.06,6.31,6.29,6.12,6.60,6.93,6.69,6.66
Price to Earnings Ratio,,,24.8,27.6,21.8,27.5,34.8,23.9,,,28.9,34.8,35.0,30.8,26.2,23.9,24.0,25.4,24.0,22.9
Price to Book Value Ratio,,,4.99,3.87,3.39,4.90,6.85,4.92,,,6.65,7.80,6.85,6.30,5.92,4.70,4.92,5.05,4.67,3.91
EV to EBITDA,,0.00,18.8,18.7,15.2,20.3,25.9,18.0,,,18.4,25.6,25.9,20.8,21.1,20.1,18.0,19.9,20.3,15.9
Dividend Payout Ratio,31.8%,42.9%,122.1%,55.3%,49.7%,51.2%,54.7%,51.1%,,,,25.6%,31.5%,,23.0%,0.0%,28.8%,,23.8%,0.0%
Common Shares Outstanding,865.2,865.2,865.2,865.2,865.2,865.2,865.2,866.8,,,865.2,865.2,865.2,865.2,865.2,865.2,866.8,868.2,869.8,870.5
Total Revenue,"4,893","6,023","7,055","7,749","7,966","8,828","9,624","10,443",,,"2,400","2,413","2,710","2,306","2,508","2,623","2,873","2,591","2,651","2,862"
"Cost of Revenue, Total","2,548","3,331","4,074","4,625","4,538","5,123","5,277","5,751",,,"1,315","1,327","1,437","1,243","1,411","1,547","1,562","1,490","1,568","1,691"
Gross Profit,"2,345","2,691","2,981","3,124","3,428","3,705","4,347","4,693",,,"1,085","1,086","1,273","1,063","1,097","1,076","1,311","1,101","1,083","1,170"
"Selling/General/Administrative Expenses, Total","1,756","1,980","2,236","2,471","2,718","2,674","2,965","3,243",,,742.2,743.4,790.3,711.6,765.1,790.3,839.1,772.5,814.9,819.4
Operating Income,589.6,711.2,744.8,652.4,710.0,"1,031","1,382","1,450",,,343.0,342.7,482.7,350.9,331.7,285.8,471.8,328.3,268.2,350.7
Net Income,455.9,577.7,624.0,547.9,695.7,794.9,"1,113","1,206",,,290.6,246.0,384.4,256.9,287.4,254.5,407.2,253.7,220.4,282.1
EBITDA,657.1,785.6,839.9,778.2,847.7,"1,175","1,528","1,592",,,380.7,380.4,513.7,386.1,366.4,325.6,504.1,365.9,308.4,390.6
Gross Profit Margin,47.9%,44.7%,42.2%,40.3%,43.0%,42.0%,45.2%,44.9%,,,45.2%,45.0%,47.0%,46.1%,43.7%,41.0%,45.6%,42.5%,40.9%,40.9%
Operating Margin,12.0%,11.8%,10.6%,8.4%,8.9%,11.7%,14.4%,13.9%,,,14.3%,14.2%,17.8%,15.2%,13.2%,10.9%,16.4%,12.7%,10.1%,12.3%
Net Profit Margin,9.3%,9.6%,8.8%,7.1%,8.7%,9.0%,11.6%,11.5%,,,12.1%,10.2%,14.2%,11.1%,11.5%,9.7%,14.2%,9.8%,8.3%,9.9%
Return on Assets,16.7%,15.3%,11.5%,8.2%,9.7%,10.2%,13.4%,13.1%,,,11.8%,12.4%,13.1%,13.7%,13.6%,13.6%,13.2%,12.3%,11.3%,11.5%
Return on Equity,37.0%,34.2%,16.9%,13.8%,16.1%,17.0%,21.2%,21.1%,,,5.9%,5.0%,7.3%,4.7%,5.3%,4.8%,7.1%,4.2%,3.8%,4.9%
Return on Total Capital,36.8%,28.4%,16.0%,13.3%,15.7%,17.0%,21.2%,21.1%,,,19.2%,21.0%,21.2%,21.6%,21.6%,22.3%,21.1%,20.0%,19.5%,20.1%
SG&A to Sale,35.9%,32.9%,31.7%,31.9%,34.1%,30.3%,30.8%,31.1%,,,30.9%,30.8%,29.2%,30.9%,30.5%,30.1%,29.2%,29.8%,30.7%,28.6%
Depreciation & Amortisation,67.5,74.5,95.1,125.7,137.7,144.3,145.7,141.9,,,37.7,37.8,31.0,35.3,34.6,39.7,32.3,37.6,40.2,39.9
Tax Rate,19.0%,17.1%,17.6%,14.1%,16.0%,14.8%,14.3%,14.4%,,,9.9%,13.6%,15.4%,16.9%,12.4%,15.7%,13.3%,14.0%,7.0%,12.2%
Current Ratio,1.49,1.49,2.05,1.92,1.99,1.80,1.92,1.71,,,1.89,1.74,1.92,2.13,1.98,1.97,1.71,1.81,1.70,1.66
Quick Ratio,0.75,0.60,0.71,1.02,1.06,0.94,0.99,0.80,,,0.93,0.87,0.99,1.02,1.03,0.99,0.80,0.86,0.77,0.69
Days Inventory Outstanding,118.3,128.5,140.1,131.6,149.4,140.9,142.1,152.5,,,146.4,151.7,155.2,154.0,156.5,157.1,160.3,160.4,160.6,159.7
Days Sale Outstanding,106.4,80.0,93.3,99.4,106.1,94.6,99.2,92.2,,,90.2,92.8,99.2,83.1,95.4,89.4,93.4,92.8,87.3,88.2
Days Payable Outstanding,90.8,85.2,86.8,97.6,117.0,111.2,107.8,104.4,,,99.3,102.8,109.2,106.7,104.0,101.6,103.1,103.4,101.1,101.8
Cash Conversion Cycle,96.0,128.3,116.5,120.9,122.2,128.1,124.8,137.9,,,134.4,135.5,140.5,141.0,140.0,148.3,144.9,148.7,149.6,141.6
Debt to Asset Ratio,0.61,0.61,0.44,0.41,0.43,0.41,0.40,0.41,,,0.40,0.41,0.40,0.36,0.38,0.38,0.41,0.40,0.42,0.43
Debt to Equity Ratio,1.60,1.55,0.77,0.69,0.76,0.70,0.66,0.68,,,0.68,0.71,0.66,0.55,0.61,0.62,0.68,0.66,0.73,0.76
Interest Coverage Ratio,26.1,30.4,23.9,38.1,56.6,46.3,53.6,42.7,,,51.2,58.5,80.7,65.8,46.9,30.9,38.3,23.9,15.3,20.2
Cash and Short Term Investments,333.4,359.0,"1,562",804.6,"1,490","1,241","1,192",940.9,,,"1,366",954.1,"1,192","1,443","1,177","1,109",940.9,"1,185","1,421","1,315"
"Total Receivables, Net","1,426","1,320","1,804","2,109","2,316","2,287","2,616","2,638",,,"2,293","2,420","2,616","2,238","2,598","2,485","2,638","2,695","2,567","2,651"
Total Inventory,904.2,"1,442","1,685","1,649","2,067","1,889","2,219","2,586",,,"2,161","2,270","2,219","2,271","2,377","2,477","2,586","2,698","2,730","2,791"
Total Current Assets,"2,832","3,282","5,240","4,850","6,167","5,689","6,470","6,469",,,"6,048","5,821","6,470","6,188","6,353","6,269","6,469","6,900","6,957","6,974"
"Property/Plant/Equipment, Total - Net",368.5,733.2,969.5,980.1,"1,031","1,152","1,183","1,426",,,"1,117","1,193","1,183","1,234","1,274","1,260","1,426","1,544","1,635","1,694"
Total Assets,"3,228","4,332","6,551","6,732","7,610","7,941","8,720","9,633",,,"8,223","8,327","8,720","8,477","8,768","8,602","9,633","9,972","10,092","10,191"
Accounts Payable,787.1,768.9,"1,168","1,306","1,603","1,519","1,598","1,691",,,"1,441","1,560","1,598","1,514","1,575","1,564","1,691","1,714","1,704","1,817"
Accrued Expenses,259.2,330.7,418.2,533.1,668.5,759.3,764.5,882.5,,,564.6,537.5,764.5,476.1,458.4,525.8,882.5,518.1,574.2,583.7
Debt Due,733.0,851.5,784.7,429.8,634.2,663.1,512.2,957.6,,,734.1,675.0,512.2,311.5,618.2,712.1,957.6,947.5,"1,228","1,167"
Total Current Liabilities,"1,899","2,203","2,562","2,521","3,099","3,153","3,366","3,775",,,"3,206","3,339","3,366","2,906","3,203","3,178","3,775","3,816","4,097","4,214"
Long Term Debt,4.97,346.9,212.2,137.4,84.3,6.62,,2.23,,,1.62,,,,,2.62,2.23,1.91,1.53,1.17
Total Liabilities,"1,971","2,621","2,858","2,754","3,275","3,261","3,475","3,908",,,"3,314","3,448","3,475","3,020","3,323","3,308","3,908","3,951","4,272","4,396"
Common Stock,67.1,67.1,432.6,432.6,432.6,432.6,432.6,433.4,,,432.6,432.6,432.6,432.6,432.6,432.6,433.4,435.3,435.9,435.9
Additional Paid-In Capital,,,"2,138","2,138","2,138","2,138","2,138","2,177",,,"2,138","2,138","2,138","2,138","2,138","2,138","2,177","2,275","2,305","2,305"
