,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.40,4.98,4.33,3.70,3.79,4.27,3.23,2.64,,,4.27,3.67,3.46,3.09,3.13,2.93,2.85,2.88,2.79,2.43
Earnings per Share,0.39,-0.67,-0.97,0.053,-0.75,0.12,0.32,-0.059,,,-0.037,0.10,0.19,0.003,0.057,0.017,-0.14,-0.055,-0.075,-0.28
Revenue per Share,14.4,15.8,15.4,14.1,12.0,10.4,12.6,17.4,,,2.77,3.98,3.10,3.29,4.31,4.44,5.34,4.51,3.83,3.56
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.17,0.17,0.24,0.19,0.16,0.040,0.068,0.35,,,0.018,0.025,0.020,0.022,0.048,0.30,-0.017,0.016,0.036,0.037
Book Value per Share,10.5,10.1,9.19,9.24,8.50,8.63,8.94,8.87,,,8.65,8.75,8.94,8.94,8.99,9.00,8.87,8.81,8.74,8.46
Price to Earnings Ratio,19.7,,,77.0,,31.6,10.6,,,,77.9,38.2,10.6,11.5,8.34,10.2,,,,
Price to Book Value Ratio,0.68,0.55,0.30,0.39,0.35,0.43,0.36,0.30,,,0.46,0.37,0.36,0.30,0.33,0.30,0.30,0.34,0.30,0.26
EV to EBITDA,9.79,-72.1,39.9,12.3,23.0,6.16,6.02,6.83,,,6.65,6.45,6.02,6.35,5.08,6.15,6.83,7.06,9.99,104.2
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,603.2,596.7,596.7,596.7,596.7,596.7,596.7,596.7,,,596.7,596.7,596.7,596.7,596.7,596.7,596.7,596.7,596.7,596.7
Total Revenue,"8,704","9,454","9,211","8,410","7,143","6,215","7,535","10,378",,,"1,652","2,377","1,847","1,965","2,574","2,650","3,189","2,689","2,288","2,127"
"Cost of Revenue, Total","7,928","9,459","9,039","8,000","7,002","5,683","6,968","9,980",,,"1,552","2,178","1,728","1,834","2,467","2,537","3,142","2,642","2,244","2,224"
Gross Profit,775.5,-4.49,172.8,409.1,140.6,531.6,566.9,398.3,,,100.0,198.7,119.5,130.4,107.8,113.2,46.9,46.8,44.1,-96.3
"Selling/General/Administrative Expenses, Total",370.4,360.4,369.9,321.8,318.5,312.4,332.6,360.6,,,78.9,91.0,83.2,89.3,84.3,84.7,102.3,81.0,87.8,77.6
Operating Income,367.5,-339.6,-182.3,93.3,-175.5,223.3,261.9,43.4,,,22.7,109.9,52.0,43.3,26.1,29.6,-55.6,-33.9,-38.6,-186.7
Net Income,232.6,-400.7,-579.4,31.9,-445.0,70.2,188.3,-35.5,,,-22.1,60.8,113.5,1.85,34.2,10.2,-81.8,-32.8,-44.5,-166.7
