,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,6.00,7.20,7.75,9.02,11.4,,,7.95,8.13,7.68,8.13,8.73,9.73,10.9,11.5,11.4,11.3
Earnings per Share,-0.078,-0.063,-0.080,0.24,0.17,0.17,0.20,0.35,,,0.050,0.060,0.050,0.050,0.060,0.20,0.032,0.060,0.20,0.060
Revenue per Share,0.12,0.15,0.17,0.73,0.77,0.86,0.99,1.02,,,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.25,0.27
Dividend per Share,0.00,0.00,0.00,0.00,0.00,0.11,0.13,0.15,,,0.060,0.00,0.070,,0.060,0.00,0.090,,0.060,0.00
Capital Expenditures per Share,0.001,0.005,0.000,0.44,0.50,0.43,0.022,0.032,,,0.003,0.004,0.005,0.007,0.008,0.012,0.005,0.016,0.047,0.018
Book Value per Share,0.12,0.059,0.57,1.70,1.90,1.94,2.03,2.32,,,1.98,1.98,2.03,2.08,2.08,2.32,2.32,2.36,2.68,2.57
Price to Earnings Ratio,,,,,30.3,41.4,35.7,30.3,,,41.0,39.7,34.8,39.1,38.3,24.6,31.0,32.1,22.7,30.6
Price to Book Value Ratio,,,,,2.92,3.91,3.52,4.35,,,4.07,3.89,3.52,3.58,4.19,4.18,4.35,4.82,4.03,4.24
EV to EBITDA,0.00,0.00,0.00,0.00,16.5,18.7,20.0,25.1,,,18.8,20.3,20.0,20.1,20.3,20.8,25.1,25.7,25.7,26.2
Dividend Payout Ratio,0.0%,0.0%,0.0%,0.0%,0.0%,64.5%,63.6%,42.9%,,,31.5%,0.0%,33.4%,,27.3%,0.0%,26.3%,,12.2%,0.0%
Common Shares Outstanding,"15,285","15,285","15,285","15,285","15,285","15,285","15,285","15,285",,,"15,285","15,285","15,285","15,285","15,285","15,285","15,285","15,285","15,285","15,285"
Total Revenue,"1,903","2,281","2,537","11,234","11,738","13,104","15,153","15,614",,,"3,705","3,900","3,817","3,886","3,799","3,947","3,983","3,970","3,862","4,073"
