,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.19,3.25,4.44,5.84,5.93,7.70,7.65,5.89,,,7.50,8.13,8.25,7.38,7.25,7.55,6.85,6.55,5.95,5.14
Earnings per Share,0.15,0.11,0.24,0.34,0.27,0.23,0.14,0.29,,,0.021,0.006,0.033,0.095,0.041,0.073,0.080,0.11,0.060,0.081
Revenue per Share,1.89,2.18,2.33,1.89,1.63,1.42,0.95,1.92,,,0.22,0.14,0.25,0.53,0.32,0.56,0.52,0.55,0.36,0.36
Dividend per Share,0.080,0.012,0.15,0.25,0.27,0.23,0.10,0.22,,,0.075,0.00,0.025,,0.12,0.00,0.10,,,
Capital Expenditures per Share,0.076,0.060,0.076,0.046,0.077,0.20,0.21,0.11,,,0.059,0.011,0.14,0.025,0.023,0.025,0.041,0.010,0.006,0.089
Book Value per Share,0.77,0.82,1.10,1.21,1.22,1.05,1.01,1.16,,,1.05,0.98,1.01,1.11,1.12,1.08,1.16,1.26,1.22,1.30
Price to Earnings Ratio,14.4,24.7,11.9,16.3,18.2,27.9,57.8,22.9,,,31.8,47.5,57.8,49.2,39.6,30.3,22.9,20.8,17.8,14.7
Price to Book Value Ratio,2.25,3.71,2.54,3.55,4.42,5.83,7.28,5.45,,,6.50,8.23,7.28,5.47,6.60,6.56,5.45,5.07,4.34,3.62
EV to EBITDA,5.70,10.7,5.83,12.7,12.5,19.2,39.6,14.2,,,22.5,25.9,39.6,27.8,22.9,19.6,14.2,13.2,12.3,9.88
Dividend Payout Ratio,52.9%,10.9%,61.2%,74.6%,97.4%,98.0%,74.1%,75.7%,,,33.8%,0.0%,18.5%,,68.4%,0.0%,34.4%,,,
Common Shares Outstanding,500.0,500.0,556.1,724.1,749.9,749.9,749.9,749.9,,,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Total Revenue,944.8,"1,090","1,294","1,368","1,221","1,063",715.8,"1,437",,,168.6,107.4,185.6,394.1,237.2,417.3,388.3,413.6,272.4,269.6
"Cost of Revenue, Total",776.3,968.7,"1,026","1,063",914.4,803.0,548.6,"1,098",,,139.2,90.0,143.8,292.3,182.9,332.7,290.4,301.6,199.5,190.0
Gross Profit,168.4,121.2,267.5,305.2,306.9,260.1,167.1,338.6,,,29.5,17.4,41.8,101.9,54.3,84.6,97.9,112.0,73.0,79.7
"Selling/General/Administrative Expenses, Total",64.2,52.2,71.2,72.1,78.7,70.3,70.5,79.2,,,17.7,18.1,18.3,18.9,19.9,19.2,21.1,21.5,22.5,22.7
Operating Income,100.6,61.7,201.1,239.1,226.5,189.5,96.6,259.4,,,11.8,-0.72,23.5,83.0,34.4,65.4,76.7,90.5,50.5,57.0
Net Income,75.7,64.6,159.1,195.6,201.9,172.2,101.3,217.8,,,16.0,4.74,24.4,71.3,31.1,55.1,60.3,80.5,44.7,60.4
EBITDA,132.6,93.7,237.6,279.4,270.7,237.6,154.5,331.0,,,26.4,13.8,38.7,99.9,51.7,83.5,95.8,110.9,71.4,78.6
Gross Profit Margin,17.8%,11.1%,20.7%,22.3%,25.1%,24.5%,23.3%,23.6%,,,17.5%,16.2%,22.5%,25.9%,22.9%,20.3%,25.2%,27.1%,26.8%,29.5%
