,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,104.5,172.5,192.0,197.5,205.0,244.5,302.0,304.0,,,208.5,252.0,287.0,289.0,297.0,317.5,310.0,304.0,319.5,308.0
Earnings per Share,9.61,9.93,11.2,11.9,9.38,12.0,14.2,15.3,,,3.41,3.81,3.66,3.49,3.99,3.96,3.87,3.65,4.05,4.90
Revenue per Share,36.4,33.9,36.6,40.6,40.4,40.6,44.0,48.4,,,10.8,10.8,12.0,11.3,12.1,12.4,12.7,12.9,13.9,17.6
Dividend per Share,4.20,5.00,5.50,5.50,5.50,7.00,8.00,9.00,,,,,8.00,,,,9.00,,,
Capital Expenditures per Share,0.68,1.09,3.83,24.8,0.55,0.97,3.73,4.16,,,3.17,0.22,0.23,0.039,1.29,2.58,0.25,1.31,4.73,1.85
Book Value per Share,66.9,75.0,80.8,87.2,91.3,97.9,105.1,102.6,,,97.7,101.5,105.1,108.6,94.6,98.6,102.6,106.3,101.3,106.1
Price to Earnings Ratio,7.49,11.9,19.2,13.7,22.4,16.6,18.5,18.9,,,15.7,19.8,18.5,18.9,18.1,20.3,18.9,16.8,19.3,18.3
Price to Book Value Ratio,1.27,1.65,2.66,1.96,2.19,2.07,2.65,2.75,,,2.15,2.61,2.65,2.50,3.01,3.04,2.75,2.54,2.99,2.90
EV to EBITDA,3.45,7.44,11.4,8.40,10.4,8.33,10.4,11.6,,,8.39,8.56,10.4,12.0,0.00,12.4,11.6,10.3,12.4,11.1
Dividend Payout Ratio,43.7%,50.4%,49.0%,46.3%,58.6%,58.4%,56.4%,58.8%,,,,,56.4%,,,,58.8%,,,
Common Shares Outstanding,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
Total Revenue,218.2,203.3,219.8,243.8,242.5,243.6,263.7,290.6,,,64.6,64.8,72.2,67.7,72.4,74.3,76.1,77.7,83.2,105.7
"Cost of Revenue, Total",86.2,74.3,81.1,98.7,105.8,94.8,98.6,113.1,,,25.7,22.4,27.3,26.2,28.1,27.4,31.4,32.6,36.5,51.2
Gross Profit,132.0,129.0,138.7,145.1,136.7,148.8,165.2,177.4,,,38.8,42.3,44.9,41.5,44.3,46.9,44.7,45.1,46.7,54.5
"Selling/General/Administrative Expenses, Total",48.9,53.5,54.6,55.0,61.6,59.2,58.2,62.5,,,13.2,13.8,17.0,15.3,14.4,17.1,15.7,17.6,16.4,17.7
Operating Income,83.3,75.1,84.1,90.1,75.2,89.6,106.9,114.9,,,25.6,28.6,27.9,26.2,29.9,29.7,29.0,27.5,30.3,36.8
Net Income,57.7,59.6,67.3,71.3,56.3,71.9,85.1,91.9,,,20.5,22.8,22.0,20.9,24.0,23.8,23.2,21.9,24.3,29.4
EBITDA,105.2,91.1,101.7,109.1,99.4,113.1,130.0,138.4,,,31.7,33.1,33.6,32.8,35.8,34.8,35.0,33.8,36.4,44.1
Gross Profit Margin,60.5%,63.5%,63.1%,59.5%,56.4%,61.1%,62.6%,61.1%,,,60.1%,65.4%,62.2%,61.3%,61.2%,63.1%,58.8%,58.0%,56.1%,51.6%
Operating Margin,38.2%,37.0%,38.2%,37.0%,31.0%,36.8%,40.5%,39.6%,,,39.7%,44.1%,38.6%,38.7%,41.3%,40.0%,38.2%,35.4%,36.4%,34.8%
Net Profit Margin,26.4%,29.3%,30.6%,29.3%,23.2%,29.5%,32.3%,31.6%,,,31.7%,35.2%,30.4%,30.9%,33.1%,32.0%,30.5%,28.2%,29.2%,27.8%
Return on Assets,12.0%,12.3%,13.1%,12.5%,9.4%,11.7%,12.8%,13.3%,,,12.5%,13.2%,12.6%,12.3%,13.5%,14.3%,13.7%,13.2%,13.3%,14.2%
Return on Equity,14.4%,13.2%,13.9%,13.6%,10.3%,12.2%,13.5%,14.9%,,,3.5%,3.7%,3.5%,3.2%,4.2%,4.0%,3.8%,3.4%,4.0%,4.6%
Return on Total Capital,14.1%,13.2%,13.8%,12.7%,10.2%,12.2%,13.5%,14.9%,,,13.7%,13.9%,13.5%,13.2%,15.8%,15.3%,14.9%,14.5%,15.3%,15.5%
SG&A to Sale,22.4%,26.3%,24.9%,22.6%,25.4%,24.3%,22.1%,21.5%,,,20.5%,21.2%,23.6%,22.6%,19.9%,23.1%,20.6%,22.6%,19.7%,16.8%
Depreciation & Amortisation,21.9,15.9,17.7,19.0,24.2,23.5,23.0,23.5,,,6.13,4.51,5.74,6.55,5.87,5.08,6.00,6.36,6.07,7.30
Tax Rate,29.3%,22.9%,19.9%,20.1%,21.0%,19.7%,20.3%,20.0%,,,19.9%,20.1%,21.1%,20.1%,19.9%,20.1%,20.1%,20.2%,19.9%,20.1%
Current Ratio,3.59,7.31,8.13,5.02,6.10,7.69,6.95,5.85,,,7.81,9.65,6.95,9.55,6.58,7.71,5.85,6.06,4.96,6.46
Quick Ratio,1.74,3.17,3.06,1.50,2.37,2.97,1.49,1.43,,,1.91,2.09,1.49,2.06,2.02,2.28,1.43,1.50,1.63,2.54
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,70.7,64.8,73.5,53.8,61.4,58.1,71.1,70.6,,,65.4,65.9,71.1,78.0,76.5,74.5,70.6,71.1,73.4,91.8
Days Payable Outstanding,26.6,30.0,0.40,3.52,4.87,3.95,3.97,4.08,,,3.11,3.74,4.02,4.73,4.89,4.40,4.27,3.28,3.44,3.56
