,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,16.6,21.7,20.2,22.4,13.7,15.0,9.80,10.5,,,15.1,15.0,11.9,9.63,9.10,8.30,8.30,11.3,11.7,9.02
Earnings per Share,1.30,1.35,1.39,1.14,0.65,0.30,0.36,0.57,,,0.097,0.070,0.058,0.098,0.11,0.15,0.20,0.24,0.13,0.13
Revenue per Share,16.7,12.3,15.0,10.7,9.32,9.29,11.2,12.4,,,2.72,3.09,3.18,2.30,3.38,2.99,3.76,3.38,5.11,3.14
Dividend per Share,0.66,0.70,0.75,0.65,0.40,0.20,0.40,0.50,,,0.15,0.050,0.20,,0.15,0.00,0.35,,0.20,0.00
Capital Expenditures per Share,1.19,0.33,1.04,1.27,3.34,2.54,0.52,0.97,,,0.024,0.066,0.19,0.18,0.070,0.13,0.59,0.18,0.081,0.002
Book Value per Share,3.69,4.48,5.14,5.62,5.60,5.65,5.75,5.99,,,5.78,5.70,5.75,5.85,5.78,5.79,5.99,6.24,6.02,5.92
Price to Earnings Ratio,10.1,16.6,9.50,21.9,22.4,38.3,29.2,12.9,,,38.7,37.4,29.2,30.5,25.4,17.8,12.9,12.5,14.5,10.8
Price to Book Value Ratio,3.63,5.58,2.68,4.44,2.55,2.41,1.79,1.31,,,2.77,2.23,1.79,1.32,1.51,1.28,1.31,1.75,1.63,1.34
EV to EBITDA,7.11,9.97,5.79,9.88,8.56,6.89,5.69,3.83,,,7.34,7.13,5.69,5.23,4.41,4.23,3.83,4.70,6.06,5.11
Dividend Payout Ratio,50.8%,51.9%,54.0%,57.0%,61.4%,67.2%,112.1%,87.9%,,,44.3%,13.8%,56.1%,,44.3%,0.0%,61.6%,,27.4%,0.0%
Common Shares Outstanding,606.0,610.2,616.9,618.0,618.0,618.0,618.0,618.0,,,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0
Total Revenue,"10,105","7,530","9,251","6,626","5,758","5,739","6,949","7,679",,,"1,678","1,910","1,965","1,424","2,086","1,846","2,323","2,089","3,157","1,938"
"Cost of Revenue, Total","8,552","6,038","7,459","5,267","4,542","4,765","5,997","6,564",,,"1,428","1,685","1,737","1,177","1,825","1,575","1,987","1,751","2,821","1,671"
Gross Profit,"1,552","1,493","1,792","1,359","1,216",974.1,951.7,"1,115",,,250.5,225.2,228.3,246.3,260.9,271.6,336.1,338.5,336.7,267.1
"Selling/General/Administrative Expenses, Total",467.9,480.3,486.2,488.9,596.0,584.3,626.8,611.2,,,156.0,152.8,169.8,152.9,157.5,141.0,159.8,152.6,182.7,153.6
Operating Income,"1,088",955.5,"1,277",843.1,535.8,365.4,317.2,448.4,,,98.3,71.5,48.8,85.7,93.8,96.4,154.4,185.6,101.1,103.2
Net Income,790.9,828.3,857.0,704.8,402.3,183.9,220.5,351.4,,,60.1,43.2,36.0,60.6,69.6,95.3,125.9,150.1,80.1,79.8
EBITDA,"1,577","1,645","2,194","1,887","1,584","1,600","1,625","1,585",,,450.2,434.7,308.6,369.5,388.2,396.9,441.7,481.9,409.6,413.2
Gross Profit Margin,15.4%,19.8%,19.4%,20.5%,21.1%,17.0%,13.7%,14.5%,,,14.9%,11.8%,11.6%,17.3%,12.5%,14.7%,14.5%,16.2%,10.7%,13.8%
Operating Margin,10.8%,12.7%,13.8%,12.7%,9.3%,6.4%,4.6%,5.8%,,,5.9%,3.7%,2.5%,6.0%,4.5%,5.2%,6.6%,8.9%,3.2%,5.3%
Net Profit Margin,7.8%,11.0%,9.3%,10.6%,7.0%,3.2%,3.2%,4.6%,,,3.6%,2.3%,1.8%,4.3%,3.3%,5.2%,5.4%,7.2%,2.5%,4.1%
Return on Assets,11.8%,7.8%,6.9%,6.6%,4.2%,1.8%,2.3%,3.9%,,,2.1%,2.3%,2.3%,2.2%,2.5%,3.1%,4.1%,4.8%,4.6%,4.3%
Return on Equity,35.4%,30.3%,27.0%,20.3%,11.6%,5.3%,6.2%,9.5%,,,1.7%,1.2%,1.0%,1.7%,1.9%,2.7%,3.4%,3.9%,2.2%,2.2%
Return on Total Capital,28.1%,21.8%,22.8%,19.9%,9.5%,4.6%,6.0%,9.5%,,,5.2%,5.3%,6.0%,5.5%,5.8%,7.3%,9.5%,11.4%,12.1%,11.9%
SG&A to Sale,4.6%,6.4%,5.3%,7.4%,10.4%,10.2%,9.0%,8.0%,,,9.3%,8.0%,8.6%,10.7%,7.5%,7.6%,6.9%,7.3%,5.8%,7.9%
Depreciation & Amortisation,488.7,689.0,916.7,"1,044","1,049","1,235","1,308","1,137",,,351.9,363.2,259.8,283.7,294.3,300.5,287.3,296.2,308.5,310.0
Tax Rate,20.3%,4.8%,16.2%,4.1%,0.3%,14.2%,-7.1%,6.5%,,,9.7%,-19.6%,-1.4%,8.1%,3.8%,13.3%,1.5%,11.3%,-9.5%,-4.3%
Current Ratio,1.11,1.04,1.07,1.06,1.00,0.91,0.95,1.07,,,1.00,1.08,0.95,0.97,1.00,1.06,1.07,1.12,1.24,1.27
Quick Ratio,0.89,0.88,0.86,0.69,0.71,0.67,0.66,0.86,,,0.75,0.75,0.66,0.72,0.73,0.78,0.86,0.94,1.06,1.10
Days Inventory Outstanding,27.9,30.9,18.2,24.1,30.9,27.2,19.0,13.4,,,24.7,32.2,28.7,19.7,14.9,14.0,12.1,8.08,6.59,7.78
Days Sale Outstanding,193.1,364.0,292.1,204.0,257.6,252.6,191.9,207.6,,,262.6,231.3,191.9,183.1,169.2,180.9,207.6,229.5,251.2,270.6
Days Payable Outstanding,45.7,102.9,98.5,103.5,45.6,49.9,42.0,34.0,,,57.4,63.7,52.0,27.8,29.6,40.1,40.6,36.3,34.2,27.3
Cash Conversion Cycle,87.8,237.4,200.5,282.7,243.9,217.1,188.0,164.5,,,228.7,190.7,199.9,182.3,149.8,146.5,162.5,182.0,197.3,249.0
Debt to Asset Ratio,0.75,0.78,0.75,0.61,0.66,0.65,0.62,0.59,,,0.64,0.64,0.62,0.58,0.58,0.58,0.59,0.60,0.63,0.65
Debt to Equity Ratio,2.96,3.54,2.93,1.57,1.90,1.87,1.62,1.42,,,1.78,1.75,1.62,1.39,1.36,1.35,1.42,1.50,1.70,1.82
Interest Coverage Ratio,5.81,3.38,3.52,4.05,3.29,2.16,2.19,4.37,,,2.56,1.89,1.65,2.79,3.26,4.01,8.06,6.32,2.89,2.68
Cash and Short Term Investments,367.1,603.2,781.7,834.2,659.3,656.4,614.0,358.4,,,336.3,403.0,614.0,293.5,350.8,437.9,358.4,292.5,430.6,403.9
"Total Receivables, Net","5,346","7,511","7,403","3,704","4,063","3,972","3,654","4,367",,,"4,319","4,050","3,654","3,500","3,424","3,628","4,367","5,248","6,480","7,048"
Total Inventory,622.4,401.4,341.5,353.0,415.3,294.2,330.1,152.0,,,341.5,614.6,330.1,321.1,202.0,281.9,152.0,163.9,130.0,220.7
Total Current Assets,"6,682","8,895","9,217","5,647","5,706","5,390","5,228","5,431",,,"5,756","5,811","5,228","4,737","4,675","4,918","5,431","6,280","7,572","8,181"
"Property/Plant/Equipment, Total - Net","1,864","3,025","2,849","2,731","3,890","3,711","2,811","2,154",,,"3,230","2,925","2,811","2,648","2,411","2,171","2,154","1,983","1,678","1,372"
Total Assets,"8,851","12,399","12,473","8,938","10,040","10,019","9,284","8,944",,,"9,909","9,670","9,284","8,624","8,396","8,368","8,944","9,598","10,019","10,296"
Accounts Payable,"1,666","1,739","2,287",700.7,434.4,867.5,513.2,710.9,,,694.6,"1,195",513.2,405.0,637.0,748.8,710.9,710.2,816.2,414.8
Accrued Expenses,141.4,195.5,207.9,204.5,210.5,168.4,197.8,188.5,,,168.7,187.7,197.8,170.0,171.3,196.6,188.5,132.6,147.2,204.2
Debt Due,"3,666","5,515","5,271","3,719","4,453","4,151","4,077","2,969",,,"4,296","3,340","4,077","3,679","3,134","2,977","2,969","3,523","4,139","4,741"
Total Current Liabilities,"6,000","8,533","8,642","5,333","5,701","5,933","5,500","5,099",,,"5,767","5,367","5,500","4,871","4,683","4,648","5,099","5,602","6,124","6,430"
Long Term Debt,577.2,"1,063",591.5,61.4,790.8,486.9,97.6,14.4,,,486.8,697.1,97.6,16.6,15.9,15.2,14.4,15.9,18.1,17.1
Total Liabilities,"6,616","9,665","9,298","5,460","6,581","6,543","5,751","5,266",,,"6,355","6,168","5,751","5,033","4,848","4,818","5,266","5,770","6,327","6,661"
Common Stock,606.0,610.2,616.9,618.0,618.0,618.0,618.0,618.0,,,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0
Additional Paid-In Capital,"1,170","1,194","1,233","1,239","1,239","1,239","1,239","1,239",,,"1,239","1,239","1,239","1,239","1,239","1,239","1,239","1,239","1,239","1,239"
Retained Earnings (Accumulated Deficit),"1,190","1,662","2,057","2,324","2,311","2,341","2,408","2,557",,,"2,420","2,371","2,408","2,469","2,427","2,430","2,557","2,707","2,571","2,515"
Shareholders' Equity,"2,235","2,734","3,174","3,476","3,464","3,493","3,555","3,704",,,"3,573","3,523","3,555","3,616","3,574","3,577","3,704","3,854","3,718","3,662"
Cash from Operating Activities,"-1,356",73.5,"1,902","3,492",900.6,"2,225",890.9,"1,669",,,-272.3,958.0,184.7,261.4,742.4,389.4,289.2,-523.3,-220.6,-508.9
Cash from Investing Activities,-705.2,"-1,768",-634.3,-891.7,"-2,003","-1,457",-284.0,-538.8,,,-9.12,-40.8,-91.4,-94.6,-37.3,-76.8,-343.6,-100.9,-38.9,14.3
Cash from Financing Activities,"2,173","1,908","-1,131","-2,505","1,061",-763.0,-637.3,"-1,396",,,314.0,-849.5,129.3,-479.5,-656.7,-250.5,-9.70,553.3,397.7,477.4
Net Change in Cash,112.3,213.1,136.6,94.9,-41.1,5.46,-30.4,-266.5,,,32.6,67.7,222.6,-312.8,48.3,62.1,-64.1,-70.8,138.1,-17.2
Free Cashflows,"-2,076",-125.1,"1,259","2,707","-1,166",654.0,570.4,"1,070",,,-287.0,917.3,64.8,149.1,699.4,307.7,-74.9,-637.0,-270.7,-510.1
Free Cashflow per Share,-3.42,-0.21,2.04,4.38,-1.89,1.06,0.92,1.73,,,-0.46,1.48,0.10,0.24,1.13,0.50,-0.12,-1.03,-0.44,-0.83
