,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,155.5,135.3,92.0,80.9,117.5,148.5,122.9,101.5,103.0,,145.3,144.0,129.8,110.8,96.6,87.4,86.0,102.0,117.5,110.5
Earnings per Share,4.31,3.49,2.43,2.80,3.80,6.04,7.74,5.41,6.58,,2.20,1.86,1.59,1.31,1.57,0.95,1.75,2.12,2.26,0.45
Revenue per Share,50.8,62.6,65.4,66.7,69.3,73.4,72.9,67.7,73.1,,18.6,18.5,16.9,16.8,17.9,16.1,18.0,18.6,19.5,16.9
Dividend per Share,2.20,2.20,1.30,1.60,2.00,3.33,3.40,2.80,4.00,,0.00,2.30,,0.90,0.00,1.90,0.00,1.10,0.00,2.90
Capital Expenditures per Share,9.13,9.42,11.4,9.91,4.10,5.21,2.73,4.15,4.95,,0.46,0.35,0.84,0.54,0.33,2.44,2.03,1.44,1.14,0.35
Book Value per Share,15.5,16.6,18.2,19.3,21.7,24.5,29.8,31.9,35.4,,27.9,29.8,31.3,30.4,31.1,31.9,33.7,33.9,35.1,35.4
Price to Earnings Ratio,17.4,45.0,33.7,26.5,17.8,22.1,17.8,15.5,15.9,,21.2,17.8,15.9,15.0,15.1,15.5,15.3,15.8,17.0,15.9
Price to Book Value Ratio,5.70,10.0,4.68,3.98,3.63,5.30,4.44,2.37,2.85,,4.77,4.44,3.92,3.11,2.98,2.37,2.39,3.20,3.37,2.85
EV to EBITDA,11.0,26.8,12.6,12.1,9.08,13.8,11.3,8.16,8.91,,12.1,11.3,9.27,9.97,8.24,8.16,7.79,7.10,8.25,8.91
Dividend Payout Ratio,51.0%,63.1%,53.5%,57.1%,52.7%,55.2%,43.9%,51.7%,60.8%,,0.0%,29.7%,,12.9%,0.0%,35.1%,0.0%,17.2%,0.0%,44.0%
Common Shares Outstanding,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,,187.5,187.5,187.5,187.5,187.1,187.5,187.5,187.5,187.5,187.5
Total Revenue,"9,528","11,743","12,266","12,506","12,992","13,765","13,672","12,697","13,699",,"3,484","3,472","3,173","3,144","3,357","3,024","3,382","3,492","3,658","3,168"
"Cost of Revenue, Total","6,558","8,031","8,209","8,199","8,447","8,689","8,387","8,110","8,816",,"2,105","2,170","2,028","2,003","2,143","1,937","2,166","2,229","2,292","2,129"
Gross Profit,"2,970","3,712","4,057","4,307","4,545","5,075","5,284","4,587","4,882",,"1,378","1,302","1,145","1,141","1,214","1,086","1,216","1,262","1,366","1,039"
"Selling/General/Administrative Expenses, Total","2,129","2,956","3,438","3,722","3,704","3,829","3,745","3,589","3,601",,943.6,922.4,830.6,939.6,903.7,915.2,894.1,838.8,923.8,944.4
Operating Income,847.5,761.9,638.8,585.4,840.6,"1,246","1,539",997.7,"1,281",,434.5,379.3,314.7,201.4,310.5,171.1,321.5,423.6,441.7,94.6
Net Income,808.1,653.8,455.6,524.9,712.2,"1,132","1,452","1,015","1,234",,411.9,347.8,298.2,245.6,293.8,177.6,327.7,398.3,423.9,84.5
EBITDA,"1,320","1,269","1,339","1,410","1,824","2,267","2,556","1,864","2,152",,687.6,631.4,552.4,417.3,516.2,377.8,530.6,642.4,663.2,316.2
