,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,9.93,7.43,5.62,7.35,7.75,6.55,,,7.40,8.25,7.93,7.83,7.63,7.50,7.13,6.95,6.65,6.23
Earnings per Share,0.51,1.10,0.89,0.49,0.35,0.25,0.42,0.22,,,0.11,0.11,0.10,0.13,0.16,0.050,-0.100,0.065,-0.053,0.029
Revenue per Share,2.05,3.43,3.33,2.64,2.70,2.45,2.60,3.73,,,0.62,0.69,0.64,0.76,1.03,0.99,0.95,0.94,0.91,0.89
Dividend per Share,0.00,0.00,0.00,0.57,0.32,0.24,0.33,0.20,,,0.16,0.00,0.17,,0.10,0.00,0.10,,0.10,0.00
Capital Expenditures per Share,0.61,0.52,0.37,0.17,0.20,0.18,0.039,0.19,,,0.007,0.009,0.015,0.63,-0.42,-0.074,0.061,0.014,0.064,0.037
Book Value per Share,2.51,3.33,1.09,3.31,3.20,3.20,3.34,3.30,,,3.29,3.24,3.34,3.46,3.42,3.40,3.30,3.36,3.21,3.13
Price to Earnings Ratio,,,9.19,18.3,14.4,20.0,18.2,30.2,,,21.0,21.0,18.2,17.6,13.9,15.7,27.5,38.9,,
Price to Book Value Ratio,,,7.53,2.52,1.69,1.89,2.14,2.06,,,2.11,2.62,2.14,2.01,2.19,2.05,2.06,2.04,1.96,1.85
EV to EBITDA,,0.00,0.00,10.1,6.19,7.30,9.62,11.8,,,9.52,7.75,9.62,8.61,8.92,8.90,11.8,11.5,10.5,10.3
Dividend Payout Ratio,0.0%,0.0%,0.0%,116.9%,90.3%,95.8%,78.5%,89.5%,,,47.4%,0.0%,40.4%,,19.6%,0.0%,40.8%,,-264.4%,0.0%
Common Shares Outstanding,"1,545","1,545","1,545","1,545","1,525","1,525","1,525","1,525",,,"1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525","1,525"
Total Revenue,"3,174","5,296","5,142","4,083","4,122","3,734","3,969","5,691",,,949.9,"1,046",980.7,"1,158","1,573","1,513","1,446","1,433","1,382","1,351"
"Cost of Revenue, Total","2,259","3,438","3,610","3,211","3,431","3,196","3,162","4,632",,,749.5,829.5,783.1,894.7,"1,323","1,276","1,229","1,186","1,146","1,125"
Gross Profit,915.2,"1,857","1,532",871.2,691.7,538.1,807.7,"1,075",,,200.4,216.0,197.6,263.4,249.8,236.4,217.5,246.8,236.7,225.9
"Selling/General/Administrative Expenses, Total",99.8,154.4,170.7,168.2,166.8,160.2,170.8,669.5,,,42.6,46.1,39.2,49.8,131.5,129.4,349.2,113.2,109.3,132.9
Operating Income,799.2,"1,703","1,362",703.0,524.9,377.9,636.9,423.5,,,157.8,170.0,158.3,213.5,118.4,107.1,-131.8,133.6,127.5,93.1
Net Income,788.6,"1,706","1,377",717.2,541.7,382.1,641.5,340.8,,,160.7,170.8,159.3,200.5,249.5,76.5,-152.5,99.3,-80.9,44.4
EBITDA,"1,209","2,119","1,904","1,263","1,115",919.4,"1,105",939.4,,,272.0,283.7,269.3,320.0,277.8,277.1,-1.96,294.9,271.8,240.2
Gross Profit Margin,28.8%,35.1%,29.8%,21.3%,16.8%,14.4%,20.3%,18.9%,,,21.1%,20.7%,20.1%,22.7%,15.9%,15.6%,15.0%,17.2%,17.1%,16.7%
Operating Margin,25.2%,32.2%,26.5%,17.2%,12.7%,10.1%,16.0%,7.4%,,,16.6%,16.3%,16.1%,18.4%,7.5%,7.1%,-9.1%,9.3%,9.2%,6.9%
Net Profit Margin,24.8%,32.2%,26.8%,17.6%,13.1%,10.2%,16.2%,6.0%,,,16.9%,16.3%,16.2%,17.3%,15.9%,5.1%,-10.5%,6.9%,-5.9%,3.3%
Return on Assets,17.1%,31.0%,23.9%,13.0%,10.0%,7.2%,11.9%,6.1%,,,9.6%,11.5%,11.6%,12.2%,13.3%,11.6%,6.5%,4.8%,-1.0%,-1.6%
Return on Equity,20.3%,33.2%,81.8%,14.0%,11.1%,7.8%,12.6%,6.8%,,,3.2%,3.5%,3.1%,3.8%,4.8%,1.5%,-3.0%,1.9%,-1.7%,0.9%
Return on Total Capital,20.3%,33.2%,81.8%,14.0%,11.1%,7.8%,12.6%,6.8%,,,10.3%,12.7%,12.6%,13.1%,15.0%,13.2%,7.4%,5.3%,-1.2%,-1.9%
SG&A to Sale,3.1%,2.9%,3.3%,4.1%,4.0%,4.3%,4.3%,11.8%,,,4.5%,4.4%,4.0%,4.3%,8.4%,8.6%,24.1%,7.9%,7.9%,9.8%
