,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.58,1.86,1.68,1.49,1.36,1.38,1.15,0.94,,,1.39,1.32,1.25,1.11,1.14,1.09,1.07,1.02,0.93,0.84
Earnings per Share,0.026,0.097,0.12,0.12,0.046,0.17,0.008,-0.15,,,-0.068,-0.053,0.004,-0.032,-0.035,0.000,-0.083,0.001,-0.002,0.008
Revenue per Share,0.097,0.15,0.15,0.19,0.18,0.25,0.19,-0.15,,,-0.048,0.024,0.021,-0.020,-0.072,0.015,-0.077,0.015,0.010,0.016
Dividend per Share,0.055,0.060,0.090,0.050,0.090,0.10,0.050,,,,,,0.050,,,,,,,
Capital Expenditures per Share,0.000,0.001,0.001,0.007,0.004,0.001,0.004,0.002,,,0.004,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.002,0.002
Book Value per Share,1.93,1.75,1.82,1.84,1.79,2.05,1.80,1.57,,,1.86,1.81,1.80,1.76,1.68,1.66,1.57,1.51,1.52,1.51
Price to Earnings Ratio,61.7,16.5,11.8,13.8,24.6,8.12,162.9,,,,6.81,16.9,162.9,,,,,,,
Price to Book Value Ratio,0.74,1.00,0.74,0.81,0.64,0.64,0.64,0.68,,,0.72,0.67,0.64,0.59,0.68,0.60,0.68,0.61,0.59,0.50
EV to EBITDA,37.1,14.1,7.64,9.87,7.05,6.05,7.25,-4.07,,,4.14,6.70,7.25,-10.1,-7.42,-6.86,-4.07,-4.08,-6.17,-3.48
Dividend Payout Ratio,213.4%,62.1%,75.1%,41.3%,197.4%,57.6%,662.3%,,,,,,662.3%,,,,,,,
Common Shares Outstanding,902.6,"1,023","1,308","1,308","1,308","1,308","1,308","1,308",,,"1,308","1,308","1,308","1,308","1,308","1,308","1,308","1,654","1,654","1,654"
Total Revenue,96.4,154.0,194.2,252.9,229.7,329.9,243.6,-199.8,,,-62.3,31.9,27.3,-25.9,-93.6,20.0,-100.3,24.6,15.7,26.4
"Cost of Revenue, Total",6.27,7.20,8.12,23.2,43.4,42.8,5.39,1.13,,,0.92,0.72,0.66,0.12,0.21,0.41,0.40,0.34,0.34,0.80
Gross Profit,66.7,130.3,164.6,213.5,186.6,270.6,195.6,-245.5,,,-71.1,23.2,16.6,-40.2,-103.9,10.7,-112.1,8.17,-3.95,3.60
"Selling/General/Administrative Expenses, Total",32.9,34.0,33.6,54.3,73.6,43.4,6.06,1.72,,,1.16,0.72,1.33,0.12,0.36,0.41,0.99,0.34,0.43,0.80
Operating Income,21.3,86.4,121.9,152.0,98.2,186.9,152.7,-281.3,,,-82.6,13.6,15.2,-49.4,-115.3,2.79,-121.7,0.34,-6.04,-2.33
Net Income,23.0,98.7,134.4,158.1,59.6,227.0,9.87,-195.8,,,-88.4,-68.8,5.63,-41.9,-45.6,0.43,-108.7,0.98,-2.88,12.9
EBITDA,22.8,87.4,122.5,154.0,101.3,190.7,156.3,-278.1,,,-81.7,14.5,16.1,-48.5,-114.5,3.60,-121.0,1.09,-5.43,-1.38
Gross Profit Margin,76.5%,85.5%,84.7%,84.4%,81.3%,82.0%,80.3%,122.9%,,,114.1%,72.6%,61.0%,155.0%,111.1%,53.4%,111.8%,33.2%,-25.1%,13.7%
