,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.47,0.63,1.28,2.00,2.31,1.92,1.30,0.99,,,1.85,1.68,1.48,1.31,1.16,1.25,1.25,1.05,0.83,0.66
Earnings per Share,0.047,0.026,0.054,0.067,0.075,0.096,0.066,0.061,,,0.019,0.018,0.018,0.020,0.020,0.021,0.000,0.003,-0.002,0.000
Revenue per Share,0.38,0.37,0.47,0.47,0.47,0.47,0.53,0.64,,,0.13,0.14,0.15,0.15,0.15,0.15,0.20,0.12,0.12,0.12
Dividend per Share,0.013,0.010,0.028,0.030,0.040,0.043,0.029,0.023,,,,,0.029,,,,0.023,,,
Capital Expenditures per Share,0.16,0.051,0.19,0.089,0.24,0.40,0.17,0.23,,,0.057,0.022,0.030,0.039,0.051,0.036,0.10,0.11,0.079,0.10
Book Value per Share,0.45,0.45,0.51,0.53,0.66,0.80,0.82,0.86,,,0.79,0.80,0.82,0.84,0.83,0.85,0.86,0.83,0.80,0.80
Price to Earnings Ratio,9.21,19.3,11.4,32.8,22.7,21.9,19.2,17.9,,,23.2,19.1,19.2,16.4,13.0,14.5,17.9,19.6,32.9,933.7
Price to Book Value Ratio,1.10,1.46,1.68,3.57,2.73,2.76,1.80,1.33,,,2.27,1.89,1.80,1.07,1.44,1.21,1.33,1.13,0.87,0.76
EV to EBITDA,5.12,5.13,4.45,10.5,8.43,11.3,7.62,7.59,,,11.0,10.1,7.62,7.10,5.80,6.63,7.59,8.40,9.44,9.10
Dividend Payout Ratio,26.3%,38.8%,50.9%,44.8%,53.3%,44.9%,43.9%,37.7%,,,,,43.9%,,,,37.7%,,,
Common Shares Outstanding,"2,753","2,857","2,857","3,199","3,454","3,832","3,832","3,832",,,"3,832","3,832","3,832","3,832","3,832","3,832","3,832","3,832","3,832","3,832"
Total Revenue,"1,051","1,057","1,333","1,504","1,639","1,818","2,028","2,456",,,480.8,545.0,563.3,562.5,571.8,573.1,749.0,461.1,462.9,462.6
"Cost of Revenue, Total",733.5,756.0,896.0,982.0,975.7,"1,028","1,275","1,649",,,289.3,337.3,357.5,356.3,357.6,359.8,575.5,345.1,366.7,357.7
