,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,20.9,28.9,32.8,37.6,53.9,53.5,58.5,53.0,,,51.3,54.8,54.9,57.8,59.8,58.5,56.4,54.8,52.8,50.1
Earnings per Share,1.02,1.55,1.51,1.66,1.86,1.98,2.21,2.42,,,0.43,0.65,0.64,0.67,0.55,0.76,0.43,0.67,0.49,0.84
Revenue per Share,9.13,10.8,11.2,11.8,11.9,12.4,12.9,13.8,,,3.01,3.56,3.46,3.33,3.26,3.79,3.46,3.45,3.26,4.00
Dividend per Share,0.61,0.93,0.91,1.00,1.12,1.19,1.33,1.46,,,,,1.33,,,,1.46,,,
Capital Expenditures per Share,1.00,0.75,3.41,0.66,0.43,1.08,0.77,0.35,,,0.15,0.063,0.55,0.011,0.14,0.10,0.097,0.059,0.13,0.083
Book Value per Share,6.44,7.42,8.00,8.75,9.64,10.5,11.5,12.7,,,10.2,10.9,11.5,10.9,11.4,12.2,12.7,12.0,12.4,13.3
Price to Earnings Ratio,13.5,19.4,16.5,20.2,21.7,25.6,24.9,23.1,,,24.6,25.3,24.9,23.8,23.8,21.6,23.1,21.9,22.1,20.4
Price to Book Value Ratio,2.14,4.01,3.16,3.68,5.16,4.89,4.68,4.26,,,5.03,4.88,4.68,4.87,5.25,4.51,4.26,4.37,4.06,3.69
EV to EBITDA,6.01,9.07,9.42,10.9,11.9,15.3,14.5,12.8,,,14.9,14.7,14.5,13.4,14.3,13.5,12.8,12.2,12.5,11.0
Dividend Payout Ratio,60.1%,60.1%,60.4%,60.3%,60.1%,60.0%,60.1%,60.4%,,,,,60.1%,,,,60.4%,,,
Common Shares Outstanding,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,,,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
Total Revenue,"1,460","1,735","1,795","1,895","1,912","1,992","2,069","2,215",,,482.3,570.1,553.3,533.3,521.8,606.6,553.8,552.0,522.3,639.2
"Cost of Revenue, Total","1,012","1,174","1,235","1,300","1,290","1,334","1,375","1,439",,,331.8,370.4,361.3,346.5,346.3,383.2,362.6,359.3,354.2,394.7
Gross Profit,448.1,560.8,559.6,594.9,622.1,658.2,693.6,776.9,,,150.4,199.7,192.0,186.8,175.4,223.4,191.2,192.7,168.1,244.5
"Selling/General/Administrative Expenses, Total",213.3,240.0,257.3,260.6,249.5,271.0,263.8,271.3,,,64.6,69.7,66.5,64.5,65.5,70.9,70.5,70.3,69.8,77.3
Operating Income,234.8,320.8,302.4,334.3,372.5,387.2,429.8,505.6,,,85.8,130.0,125.5,122.3,109.9,152.5,120.7,122.4,98.3,167.2
Net Income,162.7,247.6,241.2,265.4,298.3,317.4,354.1,386.8,,,69.1,104.5,102.6,107.3,88.0,122.4,69.2,107.2,78.8,133.8
EBITDA,323.7,420.5,420.4,461.0,502.5,509.5,555.0,634.9,,,117.1,161.8,156.6,154.4,141.7,185.3,153.4,154.2,130.4,199.6
Gross Profit Margin,30.7%,32.3%,31.2%,31.4%,32.5%,33.0%,33.5%,35.1%,,,31.2%,35.0%,34.7%,35.0%,33.6%,36.8%,34.5%,34.9%,32.2%,38.2%
Operating Margin,16.1%,18.5%,16.8%,17.6%,19.5%,19.4%,20.8%,22.8%,,,17.8%,22.8%,22.7%,22.9%,21.1%,25.1%,21.8%,22.2%,18.8%,26.2%
Net Profit Margin,11.1%,14.3%,13.4%,14.0%,15.6%,15.9%,17.1%,17.5%,,,14.3%,18.3%,18.5%,20.1%,16.9%,20.2%,12.5%,19.4%,15.1%,20.9%
Return on Assets,13.6%,18.3%,15.3%,15.8%,17.2%,16.9%,17.4%,17.4%,,,16.6%,17.5%,17.1%,17.6%,18.6%,19.4%,17.0%,16.4%,16.2%,16.7%
Return on Equity,15.8%,20.9%,18.8%,19.0%,19.3%,18.8%,19.2%,19.0%,,,4.2%,6.0%,5.6%,6.2%,4.8%,6.3%,3.4%,5.6%,4.0%,6.3%
Return on Total Capital,15.8%,20.9%,18.8%,19.0%,19.3%,18.8%,19.2%,19.0%,,,19.8%,19.5%,19.2%,22.0%,22.0%,21.5%,19.0%,20.2%,19.0%,18.3%
SG&A to Sale,14.6%,13.8%,14.3%,13.8%,13.1%,13.6%,12.8%,12.2%,,,13.4%,12.2%,12.0%,12.1%,12.6%,11.7%,12.7%,12.7%,13.4%,12.1%
Depreciation & Amortisation,88.9,99.7,118.0,126.7,129.9,122.3,125.3,129.3,,,31.3,31.7,31.2,32.0,31.8,32.8,32.7,31.8,32.1,32.4
Tax Rate,30.7%,22.8%,19.9%,19.8%,19.9%,18.0%,17.6%,17.9%,,,19.5%,19.6%,18.3%,12.3%,19.9%,19.8%,19.8%,12.5%,19.8%,19.9%
