,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.41,4.27,5.37,5.37,5.36,5.43,5.22,4.84,,,5.88,5.08,4.55,4.39,5.34,5.78,5.30,4.67,4.41,4.84
Earnings per Share,-0.58,0.56,0.72,-0.13,0.89,0.71,0.22,0.37,,,0.055,0.035,0.050,0.029,0.12,0.12,0.097,0.038,0.070,0.051
Revenue per Share,3.87,3.51,3.57,3.71,3.63,4.92,5.72,7.25,,,1.38,1.42,1.50,1.50,1.74,1.93,2.06,1.81,1.91,1.78
Dividend per Share,,0.13,0.15,0.080,0.080,0.080,0.080,0.11,,,,,0.080,,,,0.11,,,
Capital Expenditures per Share,0.24,0.27,0.028,0.047,0.54,0.11,0.16,0.18,,,0.016,0.023,0.071,0.084,0.011,0.042,0.044,0.074,0.044,0.021
Book Value per Share,0.57,1.14,1.90,1.61,2.51,3.13,3.27,3.52,,,3.19,3.24,3.27,3.28,3.31,3.44,3.52,3.57,3.50,3.56
Price to Earnings Ratio,,6.91,6.17,,6.01,7.99,20.2,13.8,,,9.05,16.7,20.2,24.6,24.3,16.1,13.8,11.5,11.5,19.8
Price to Book Value Ratio,5.38,3.55,2.28,2.79,2.11,1.76,1.33,1.36,,,1.58,1.30,1.33,1.24,1.69,1.42,1.36,1.21,1.31,1.01
EV to EBITDA,6.19,11.7,8.06,6.16,11.3,10.5,8.01,8.40,,,9.17,9.66,8.01,10.1,8.90,10.3,8.40,7.66,7.06,8.95
Dividend Payout Ratio,,22.3%,20.8%,-59.5%,9.0%,11.3%,36.8%,29.8%,,,,,36.7%,,,,29.8%,,,
Common Shares Outstanding,"2,195","2,207","2,261","2,266","2,266","2,266","2,215","2,170",,,"2,266","2,266","2,215","2,187","2,170","2,170","2,170","2,170","2,158","2,153"
Total Revenue,"8,495","7,741","8,074","8,405","8,221","11,152","12,682","15,729",,,"3,127","3,215","3,330","3,280","3,769","4,187","4,474","3,921","4,112","3,838"
"Cost of Revenue, Total","7,363","6,974","7,233","7,266","7,194","9,987","11,427","14,233",,,"2,832","2,976","3,003","3,025","3,379","3,746","4,083","3,647","3,791","3,552"
Gross Profit,"1,132",766.8,841.3,"1,139","1,027","1,165","1,255","1,495",,,295.3,239.0,327.1,255.2,390.5,440.5,390.5,273.8,321.1,286.4
"Selling/General/Administrative Expenses, Total",304.3,307.7,347.0,388.5,339.3,568.6,669.6,680.8,,,158.2,155.4,205.7,158.1,162.2,164.0,196.5,208.6,178.0,169.6
Operating Income,722.0,455.2,634.2,762.1,687.6,596.3,585.3,814.6,,,137.1,83.6,121.4,97.1,228.3,276.5,194.0,65.3,143.0,116.9
Net Income,"-1,275","1,250","1,623",-304.5,"2,029","1,603",491.3,802.9,,,125.4,79.8,112.0,64.2,270.8,258.2,209.8,82.8,150.2,110.2
EBITDA,916.6,614.9,930.6,934.7,861.8,888.3,885.6,"1,223",,,212.6,161.6,194.4,175.9,309.4,361.8,357.1,152.2,231.2,207.4
Gross Profit Margin,13.3%,9.9%,10.4%,13.6%,12.5%,10.4%,9.9%,9.5%,,,9.4%,7.4%,9.8%,7.8%,10.4%,10.5%,8.7%,7.0%,7.8%,7.5%
