,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.65,12.0,7.90,16.1,16.0,17.0,11.8,10.3,,,17.5,17.1,15.0,11.9,9.88,8.85,8.20,10.6,10.8,8.28
Earnings per Share,0.71,0.46,0.24,0.16,2.46,1.69,1.46,-0.060,,,0.38,0.22,0.062,0.10,-0.16,0.060,-0.066,0.20,0.15,0.12
Revenue per Share,10.00,11.3,11.6,11.4,10.1,11.1,10.3,9.03,,,2.75,2.61,2.27,2.08,2.44,2.33,2.35,1.99,2.15,1.83
Dividend per Share,0.12,,,,0.25,0.39,0.75,0.25,,,,0.25,0.50,,,,0.25,,0.24,0.00
Capital Expenditures per Share,0.59,0.52,0.40,0.56,0.24,0.00,0.00,0.00,,,0.00,0.00,0.00,0.24,0.43,0.38,0.00,0.053,0.080,0.13
Book Value per Share,4.17,4.58,4.86,4.83,7.39,8.44,9.06,8.65,,,9.25,9.15,9.06,9.02,9.21,8.45,8.65,8.54,8.38,8.25
Price to Earnings Ratio,6.66,12.9,32.5,46.3,5.08,8.46,9.11,,,,10.1,8.67,9.14,13.5,41.6,133.1,,246.8,28.6,19.3
Price to Book Value Ratio,1.49,3.12,1.59,1.51,1.80,1.90,1.45,0.89,,,1.95,1.71,1.45,0.95,1.03,0.87,0.89,1.17,1.04,0.93
EV to EBITDA,30.3,28.2,-241.3,394.9,45.8,16.3,19.3,31.4,,,15.2,14.2,19.3,25.1,61.1,45.6,31.4,38.2,125.0,-51.6
Dividend Payout Ratio,16.9%,,,,10.2%,23.1%,51.4%,-416.7%,,,,14.3%,34.4%,,,,-398.5%,,69.4%,0.0%
Common Shares Outstanding,482.6,482.6,482.6,482.6,482.6,482.6,482.6,482.6,,,480.2,482.6,482.6,482.6,447.5,482.6,482.6,482.6,482.6,482.6
Total Revenue,"4,825","5,442","5,588","5,508","4,861","5,367","4,952","4,356",,,"1,320","1,258","1,097","1,003","1,092","1,125","1,136",962.6,"1,035",885.1
"Cost of Revenue, Total","3,267","3,701","3,985","3,736","3,611","3,817","3,520","3,355",,,910.6,892.6,863.8,763.2,877.2,820.1,894.7,814.7,921.7,743.6
Gross Profit,"1,558","1,741","1,604","1,772","1,250","1,550","1,432","1,001",,,409.2,364.9,233.5,239.5,214.4,305.1,241.7,147.9,113.5,141.5
"Selling/General/Administrative Expenses, Total","1,590","1,775","1,824","2,008","1,253","1,283","1,222","1,085",,,267.1,334.2,312.4,269.5,274.3,256.1,285.1,201.5,258.8,234.5
Operating Income,-31.7,-33.7,-220.4,-236.4,-2.79,267.1,210.0,-84.3,,,142.1,30.7,-78.9,-29.9,-59.9,49.1,-43.5,-53.6,-145.4,-93.1
Net Income,343.6,221.4,114.4,77.7,"1,188",813.6,702.6,-30.9,,,181.5,105.3,29.5,49.8,-70.0,29.9,-40.5,97.2,73.4,59.4
EBITDA,163.8,185.7,13.6,9.46,223.6,520.0,446.3,168.4,,,206.8,94.4,-33.4,34.7,5.36,124.6,3.79,9.52,-82.7,-30.9
Gross Profit Margin,32.3%,32.0%,28.7%,32.2%,25.7%,28.9%,28.9%,23.0%,,,31.0%,29.0%,21.3%,23.9%,19.6%,27.1%,21.3%,15.4%,11.0%,16.0%
Operating Margin,-0.7%,-0.6%,-3.9%,-4.3%,-0.1%,5.0%,4.2%,-1.9%,,,10.8%,2.4%,-7.2%,-3.0%,-5.5%,4.4%,-3.8%,-5.6%,-14.0%,-10.5%
