,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,3.85,2.94,2.35,,,4.48,3.85,3.08,3.19,2.96,2.70,2.57,2.51,2.31,2.11
Earnings per Share,,,0.002,-0.002,0.076,0.12,0.052,0.086,,,0.007,-0.005,0.015,0.043,0.009,0.019,0.016,-0.008,-0.013,0.017
Revenue per Share,,,0.65,0.72,0.80,0.92,0.89,1.05,,,0.21,0.21,0.22,0.29,0.23,0.26,0.27,0.29,0.28,0.35
Dividend per Share,,,0.00,0.00,0.045,0.11,0.018,0.063,,,0.28,0.00,0.018,,,,0.063,,,
Capital Expenditures per Share,,,0.066,0.035,0.035,0.28,0.17,0.76,,,0.034,0.038,0.068,0.053,0.40,0.11,0.21,0.16,0.076,0.061
Book Value per Share,,,0.46,0.45,0.47,0.57,1.39,1.45,,,0.70,1.37,1.39,1.43,1.42,1.44,1.45,1.45,1.38,1.39
Price to Earnings Ratio,,,,,,,52.6,31.0,,,18.4,90.2,60.1,51.4,43.7,30.1,31.0,66.6,169.7,176.6
Price to Book Value Ratio,,,,,,,2.06,1.72,,,5.59,2.19,2.06,1.89,1.97,1.61,1.72,1.58,1.51,1.43
EV to EBITDA,,,,,,0.00,24.3,19.4,,,0.00,29.7,24.3,19.8,25.9,20.8,19.4,40.8,52.0,38.5
Dividend Payout Ratio,,,0.0%,0.0%,58.6%,93.6%,34.5%,72.8%,,,129.6%,0.0%,39.5%,,,,72.9%,,,
Common Shares Outstanding,,,600.0,600.0,600.0,600.0,600.0,600.0,,,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Total Revenue,,,389.1,433.4,479.1,551.7,537.0,629.6,,,127.4,128.3,134.4,174.9,135.8,155.3,163.6,173.2,170.1,208.5
"Cost of Revenue, Total",,,265.9,296.9,319.6,360.2,382.3,430.5,,,90.7,95.1,98.9,110.0,99.0,108.3,113.2,135.0,145.1,158.8
Gross Profit,,,123.2,136.5,165.1,191.5,154.7,199.1,,,36.7,33.1,35.5,64.9,36.7,47.1,50.4,38.2,24.9,49.7
"Selling/General/Administrative Expenses, Total",,,108.5,100.7,114.2,110.2,130.8,144.9,,,31.3,30.1,34.5,37.8,33.8,33.3,40.0,48.7,36.0,35.9
Operating Income,,,16.2,35.8,50.9,81.3,23.9,54.3,,,5.43,3.05,1.00,27.1,2.91,13.8,10.4,-10.5,-11.0,13.9
Net Income,,,1.43,-1.49,43.5,72.2,24.2,51.5,,,4.47,-2.36,9.27,25.7,5.13,11.3,9.33,-5.01,-7.80,10.4
EBITDA,,,68.5,90.3,88.8,116.7,60.8,82.3,,,14.7,12.4,10.2,36.1,11.6,22.6,12.0,-2.18,0.64,26.3
Gross Profit Margin,,,31.7%,31.5%,34.5%,34.7%,28.8%,31.6%,,,28.8%,25.8%,26.4%,37.1%,27.1%,30.3%,30.8%,22.0%,14.7%,23.8%
Operating Margin,,,4.2%,8.3%,10.6%,14.7%,4.4%,8.6%,,,4.3%,2.4%,0.7%,15.5%,2.1%,8.9%,6.4%,-6.1%,-6.5%,6.6%
Net Profit Margin,,,0.4%,-0.3%,9.1%,13.1%,4.5%,8.2%,,,3.5%,-1.8%,6.9%,14.7%,3.8%,7.3%,5.7%,-2.9%,-4.6%,5.0%
