,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,15.5,23.8,28.9,33.4,39.9,40.9,40.4,39.8,,,42.4,44.5,42.8,38.6,40.3,39.5,39.5,40.8,40.1,37.8
Earnings per Share,0.72,0.79,0.95,1.00,1.60,1.49,1.22,1.13,,,0.17,0.26,0.36,0.37,0.26,0.22,0.28,0.056,0.32,0.92
Revenue per Share,7.05,7.95,7.99,8.76,10.2,12.1,12.3,16.8,,,2.96,3.21,3.21,3.40,3.19,3.42,6.77,6.19,5.76,7.43
Dividend per Share,0.12,0.27,0.32,0.23,0.35,0.35,0.40,0.40,,,,,0.40,,,,0.40,,,
Capital Expenditures per Share,0.59,0.80,0.99,0.97,1.41,1.27,1.30,1.91,,,0.35,0.36,0.34,0.39,0.26,0.15,1.10,0.77,0.73,0.64
Book Value per Share,3.63,4.40,5.70,6.37,7.45,8.48,10.2,15.6,,,8.53,8.79,10.2,10.4,10.1,13.2,15.6,15.4,15.1,15.7
Price to Earnings Ratio,14.4,29.0,23.7,30.9,22.5,22.9,33.2,34.2,,,35.5,37.7,33.3,28.2,31.7,30.0,34.2,47.5,43.6,24.6
Price to Book Value Ratio,3.26,5.02,3.96,4.99,4.97,4.33,3.73,2.50,,,4.78,4.98,3.73,3.11,4.06,2.58,2.50,2.66,2.48,2.29
EV to EBITDA,9.60,16.3,16.0,23.1,22.7,21.0,23.8,22.0,,,24.6,24.6,23.8,22.1,22.4,21.1,22.0,19.9,23.5,15.0
Dividend Payout Ratio,17.1%,34.4%,33.5%,22.7%,21.9%,23.4%,32.8%,35.3%,,,,,32.9%,,,,35.3%,,,
Common Shares Outstanding,"3,963","4,055","4,401","4,402","4,402","4,410","4,619","4,619",,,"4,414","4,416","4,619","4,619","4,619","4,619","4,619","4,619","4,619","4,619"
Total Revenue,"27,929","32,258","35,151","38,564","44,796","53,254","56,953","77,408",,,"13,050","14,196","14,827","15,721","14,756","15,779","31,291","28,609","26,612","34,305"
"Cost of Revenue, Total","11,267","13,790","14,549","15,321","17,781","21,615","22,646","32,767",,,"5,274","5,601","5,827","6,493","5,964","6,316","13,994","15,606","16,356","16,072"
Gross Profit,"16,662","18,468","20,603","23,243","27,015","31,640","34,306","44,641",,,"7,776","8,595","8,999","9,229","8,792","9,462","17,297","13,004","10,256","18,233"
"Selling/General/Administrative Expenses, Total","12,844","14,315","16,504","18,422","21,386","25,911","27,833","36,945",,,"6,873","6,804","7,414","7,320","7,188","7,511","14,926","11,429","11,435","12,132"
Operating Income,"3,957","4,292","5,268","5,180","6,325","6,297","7,090","8,300",,,"1,104","1,791","1,726","2,108","1,713","1,951","2,527","1,793","-1,065","6,101"
Net Income,"2,880","3,243","4,101","4,402","7,040","6,590","5,415","5,445",,,736.8,"1,143","1,611","1,719","1,205","1,020","1,500",583.1,"1,786","4,560"
EBITDA,"5,855","6,305","7,509","7,792","9,170","9,850","10,947","13,540",,,"2,074","2,838","2,535","3,214","2,837","3,080","4,519","4,061","1,221","8,339"
Gross Profit Margin,59.7%,57.3%,58.6%,60.3%,60.3%,59.4%,60.2%,57.7%,,,59.6%,60.5%,60.7%,58.7%,59.6%,60.0%,55.3%,45.5%,38.5%,53.1%
Operating Margin,14.2%,13.3%,15.0%,13.4%,14.1%,11.8%,12.4%,10.7%,,,8.5%,12.6%,11.6%,13.4%,11.6%,12.4%,8.1%,6.3%,-4.0%,17.8%
Net Profit Margin,10.3%,10.1%,11.7%,11.4%,15.7%,12.4%,9.5%,7.0%,,,5.6%,8.1%,10.9%,10.9%,8.2%,6.5%,4.8%,2.0%,6.7%,13.3%
Return on Assets,7.7%,6.9%,7.3%,6.6%,8.2%,6.4%,4.8%,2.8%,,,4.5%,4.6%,4.7%,4.4%,4.3%,3.6%,2.6%,1.6%,1.9%,3.3%
Return on Equity,20.0%,18.2%,16.3%,15.7%,21.5%,17.6%,11.4%,7.6%,,,2.0%,2.9%,3.4%,3.6%,2.6%,1.7%,2.1%,0.8%,2.6%,6.3%
Return on Total Capital,9.4%,8.4%,9.4%,7.9%,9.5%,8.3%,5.9%,3.0%,,,6.2%,6.1%,5.9%,5.8%,5.0%,4.4%,3.0%,2.4%,2.8%,4.9%
SG&A to Sale,46.0%,44.4%,47.0%,47.8%,47.7%,48.7%,48.9%,47.7%,,,52.7%,47.9%,50.0%,46.6%,48.7%,47.6%,47.7%,39.9%,43.0%,35.4%
Depreciation & Amortisation,"1,898","2,013","2,241","2,612","2,845","3,553","3,857","5,240",,,970.1,"1,047",809.9,"1,106","1,124","1,129","1,991","2,267","2,286","2,239"
Tax Rate,12.4%,14.6%,13.9%,8.1%,5.4%,13.2%,12.3%,19.4%,,,-0.4%,18.9%,11.5%,7.6%,13.8%,20.8%,31.2%,33.0%,26.0%,11.1%
Current Ratio,0.86,1.15,0.96,0.96,1.46,0.95,1.30,0.88,,,0.79,0.95,1.30,1.12,0.87,0.84,0.88,0.88,0.80,0.97
Quick Ratio,0.23,0.34,0.34,0.31,0.38,0.35,0.50,0.37,,,0.28,0.37,0.50,0.42,0.39,0.37,0.37,0.32,0.32,0.38
Days Inventory Outstanding,104.2,75.8,72.5,71.5,131.2,128.4,83.1,59.1,,,78.0,77.6,77.8,79.0,78.0,74.2,58.1,48.0,37.1,31.7
Days Sale Outstanding,25.8,33.0,38.5,39.0,42.0,42.4,52.5,75.3,,,37.9,45.7,52.5,48.6,53.7,53.8,75.1,58.4,53.2,44.2
Days Payable Outstanding,41.7,43.1,46.7,50.7,59.0,51.3,45.7,84.9,,,41.3,37.0,42.0,46.0,40.9,36.7,81.5,107.2,84.2,68.1
Cash Conversion Cycle,80.4,56.8,58.9,54.5,100.7,124.2,82.1,-18.2,,,78.1,84.8,79.2,86.7,92.0,94.0,-17.2,3.70,6.53,10.3
Debt to Asset Ratio,0.64,0.63,0.55,0.60,0.63,0.62,0.58,0.69,,,0.63,0.63,0.58,0.57,0.66,0.60,0.69,0.69,0.69,0.67
Debt to Equity Ratio,1.86,1.83,1.33,1.58,1.88,1.81,1.45,2.57,,,1.85,1.81,1.45,1.37,2.07,1.57,2.57,2.58,2.58,2.29
Interest Coverage Ratio,4.50,3.95,5.13,4.52,4.86,3.92,4.04,2.89,,,2.39,4.17,3.74,5.00,3.47,2.81,2.01,1.74,,6.41
Cash and Short Term Investments,"1,146","3,844","3,404","5,402","4,023","4,469","7,069","12,802",,,"3,532","4,305","7,069","5,614","3,406","4,587","12,802","13,724","12,035","11,987"
"Total Receivables, Net","1,977","2,913","3,710","4,115","5,158","6,183","8,191","15,963",,,"5,721","6,929","8,191","7,691","8,749","9,004","15,963","14,472","14,919","14,620"
Total Inventory,"3,062","2,663","3,114","2,888","9,896","5,311","5,003","5,601",,,"4,883","4,649","5,003","5,041","5,166","4,839","5,601","5,417","5,208","5,562"
Total Current Assets,"7,358","10,261","10,684","13,006","19,823","17,031","21,530","38,106",,,"16,105","17,835","21,530","20,635","19,633","20,629","38,106","39,261","37,537","37,684"
"Property/Plant/Equipment, Total - Net","16,914","18,198","21,745","24,990","35,014","48,699","51,376","133,125",,,"49,806","50,064","51,376","50,668","50,967","49,610","133,125","130,643","129,728","120,056"
Total Assets,"41,623","51,721","60,124","74,279","98,382","108,453","119,100","267,700",,,"110,005","112,114","119,100","116,785","145,836","159,035","267,700","264,997","260,552","249,035"
Accounts Payable,"1,466","1,792","1,932","2,322","3,431","2,644","3,026","12,218",,,"2,351","2,192","3,026","2,820","2,530","2,412","12,218","12,376","11,738","11,398"
Accrued Expenses,"1,845","2,068","2,216","2,808","3,456","4,333","4,553","5,995",,,"3,271","4,018","4,553","4,462","4,300","4,859","5,995","5,304","5,547","6,197"
Debt Due,"3,461","3,271","4,782","6,620","4,120","7,821","5,320","17,633",,,"11,558","9,120","5,320","7,017","12,313","13,350","17,633","18,548","22,126","13,725"
Total Current Liabilities,"8,587","8,938","11,146","13,573","13,580","18,009","16,603","43,429",,,"20,388","18,764","16,603","18,429","22,696","24,630","43,429","44,721","47,122","38,899"
Long Term Debt,"16,363","20,892","18,602","27,461","41,373","42,010","44,843","109,261",,,"41,988","44,898","44,843","40,905","67,054","64,501","109,261","107,429","102,508","98,360"
Total Liabilities,"26,688","32,659","33,249","44,255","61,670","67,656","68,596","184,626",,,"69,583","70,439","68,596","66,084","96,559","95,538","184,626","183,051","180,193","166,270"
Common Stock,"3,275","3,687","4,001","4,002","4,402","4,410","4,619","4,619",,,"4,411","4,416","4,619","4,619","4,619","4,619","4,619","4,619","4,619","4,619"
Additional Paid-In Capital,"3,215","3,996","7,332","7,333","7,355","7,640","15,015","15,015",,,"7,644","7,853","15,015","15,015","15,015","15,015","15,015","15,015","15,015","15,017"
Retained Earnings (Accumulated Deficit),"8,728","11,047","13,964","16,965","22,605","27,655","31,527","35,089",,,"28,773","29,915","31,527","33,246","32,604","33,623","35,089","34,974","34,689","38,807"
Shareholders' Equity,"14,367","17,864","25,090","28,057","32,803","37,402","47,329","71,924",,,"37,663","38,826","47,329","48,202","46,663","60,930","71,924","71,082","69,708","72,672"
Cash from Operating Activities,"3,658","4,046","5,181","4,785","2,499","6,494","6,585","7,360",,,480.6,"1,400","1,780","1,670",353.4,646.6,"4,690","3,148","3,008","4,275"
