,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.84,3.24,2.54,3.14,2.60,2.90,2.17,1.57,,,2.75,2.51,2.44,2.18,2.14,2.01,1.88,1.84,1.63,1.34
Earnings per Share,0.25,0.12,-0.16,-0.30,-0.12,-0.12,-0.058,0.004,,,-0.008,-0.003,-0.026,-0.006,-0.014,0.016,0.008,0.003,-0.022,0.018
Revenue per Share,3.74,4.11,3.15,3.20,3.15,2.99,3.40,3.71,,,0.83,0.90,0.85,0.91,0.91,0.96,0.93,0.93,0.90,0.88
Dividend per Share,0.24,0.17,0.027,0.014,0.028,0.019,0.028,,,,,,0.028,,,,,,,
Capital Expenditures per Share,1.02,1.69,0.14,0.041,0.019,0.10,0.051,0.026,,,0.003,0.011,0.016,0.003,0.000,0.007,0.017,0.044,0.005,0.014
Book Value per Share,2.45,2.32,2.14,1.84,1.69,1.57,1.49,1.47,,,1.52,1.52,1.49,1.48,1.44,1.46,1.47,1.47,1.45,1.47
Price to Earnings Ratio,14.4,31.7,,,,,,428.1,,,,,,,,,428.1,126.1,243.7,153.3
Price to Book Value Ratio,1.52,1.40,1.04,1.35,1.26,1.49,1.49,1.26,,,1.66,1.56,1.49,1.25,1.34,1.13,1.26,1.13,0.94,0.76
EV to EBITDA,8.84,14.1,23.8,52.6,20.7,24.0,17.7,12.1,,,20.2,18.2,17.7,15.8,15.8,14.9,12.1,11.7,11.8,9.66
Dividend Payout Ratio,95.6%,143.3%,-16.7%,-4.7%,-23.3%,-16.2%,-47.9%,,,,,,-47.9%,,,,,,,
Common Shares Outstanding,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Total Revenue,"1,122","1,234",946.0,958.8,943.9,897.3,"1,021","1,114",,,248.9,269.0,253.6,272.3,274.2,288.3,279.4,280.1,269.1,264.6
