,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,38.0,31.5,30.5,22.6,26.7,27.5,25.7,28.5,,,26.6,26.1,25.2,26.4,26.4,26.4,27.1,29.0,28.8,27.8
Earnings per Share,2.42,2.59,0.96,1.43,1.50,1.99,1.91,1.82,,,0.52,0.61,0.27,0.35,0.70,0.58,0.19,0.50,0.48,0.72
Revenue per Share,31.1,48.7,52.9,58.0,57.5,63.2,61.2,66.6,,,17.1,15.4,15.8,14.8,16.7,17.3,17.7,15.4,16.4,16.3
Dividend per Share,1.20,1.10,0.50,0.75,0.75,0.95,0.75,0.65,,,,0.50,0.25,,0.35,0.00,0.30,,0.30,0.00
Capital Expenditures per Share,1.55,2.70,3.05,3.46,3.44,3.00,3.70,3.31,,,0.78,0.97,1.37,0.89,0.78,0.89,0.76,0.57,0.68,0.80
Book Value per Share,9.64,14.1,14.9,15.9,15.8,18.1,20.4,20.2,,,20.0,20.2,20.4,20.5,20.9,20.2,20.2,20.6,20.4,20.4
Price to Earnings Ratio,15.0,12.6,28.5,16.7,12.7,14.1,12.0,14.4,,,13.7,12.5,11.9,14.3,13.4,13.1,14.4,14.1,16.8,14.5
Price to Book Value Ratio,3.86,2.32,1.88,1.41,1.55,1.53,1.24,1.26,,,1.34,1.19,1.24,1.18,1.21,1.22,1.26,1.37,1.29,1.35
EV to EBITDA,12.5,18.5,23.5,12.1,12.8,10.9,15.6,14.1,,,11.9,13.6,15.6,18.0,18.7,16.3,14.1,12.1,11.4,11.6
Dividend Payout Ratio,49.6%,42.5%,52.3%,52.5%,50.1%,47.7%,39.3%,35.6%,,,,26.4%,13.0%,,18.2%,0.0%,16.4%,,17.1%,0.0%
Common Shares Outstanding,"6,656","7,389","7,388","7,388","7,388","7,388","8,227","8,185",,,"7,387","8,256","8,227","8,185","8,185","8,185","8,185","8,185","8,185","8,185"
