,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,6.60,8.67,8.02,7.55,9.35,12.5,15.4,17.2,,,11.9,14.3,15.1,15.2,15.5,15.6,15.8,17.0,18.2,16.9
Earnings per Share,0.15,0.20,0.23,0.25,0.27,0.31,0.37,0.43,,,0.086,0.090,0.12,0.095,0.100,0.10,0.13,0.11,0.12,0.11
Revenue per Share,2.33,2.81,3.25,3.89,4.28,4.65,4.88,5.02,,,1.20,1.23,1.30,1.21,1.25,1.25,1.31,1.26,1.34,1.25
Dividend per Share,0.073,0.020,0.023,0.080,0.25,0.27,0.31,0.35,,,,0.13,0.18,,0.15,0.00,0.20,,0.17,0.00
Capital Expenditures per Share,0.23,0.39,0.69,0.42,0.29,0.34,0.21,0.17,,,0.038,0.032,0.12,0.015,0.051,0.055,0.049,0.047,0.040,0.070
Book Value per Share,0.62,0.76,0.97,1.19,1.29,1.33,1.42,1.51,,,1.35,1.30,1.42,1.51,1.43,1.39,1.51,1.62,1.54,1.48
Price to Earnings Ratio,36.6,43.2,28.4,31.8,27.1,31.4,38.8,35.1,,,29.6,35.4,38.8,37.7,36.4,36.7,35.1,38.4,39.5,35.5
Price to Book Value Ratio,9.99,12.1,7.35,6.40,6.42,7.26,10.0,10.1,,,9.07,9.84,10.0,8.86,11.0,11.0,10.1,10.8,11.1,10.8
EV to EBITDA,16.0,20.4,15.6,15.8,12.6,16.4,20.7,20.2,,,15.7,19.4,20.7,21.2,20.5,20.4,20.2,19.9,21.0,21.2
Dividend Payout Ratio,48.8%,9.8%,10.0%,31.9%,94.0%,86.1%,83.4%,82.0%,,,,36.5%,48.4%,,37.4%,0.0%,46.9%,,37.3%,0.0%
Common Shares Outstanding,"13,074","13,144","13,151","13,151","13,151","13,151","13,151","13,151",,,"13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151"
Total Revenue,"30,502","36,969","42,725","51,209","56,243","61,144","64,234","66,050",,,"15,772","16,156","17,033","15,900","16,465","16,494","17,191","16,553","17,565","16,375"
"Cost of Revenue, Total","21,074","25,559","29,346","35,473","39,000","42,405","44,050","44,644",,,"10,955","11,133","11,403","11,356","11,787","11,673","11,327","11,725","12,516","11,441"
Gross Profit,"9,428","11,410","13,379","15,736","17,243","18,739","20,185","21,406",,,"4,818","5,023","5,630","4,544","4,677","4,821","5,864","4,828","5,050","4,935"
"Selling/General/Administrative Expenses, Total","6,306","7,756","9,196","11,058","12,260","13,129","13,746","14,040",,,"3,313","3,448","3,683","2,912","2,961","3,021","3,646","2,969","3,057","3,001"
Operating Income,"3,123","3,653","4,183","4,677","4,984","5,611","6,439","7,366",,,"1,505","1,575","1,947","1,632","1,716","1,800","2,218","1,860","1,993","1,934"
Net Income,"2,005","2,671","3,068","3,313","3,499","4,125","4,886","5,613",,,"1,131","1,183","1,526","1,248","1,313","1,366","1,686","1,420","1,527","1,482"
EBITDA,"4,132","4,873","5,802","6,908","7,664","8,473","9,462","10,336",,,"2,270","2,346","2,667","2,389","2,477","2,562","2,942","2,558","2,698","2,666"
Gross Profit Margin,30.9%,30.9%,31.3%,30.7%,30.7%,30.6%,31.4%,32.4%,,,30.5%,31.1%,33.1%,28.6%,28.4%,29.2%,34.1%,29.2%,28.7%,30.1%
Operating Margin,10.2%,9.9%,9.8%,9.1%,8.9%,9.2%,10.0%,11.2%,,,9.5%,9.7%,11.4%,10.3%,10.4%,10.9%,12.9%,11.2%,11.3%,11.8%
Net Profit Margin,6.6%,7.2%,7.2%,6.5%,6.2%,6.7%,7.6%,8.5%,,,7.2%,7.3%,9.0%,7.9%,8.0%,8.3%,9.8%,8.6%,8.7%,9.1%
Return on Assets,10.8%,11.5%,9.9%,8.3%,7.7%,8.4%,9.5%,10.6%,,,8.7%,9.2%,9.8%,9.8%,10.1%,10.9%,10.9%,10.4%,10.8%,11.6%
Return on Equity,24.7%,26.9%,24.1%,21.1%,20.7%,23.6%,26.2%,28.2%,,,6.4%,6.9%,8.2%,6.3%,7.0%,7.5%,8.5%,6.7%,7.5%,7.6%
Return on Total Capital,18.5%,19.9%,14.9%,12.5%,13.2%,14.7%,16.5%,18.8%,,,14.2%,16.6%,16.5%,15.5%,16.7%,19.2%,18.8%,18.5%,22.9%,24.0%
SG&A to Sale,20.7%,21.0%,21.5%,21.6%,21.8%,21.5%,21.4%,21.3%,,,21.0%,21.3%,21.6%,18.3%,18.0%,18.3%,21.2%,17.9%,17.4%,18.3%
Depreciation & Amortisation,"1,009","1,220","1,619","2,230","2,681","2,863","3,022","2,970",,,765.2,771.2,720.4,757.2,761.2,762.0,724.0,698.1,704.7,731.6
Tax Rate,31.5%,23.3%,20.4%,20.2%,20.8%,19.0%,18.4%,18.9%,,,18.1%,19.0%,17.5%,18.6%,18.8%,19.1%,19.1%,18.9%,18.7%,19.0%
Current Ratio,0.82,0.70,0.64,0.76,0.69,0.71,0.75,0.80,,,0.86,0.72,0.75,0.90,0.83,0.67,0.80,0.86,0.71,0.60
Quick Ratio,0.11,0.11,0.11,0.12,0.11,0.10,0.11,0.099,,,0.093,0.10,0.11,0.10,0.11,0.11,0.099,0.088,0.076,0.080
Days Inventory Outstanding,70.1,69.5,73.7,74.8,76.7,77.6,82.9,84.2,,,88.8,87.1,86.2,82.2,77.8,76.2,78.9,81.0,79.9,78.2
Days Sale Outstanding,11.8,13.0,13.6,14.3,13.3,13.8,12.5,12.9,,,11.1,11.8,12.5,11.0,11.7,11.3,12.9,11.3,11.3,10.2
Days Payable Outstanding,94.2,90.3,95.4,94.2,96.0,97.9,98.6,98.3,,,100.4,95.7,96.9,94.5,92.5,93.1,94.5,95.0,95.4,92.6
Cash Conversion Cycle,-22.5,-14.3,-20.8,-11.2,-11.2,-11.2,-2.37,-2.16,,,3.07,2.66,0.057,2.31,-5.11,-4.67,-4.72,-1.13,-6.14,2.22
Debt to Asset Ratio,0.61,0.62,0.65,0.65,0.64,0.66,0.63,0.64,,,0.66,0.65,0.63,0.62,0.64,0.62,0.64,0.62,0.63,0.61
Debt to Equity Ratio,1.55,1.61,1.83,1.82,1.78,1.96,1.73,1.75,,,1.96,1.87,1.73,1.65,1.74,1.66,1.75,1.63,1.72,1.60
Interest Coverage Ratio,26.6,25.0,15.1,10.0,9.17,11.1,14.4,18.4,,,12.1,13.7,19.8,16.6,17.5,18.9,20.5,17.2,18.5,19.4
Cash and Short Term Investments,"1,977","1,291",807.5,"2,435","2,698","3,721","2,505","6,238",,,"4,769","1,588","2,505","4,947","3,916",897.6,"6,238","7,576","6,730","2,315"
"Total Receivables, Net",986.4,"1,316","1,589","2,013","2,045","2,318","2,192","2,343",,,"1,876","2,042","2,192","1,957","2,099","2,037","2,343","2,066","2,097","1,900"
Total Inventory,"4,382","5,353","6,506","8,031","8,365","9,672","10,343","10,245",,,"10,352","10,454","10,343","9,869","9,599","9,699","10,245","10,387","10,298","9,838"
Total Current Assets,"7,455","8,132","9,221","12,791","13,367","15,900","15,242","19,006",,,"17,278","14,326","15,242","16,974","15,890","12,804","19,006","20,232","19,347","14,215"
"Property/Plant/Equipment, Total - Net","10,812","14,847","23,235","26,352","27,655","29,540","29,422","29,327",,,"28,917","28,646","29,422","29,186","29,305","29,299","29,327","29,248","29,050","29,615"
Total Assets,"20,678","25,868","35,942","44,313","46,991","51,746","50,949","54,811",,,"52,376","49,134","50,949","52,617","51,650","48,510","54,811","56,065","54,970","50,542"
Accounts Payable,"5,945","6,698","8,644","9,657","10,860","11,895","11,901","12,151",,,"11,378","11,488","11,901","11,311","11,838","11,741","12,151","12,050","12,639","11,218"
Accrued Expenses,733.3,675.0,798.7,975.5,"1,001","1,257","1,402","1,236",,,"1,066","1,299","1,402","1,072","1,090","1,233","1,236",924.9,"1,055","1,202"
Debt Due,303.7,"2,006","1,868","3,010","4,718","6,265","4,146","7,252",,,"4,960","4,447","4,146","3,098","3,082","3,242","7,252","7,119","11,077","8,376"
Total Current Liabilities,"9,116","11,588","14,331","16,777","19,464","22,491","20,378","23,651",,,"20,164","19,929","20,378","18,833","19,072","19,227","23,651","23,464","27,432","23,709"
Long Term Debt,"2,708","3,517","7,919","10,866","9,659","10,610","10,917","10,010",,,"13,517","11,016","10,917","12,917","12,813","10,107","10,010","10,010","6,008","6,013"
Total Liabilities,"12,557","15,941","23,225","28,611","30,088","34,256","32,315","34,897",,,"34,682","32,021","32,315","32,734","32,819","30,289","34,897","34,726","34,741","31,066"
Common Stock,"5,837","7,041","9,590","12,329","13,151","13,151","13,151","13,151",,,"13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151","13,151"
Additional Paid-In Capital,636.3,646.1,646.3,646.3,646.3,646.3,646.3,646.3,,,646.3,646.3,646.3,646.3,646.3,646.3,646.3,646.3,646.3,646.3
