,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,31.1,26.6,15.1,11.8,,,21.8,19.9,18.5,17.1,14.2,12.3,12.9,12.3,9.65,9.40
Earnings per Share,,0.20,32.2,0.36,0.78,0.84,0.40,0.91,,,0.22,0.15,0.021,0.052,0.11,0.59,0.16,0.011,-0.020,0.14
Revenue per Share,,4.51,3.53,3.94,4.34,4.01,4.31,5.12,,,1.12,1.19,1.20,1.18,1.08,1.25,1.53,1.14,1.28,1.58
Dividend per Share,,0.00,0.00,0.00,0.00,0.050,0.32,0.20,,,,,0.32,,,,0.20,,,
Capital Expenditures per Share,,0.00,0.53,0.19,0.15,0.17,0.12,0.24,,,0.034,0.020,0.024,0.052,0.080,0.051,0.058,0.039,0.028,0.052
Book Value per Share,,1.22,1.54,1.87,2.06,3.01,3.37,3.96,,,3.19,3.34,3.37,3.42,3.21,3.80,3.96,3.97,3.76,3.90
Price to Earnings Ratio,,,,,,34.1,39.1,11.4,,,35.9,37.1,39.3,33.7,41.2,13.3,11.4,11.9,12.3,30.6
Price to Book Value Ratio,,,,,,9.06,5.14,3.10,,,6.20,5.39,5.14,4.12,4.36,2.56,3.10,2.52,2.45,2.33
EV to EBITDA,,,,,0.00,35.7,24.0,17.1,,,27.5,25.2,24.0,20.7,21.7,25.5,17.1,22.7,19.1,14.0
Dividend Payout Ratio,,0.0%,0.0%,0.0%,0.0%,5.9%,79.2%,21.9%,,,,,79.5%,,,,22.0%,,,
Common Shares Outstanding,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Total Revenue,,"1,352","1,058","1,182","1,302","1,203","1,294","1,536",,,334.8,356.4,360.3,354.0,325.0,373.7,458.1,343.2,385.3,474.1
"Cost of Revenue, Total",,"1,119",837.9,882.5,897.8,855.9,999.2,"1,187",,,240.5,263.0,298.8,278.5,266.5,295.8,346.2,290.3,325.6,359.1
Gross Profit,,233.3,220.2,326.3,404.4,347.2,294.7,348.9,,,94.3,93.4,61.5,75.5,58.5,77.9,111.9,52.9,59.8,115.0
"Selling/General/Administrative Expenses, Total",,169.2,107.8,189.2,150.9,153.1,193.0,255.3,,,48.3,49.1,57.1,45.2,44.2,69.3,71.9,59.7,59.3,66.0
Operating Income,,64.1,112.4,155.0,253.5,194.1,101.7,93.6,,,45.9,44.3,4.36,30.3,14.3,8.58,40.0,-6.80,0.46,48.9
Net Income,,59.4,96.5,117.6,234.0,194.2,121.2,274.1,,,66.7,44.8,6.32,15.5,34.1,176.9,47.7,3.44,-6.65,43.2
EBITDA,,64.1,190.6,249.0,353.4,292.3,194.5,207.3,,,69.3,67.5,27.5,52.3,42.4,39.3,72.9,27.4,34.3,83.0
Gross Profit Margin,,17.3%,20.8%,27.6%,31.1%,28.9%,22.8%,22.7%,,,28.2%,26.2%,17.1%,21.3%,18.0%,20.8%,24.4%,15.4%,15.5%,24.2%
Operating Margin,,4.7%,10.6%,13.1%,19.5%,16.1%,7.9%,6.1%,,,13.7%,12.4%,1.2%,8.6%,4.4%,2.3%,8.7%,-2.0%,0.1%,10.3%
Net Profit Margin,,4.4%,9.1%,9.9%,18.0%,16.1%,9.4%,17.9%,,,19.9%,12.6%,1.8%,4.4%,10.5%,47.3%,10.4%,1.0%,-1.7%,9.1%
Return on Assets,,5.1%,8.0%,9.6%,19.9%,16.5%,9.8%,16.9%,,,12.5%,12.1%,9.5%,9.9%,6.2%,12.0%,13.5%,13.2%,11.1%,4.4%
Return on Equity,,16.3%,20.9%,21.0%,37.8%,21.5%,12.0%,23.1%,,,7.0%,4.5%,0.6%,1.5%,3.5%,15.5%,4.0%,0.3%,-0.6%,3.7%
Return on Total Capital,,9.2%,13.4%,17.9%,34.9%,21.0%,11.9%,19.2%,,,15.7%,14.9%,11.9%,12.9%,8.8%,16.6%,19.2%,18.6%,16.7%,6.5%
SG&A to Sale,,12.5%,10.2%,16.0%,11.6%,12.7%,14.9%,16.6%,,,14.4%,13.8%,15.9%,12.8%,13.6%,18.6%,15.7%,17.4%,15.4%,13.9%
Depreciation & Amortisation,,,78.2,94.1,100.0,98.3,92.8,113.7,,,23.3,23.2,23.1,22.0,28.1,30.7,32.9,34.2,33.8,34.0
Tax Rate,,0.0%,0.0%,0.0%,1.8%,1.4%,1.4%,1.6%,,,1.1%,1.3%,4.4%,1.2%,3.7%,-0.2%,6.3%,-3.9%,35.5%,5.4%
Current Ratio,,0.97,1.01,0.93,1.16,2.60,3.62,1.67,,,3.20,3.15,3.62,2.58,1.28,1.48,1.67,1.66,1.47,1.59
Quick Ratio,,0.57,0.74,0.67,0.97,1.92,1.95,1.16,,,1.99,1.91,1.95,1.10,0.86,1.04,1.16,1.09,0.86,1.06
Days Inventory Outstanding,,58.4,67.2,58.6,46.8,44.6,44.9,42.0,,,66.4,64.3,49.2,41.5,49.5,56.1,52.6,57.6,66.6,64.2
Days Sale Outstanding,,79.3,131.9,117.5,121.9,140.2,112.5,137.1,,,127.0,138.5,112.5,99.5,142.9,161.0,139.4,134.7,120.0,127.4
Days Payable Outstanding,,135.6,177.1,167.4,97.8,29.9,32.1,38.5,,,45.6,48.4,41.3,41.8,46.6,47.8,46.6,51.4,56.0,47.7
Cash Conversion Cycle,,2.12,11.2,5.96,133.0,150.4,128.0,113.3,,,150.1,146.9,131.5,94.9,124.8,156.6,153.0,136.6,135.3,142.3
Debt to Asset Ratio,,0.69,0.63,0.57,0.46,0.25,0.20,0.40,,,0.21,0.22,0.20,0.28,0.47,0.45,0.40,0.40,0.44,0.41
Debt to Equity Ratio,,2.20,1.69,1.22,0.85,0.33,0.25,0.67,,,0.27,0.29,0.25,0.39,0.87,0.81,0.67,0.67,0.77,0.68
Interest Coverage Ratio,,2.31,4.72,7.97,18.2,12.4,38.1,10.5,,,,147.5,17.5,115.2,7.25,2.60,11.9,,0.11,10.5
Cash and Short Term Investments,,31.1,10.7,9.12,8.97,27.4,222.1,88.6,,,87.9,136.1,222.1,382.6,95.4,73.0,88.6,64.1,73.0,41.7
"Total Receivables, Net",,293.6,382.4,380.7,434.8,462.0,399.0,576.9,,,413.6,456.4,399.0,383.3,546.4,623.4,576.9,553.4,513.2,579.6
Total Inventory,,179.0,129.5,153.7,76.6,132.5,113.4,159.4,,,159.2,155.8,113.4,132.6,167.5,183.1,159.4,219.3,239.9,224.6
Total Current Assets,,503.7,522.5,528.4,523.2,625.4,738.7,831.1,,,664.4,752.2,738.7,904.4,814.0,888.4,831.1,848.1,883.2,872.4
"Property/Plant/Equipment, Total - Net",,646.8,699.8,665.6,607.7,553.1,497.0,667.7,,,529.3,511.5,497.0,490.2,494.5,682.0,667.7,651.5,633.5,622.1
Total Assets,,"1,167","1,239","1,206","1,148","1,200","1,262","1,989",,,"1,215","1,288","1,262","1,421","1,804","2,063","1,989","1,986","1,999","1,970"
Accounts Payable,,415.6,397.4,412.0,69.2,71.0,105.0,145.2,,,116.3,121.0,105.0,142.7,140.3,158.1,145.2,192.4,193.3,151.9
Accrued Expenses,,,,4.86,17.0,13.0,36.8,32.6,,,32.0,51.3,36.8,33.1,32.8,48.1,32.6,31.9,25.5,30.4
Debt Due,,64.6,98.1,442.1,319.4,128.8,13.6,100.7,,,23.4,23.0,13.6,120.5,230.5,161.8,100.7,160.6,324.2,314.2
Total Current Liabilities,,519.1,516.8,567.9,449.1,240.6,204.2,498.3,,,207.8,238.5,204.2,350.0,634.0,598.3,498.3,510.3,599.9,547.1
Long Term Debt,,283.3,260.7,97.0,51.6,24.1,10.6,240.6,,,17.4,14.0,10.6,7.20,175.3,261.9,240.6,220.5,200.4,180.4
Total Liabilities,,802.3,777.5,683.1,528.2,297.6,251.3,800.2,,,257.7,286.0,251.3,395.1,839.7,921.9,800.2,793.6,871.2,799.2
Common Stock,,192.0,192.0,192.0,192.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,,,549.1,549.1,549.1,,,549.1,549.1,549.1,549.1,549.1,549.1,549.1,549.1,549.1,549.1
Retained Earnings (Accumulated Deficit),,172.7,269.2,368.6,427.4,55.3,161.5,339.7,,,110.4,155.2,161.5,177.0,115.1,292.0,339.7,343.1,276.5,319.7
Shareholders' Equity,,364.7,461.2,560.6,619.4,902.4,"1,010","1,188",,,957.5,"1,002","1,010","1,026",963.9,"1,141","1,188","1,192","1,127","1,171"
Cash from Operating Activities,,,141.1,260.1,331.7,222.9,376.3,74.2,,,141.7,63.0,106.3,73.5,-129.4,2.65,127.4,37.2,14.2,19.4
Cash from Investing Activities,,,-148.6,-85.9,8.87,-56.0,-41.3,-415.6,,,-10.8,-9.36,-7.38,-16.1,-337.9,-33.6,-28.0,-98.4,-84.6,-14.7
Cash from Financing Activities,,,-13.0,-136.3,-344.9,-139.0,-139.8,204.6,,,-105.2,-8.71,-5.84,99.5,172.0,13.5,-80.4,29.7,67.7,-34.6
Net Change in Cash,,,-20.5,21.5,-4.32,27.9,195.2,-136.9,,,25.8,44.9,93.0,156.9,-295.4,-17.4,19.0,-31.5,-2.62,-29.9
Free Cashflows,,,-18.4,204.2,287.9,171.7,339.0,2.02,,,131.6,56.9,99.0,58.0,-153.4,-12.7,110.2,25.4,5.95,3.82
Free Cashflow per Share,,,-0.061,0.68,0.96,0.57,1.13,0.007,,,0.44,0.19,0.33,0.19,-0.51,-0.042,0.37,0.085,0.020,0.013
