,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.26,1.30,1.43,1.09,1.30,1.62,1.20,1.05,,,1.48,1.44,1.36,1.21,1.17,1.07,1.07,0.94,0.93,0.91
Earnings per Share,0.089,-0.010,0.091,0.008,-0.076,0.24,0.12,0.029,,,0.038,0.023,0.019,0.009,0.008,0.010,0.002,0.000,0.028,0.012
Revenue per Share,1.73,2.12,2.33,1.70,1.81,2.17,2.06,1.97,,,0.44,0.57,0.46,0.50,0.57,0.50,0.40,0.53,0.48,0.47
Dividend per Share,0.080,,0.080,0.030,,0.14,0.11,0.030,,,0.060,0.00,0.050,,,,0.030,,,0.040
Capital Expenditures per Share,0.004,0.002,0.003,0.022,0.028,0.002,0.006,0.005,,,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.000,0.000,0.000
Book Value per Share,1.68,1.65,1.71,1.64,1.56,1.72,1.71,1.69,,,1.73,1.69,1.71,1.72,1.68,1.69,1.69,1.69,1.69,1.70
Price to Earnings Ratio,14.7,,12.2,148.7,,6.38,11.8,32.8,,,10.8,11.0,11.8,13.3,19.0,19.9,32.8,45.7,23.0,21.3
Price to Book Value Ratio,0.77,0.75,0.62,0.71,0.60,0.85,0.70,0.53,,,0.84,0.82,0.70,0.64,0.69,0.56,0.53,0.54,0.52,0.53
EV to EBITDA,8.20,56.5,4.92,37.4,-27.7,5.40,7.85,13.3,,,6.52,7.19,7.85,9.79,9.66,12.8,13.3,12.8,8.81,9.28
Dividend Payout Ratio,89.8%,,88.2%,354.1%,,59.1%,94.5%,102.6%,,,46.0%,0.0%,42.9%,,,,102.6%,,,96.8%
Common Shares Outstanding,"1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133",,,"1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133","1,133"
Total Revenue,"1,957","2,406","2,643","1,929","2,053","2,461","2,329","2,229",,,499.1,648.5,519.9,568.4,647.9,561.6,451.0,600.3,545.8,531.8
"Cost of Revenue, Total","1,743","2,344","2,438","1,861","2,049","2,100","2,135","2,145",,,469.4,603.8,487.3,542.0,625.3,536.9,441.2,586.1,492.8,504.4
Gross Profit,214.1,62.0,205.6,68.1,3.60,360.6,194.0,83.6,,,29.8,44.7,32.6,26.4,22.7,24.7,9.80,14.3,52.9,27.4
"Selling/General/Administrative Expenses, Total",65.7,74.4,77.9,63.5,69.3,79.7,66.0,55.7,,,15.5,16.7,14.5,13.1,15.9,13.5,13.3,16.5,17.2,13.7
Operating Income,148.4,-12.4,127.6,4.62,-65.0,305.9,150.9,41.8,,,15.3,31.4,26.9,13.4,11.5,14.5,2.24,1.59,37.5,17.5
Net Income,100.9,-11.6,102.7,9.60,-86.1,268.1,131.9,33.1,,,43.3,26.4,21.5,10.8,9.16,11.5,1.74,-0.043,31.2,13.9
EBITDA,175.7,26.1,172.4,36.5,-28.8,346.5,184.7,73.9,,,23.0,40.3,35.3,21.2,20.1,22.1,10.6,9.46,47.8,26.7
Gross Profit Margin,10.9%,2.6%,7.8%,3.5%,0.2%,14.7%,8.3%,3.8%,,,6.0%,6.9%,6.3%,4.6%,3.5%,4.4%,2.2%,2.4%,9.7%,5.2%
Operating Margin,7.6%,-0.5%,4.8%,0.2%,-3.2%,12.4%,6.5%,1.9%,,,3.1%,4.8%,5.2%,2.4%,1.8%,2.6%,0.5%,0.3%,6.9%,3.3%
Net Profit Margin,5.2%,-0.5%,3.9%,0.5%,-4.2%,10.9%,5.7%,1.5%,,,8.7%,4.1%,4.1%,1.9%,1.4%,2.0%,0.4%,0.0%,5.7%,2.6%
Return on Assets,4.4%,-0.6%,4.6%,0.5%,-4.4%,13.3%,6.6%,1.7%,,,7.0%,7.0%,6.6%,5.1%,3.4%,2.6%,1.7%,1.1%,2.0%,2.2%
Return on Equity,5.3%,-0.6%,5.3%,0.5%,-4.9%,13.8%,6.8%,1.7%,,,2.2%,1.4%,1.1%,0.6%,0.5%,0.6%,0.1%,0.0%,1.6%,0.7%
Return on Total Capital,5.3%,-0.6%,5.3%,0.5%,-4.9%,13.8%,6.8%,1.7%,,,7.5%,7.4%,6.8%,5.2%,3.6%,2.8%,1.7%,1.2%,2.3%,2.4%
SG&A to Sale,3.4%,3.1%,2.9%,3.3%,3.4%,3.2%,2.8%,2.5%,,,3.1%,2.6%,2.8%,2.3%,2.5%,2.4%,2.9%,2.7%,3.2%,2.6%
Depreciation & Amortisation,27.3,38.4,44.8,31.9,36.3,40.5,33.7,32.2,,,7.71,8.86,8.43,7.72,8.54,7.57,8.33,7.87,10.3,9.17
Tax Rate,30.4%,6.5%,18.8%,21.1%,-5.6%,13.3%,20.0%,20.1%,,,20.0%,20.0%,19.9%,19.9%,20.2%,20.1%,21.8%,102.8%,16.7%,20.2%
Current Ratio,8.15,4.75,3.50,32.3,4.33,17.3,17.5,31.2,,,20.5,13.0,17.5,21.7,14.8,13.7,31.2,22.9,3.52,27.9
Quick Ratio,2.67,1.49,0.89,3.03,0.47,6.54,6.36,10.3,,,7.17,5.47,6.36,8.09,6.60,4.51,10.3,10.1,1.09,11.8
Days Inventory Outstanding,152.8,100.5,118.5,153.9,143.3,129.7,86.6,72.4,,,98.1,59.0,59.4,62.1,51.7,76.3,92.0,51.9,75.6,103.7
Days Sale Outstanding,63.3,54.9,49.8,17.0,21.5,63.2,65.7,60.5,,,70.6,75.1,65.7,70.6,77.8,60.9,60.5,81.4,80.3,84.4
Days Payable Outstanding,3.14,17.8,44.4,38.5,11.1,12.6,5.99,4.02,,,3.71,6.24,7.75,4.20,5.01,9.49,6.69,2.14,38.0,39.1
Cash Conversion Cycle,212.6,120.0,111.9,193.5,142.5,164.1,146.9,134.8,,,183.6,118.1,124.2,129.2,115.9,136.1,151.4,120.3,84.7,183.2
Debt to Asset Ratio,0.064,0.12,0.17,0.017,0.13,0.035,0.036,0.022,,,0.031,0.047,0.036,0.030,0.042,0.046,0.022,0.029,0.19,0.026
Debt to Equity Ratio,0.068,0.13,0.21,0.018,0.15,0.037,0.038,0.023,,,0.032,0.050,0.038,0.031,0.044,0.048,0.023,0.030,0.23,0.027
Interest Coverage Ratio,25.6,,50.7,1.19,,146.8,181.0,138.7,,,118.6,542.0,964.9,537.6,217.5,73.1,93.2,44.1,682.1,182.5
Cash and Short Term Investments,160.5,18.9,238.7,118.6,121.8,67.3,346.9,277.9,,,366.7,346.4,346.9,383.7,315.1,168.6,277.9,482.1,356.5,214.6
"Total Receivables, Net",339.4,361.6,360.6,89.9,121.2,425.9,419.1,369.4,,,401.2,483.6,419.1,432.6,508.1,383.2,369.4,504.5,475.0,492.0
