,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.36,2.16,2.08,4.04,3.76,4.12,2.49,1.51,,,4.12,3.57,2.96,2.33,2.32,2.05,1.82,1.74,1.40,1.26
Earnings per Share,-0.12,-0.028,0.000,-0.018,0.24,0.32,0.21,0.028,,,0.063,0.047,0.027,0.019,0.019,0.003,-0.012,0.000,0.002,0.025
Revenue per Share,2.00,2.25,2.13,2.82,3.32,2.82,2.77,2.79,,,0.73,0.71,0.64,0.70,0.61,0.77,0.71,0.64,0.75,0.75
Dividend per Share,,,,,0.094,0.17,0.094,0.026,,,,,0.094,,,,0.026,,,
Capital Expenditures per Share,0.019,0.023,0.066,0.025,0.072,0.34,0.35,0.086,,,0.084,0.039,0.040,0.033,0.012,0.017,0.024,0.014,0.30,0.023
Book Value per Share,1.26,1.23,1.26,1.24,1.74,2.12,2.15,2.09,,,2.08,2.12,2.15,2.17,2.09,2.10,2.09,2.09,2.06,2.09
Price to Earnings Ratio,,,"4,064",,10.7,13.3,13.0,60.3,,,14.0,15.4,13.0,13.0,18.8,25.7,60.4,163.0,,80.2
Price to Book Value Ratio,0.64,1.41,1.07,2.38,1.43,2.01,1.18,0.82,,,1.81,1.54,1.18,0.88,1.06,0.78,0.82,0.74,0.55,0.60
EV to EBITDA,23.8,10.6,17.2,78.4,10.5,13.0,10.3,14.4,,,13.3,11.4,10.3,9.43,11.2,12.4,14.4,17.1,14.9,9.96
Dividend Payout Ratio,,,,,39.6%,53.9%,45.7%,91.4%,,,,,45.7%,,,,91.5%,,,
Common Shares Outstanding,349.9,349.9,349.9,349.9,349.9,437.4,437.4,437.4,,,437.4,437.4,437.4,437.4,437.4,437.4,437.4,437.4,437.4,437.4
Total Revenue,701.1,786.3,746.4,987.8,"1,163","1,234","1,211","1,220",,,318.4,308.8,277.9,304.1,267.8,337.0,311.1,280.3,326.8,328.8
"Cost of Revenue, Total",617.1,645.9,623.9,850.5,959.2,952.7,956.7,"1,052",,,253.2,250.7,221.3,254.7,238.1,298.3,268.5,238.1,280.7,255.5
Gross Profit,84.0,140.4,122.5,137.3,203.6,281.2,254.1,167.8,,,65.2,58.1,56.6,49.4,29.7,38.7,42.6,42.3,46.1,73.2
"Selling/General/Administrative Expenses, Total",108.1,107.3,113.5,150.6,109.7,137.0,132.9,126.3,,,30.4,27.9,40.9,33.3,16.8,28.9,39.9,31.9,35.3,49.7
Operating Income,-24.1,33.0,8.97,-13.3,93.8,144.2,121.2,41.6,,,34.8,30.2,15.7,16.1,13.0,9.89,2.69,10.4,10.8,23.5
Net Income,-43.2,-9.70,0.12,-6.27,83.3,133.8,90.3,12.3,,,27.6,20.6,11.9,8.11,8.39,1.13,-5.32,0.12,0.72,11.1
EBITDA,20.5,70.0,41.6,14.2,116.6,174.2,169.5,99.3,,,46.3,43.5,29.4,30.2,27.5,24.4,17.2,27.7,28.6,42.2
Gross Profit Margin,12.0%,17.9%,16.4%,13.9%,17.5%,22.8%,21.0%,13.8%,,,20.5%,18.8%,20.4%,16.2%,11.1%,11.5%,13.7%,15.1%,14.1%,22.3%
Operating Margin,-3.4%,4.2%,1.2%,-1.4%,8.1%,11.7%,10.0%,3.4%,,,10.9%,9.8%,5.7%,5.3%,4.8%,2.9%,0.9%,3.7%,3.3%,7.1%
Net Profit Margin,-6.2%,-1.2%,0.0%,-0.6%,7.2%,10.8%,7.5%,1.0%,,,8.7%,6.7%,4.3%,2.7%,3.1%,0.3%,-1.7%,0.0%,0.2%,3.4%
Return on Assets,-4.0%,-1.0%,0.0%,-0.7%,7.7%,9.7%,5.5%,0.7%,,,7.0%,5.4%,5.0%,3.8%,2.6%,1.5%,0.6%,0.2%,-0.1%,0.3%
