,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.04,1.26,2.43,2.69,1.97,3.46,2.78,1.61,,,4.07,4.40,3.26,2.24,2.13,2.05,1.87,1.79,1.77,1.41
Earnings per Share,0.053,0.092,0.10,0.092,0.084,0.033,0.14,0.13,,,0.039,0.042,0.024,0.036,0.032,0.035,0.036,0.034,0.024,0.025
Revenue per Share,0.27,0.34,0.27,0.32,0.35,0.32,0.42,0.48,,,0.12,0.11,0.11,0.10,0.11,0.13,0.14,0.15,0.15,0.16
Dividend per Share,0.050,0.080,0.030,0.080,,0.050,0.040,,,,,,0.040,,,,,,,
Capital Expenditures per Share,0.030,0.027,0.008,0.022,0.009,0.008,0.015,0.015,,,0.007,0.005,0.002,0.003,0.002,0.003,0.006,0.010,0.007,0.010
Book Value per Share,1.16,1.16,1.14,1.15,1.24,1.38,1.49,1.59,,,1.42,1.47,1.49,1.53,1.51,1.55,1.59,1.62,1.64,1.67
Price to Earnings Ratio,14.4,13.3,9.44,32.1,21.4,56.2,23.4,13.2,,,26.1,27.7,22.8,14.6,14.2,14.9,12.4,11.0,12.3,10.4
Price to Book Value Ratio,0.63,1.03,0.89,1.82,1.37,1.85,1.59,1.05,,,2.83,2.75,1.59,1.11,1.41,1.00,1.05,0.98,0.95,0.70
EV to EBITDA,20.3,19.0,16.1,32.0,26.7,43.2,29.2,28.1,,,27.8,32.6,29.2,24.7,25.9,29.2,28.1,26.8,28.2,29.0
Dividend Payout Ratio,95.0%,87.2%,29.2%,86.9%,,151.1%,29.1%,,,,,,28.3%,,,,,,,
Common Shares Outstanding,410.0,410.0,594.8,594.8,594.8,798.4,923.6,"1,109",,,798.4,923.6,923.6,"1,109","1,109","1,109","1,109","1,109","1,109","1,109"
Total Revenue,103.0,129.1,145.7,171.3,177.1,223.9,362.4,458.2,,,90.2,95.2,95.3,98.1,102.0,121.5,136.6,131.8,136.3,130.0
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,84.4,105.7,116.8,141.0,149.3,198.5,314.4,412.4,,,74.1,83.8,84.9,86.3,91.6,110.0,124.4,120.9,125.6,114.8
"Selling/General/Administrative Expenses, Total",73.6,79.1,87.7,102.1,111.6,178.2,198.9,281.9,,,46.1,48.3,62.0,59.6,63.1,76.5,82.7,85.7,102.1,101.2
