,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,35.1,41.6,35.4,35.0,41.5,53.8,55.4,56.8,,,51.6,57.9,57.5,53.1,53.0,54.0,55.8,56.9,58.4,56.0
Earnings per Share,3.91,3.83,7.34,4.24,4.61,5.16,6.01,6.74,,,1.44,1.53,1.66,1.63,1.76,1.60,1.74,1.76,1.66,2.16
Revenue per Share,27.3,28.0,43.9,33.1,34.2,34.9,36.5,38.4,,,9.01,9.37,9.64,9.41,9.75,8.94,9.95,9.73,10.0,10.4
Dividend per Share,1.20,1.40,1.60,1.60,1.80,2.00,2.20,2.60,,,0.90,0.00,1.30,0.00,1.00,0.00,1.60,0.00,1.20,
Capital Expenditures per Share,1.10,0.81,0.60,0.92,0.91,1.09,0.56,0.42,,,0.085,0.20,0.21,0.049,0.087,0.069,0.21,0.074,0.084,0.13
Book Value per Share,29.9,34.1,39.3,42.6,45.2,48.8,53.2,57.1,,,50.8,51.6,53.2,54.8,54.7,55.4,57.1,59.2,60.7,61.7
Price to Earnings Ratio,7.29,11.8,4.36,8.25,8.24,9.40,9.28,8.28,,,8.43,9.72,9.30,8.23,8.17,8.01,8.28,7.73,8.36,7.62
Price to Book Value Ratio,1.12,1.30,0.92,0.82,0.83,0.99,1.01,0.95,,,0.96,1.09,1.01,0.85,0.98,0.90,0.95,0.94,0.94,0.87
EV to EBITDA,1.46,5.69,3.90,6.37,12.6,9.63,7.17,5.59,,,10.1,4.42,7.17,2.45,5.20,4.61,5.59,2.49,6.14,2.67
Dividend Payout Ratio,30.7%,36.6%,21.8%,37.7%,39.0%,38.8%,36.6%,38.6%,,,16.2%,0.0%,21.7%,0.0%,15.2%,0.0%,23.8%,0.0%,17.8%,
Common Shares Outstanding,"1,278","1,278","1,206","1,206","1,165","1,165","1,165","1,150",,,"1,165","1,165","1,165","1,165","1,165","1,165","1,150","1,146","1,146","1,146"
Total Revenue,"32,848","32,882","41,562","32,824","31,295","34,489","36,336","39,390",,,"9,124","9,217","8,916","9,528","9,908","9,186","10,768","10,159","10,529","10,813"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"32,848","32,882","41,562","32,824","31,295","34,489","36,336","39,390",,,"9,124","9,217","8,916","9,528","9,908","9,186","10,768","10,159","10,529","10,813"
"Selling/General/Administrative Expenses, Total","10,917","10,651","10,667","11,035","11,230","11,958","12,295","11,515",,,"3,290","3,035","2,885","2,956","2,921","2,728","2,910","3,013","3,588","3,140"
Operating Income,"11,908","10,986","20,938","12,994","11,286","13,464","15,500","18,411",,,"3,610","3,978","4,278","4,100","4,762","4,709","4,840","5,107","4,735","5,671"
Net Income,"5,002","6,104","9,231","5,120","5,437","6,013","7,001","7,839",,,"1,675","1,788","1,935","1,899","2,051","1,870","2,020","2,016","1,899","2,472"
EBITDA,"14,300","12,996","22,766","14,712","13,019","15,243","17,141","19,834",,,"4,350","4,033","4,729","4,465","5,478","4,740","5,152","5,441","5,063","6,100"
Gross Profit Margin,94.1%,91.9%,78.4%,82.2%,78.4%,84.7%,85.4%,89.2%,,,87.0%,84.5%,79.4%,86.9%,87.3%,88.2%,94.1%,91.1%,91.7%,90.8%
Operating Margin,34.1%,30.7%,39.5%,32.6%,28.3%,33.1%,36.4%,41.7%,,,34.4%,36.5%,38.1%,37.4%,41.9%,45.2%,42.3%,45.8%,41.2%,47.6%
Net Profit Margin,15.2%,18.6%,22.2%,15.6%,17.4%,17.4%,19.3%,19.9%,,,18.4%,19.4%,21.7%,19.9%,20.7%,20.4%,18.8%,19.8%,18.0%,22.9%
Return on Assets,0.6%,0.6%,0.9%,0.5%,0.5%,0.6%,0.7%,0.8%,,,0.7%,0.7%,0.7%,0.7%,0.7%,0.8%,0.8%,0.7%,0.7%,0.8%
Return on Equity,13.1%,14.0%,19.5%,10.0%,10.3%,10.6%,11.3%,11.9%,,,2.8%,3.0%,3.1%,3.0%,3.2%,2.9%,3.1%,3.0%,2.7%,3.5%
Return on Total Capital,6.1%,5.6%,8.0%,4.5%,3.5%,4.3%,4.6%,5.4%,,,4.0%,6.0%,4.6%,6.5%,4.9%,6.4%,5.4%,6.7%,5.2%,5.9%
SG&A to Sale,31.3%,29.8%,20.1%,27.7%,28.1%,29.4%,28.9%,26.1%,,,31.4%,27.8%,25.7%,27.0%,25.7%,26.2%,25.4%,27.0%,31.3%,26.4%
Depreciation & Amortisation,"1,756","1,471","1,314","1,246","1,272","1,328","1,259","1,107",,,392.6,402.6,68.7,364.3,376.7,370.2,-3.75,333.9,197.4,560.5
Tax Rate,26.3%,21.5%,20.5%,19.7%,2.0%,6.3%,7.5%,14.1%,,,5.4%,8.5%,7.1%,4.6%,13.0%,19.5%,18.1%,20.5%,19.6%,18.6%
Current Ratio,0.16,0.15,0.14,0.15,0.14,0.13,0.19,0.18,,,0.14,0.18,0.19,0.22,0.22,0.17,0.18,0.21,0.19,0.23
Quick Ratio,0.090,0.097,0.086,0.092,0.084,0.074,0.13,0.13,,,0.081,0.13,0.13,0.17,0.17,0.11,0.13,0.15,0.12,0.19
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,21.3,73.4,23.2,28.1,34.3,41.2,55.0,53.4,,,41.7,90.2,55.0,86.8,95.4,72.4,53.4,62.6,71.0,54.8
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,33.1,47.1,36.4,29.4,31.2,37.4,47.2,53.2,,,45.3,65.6,72.2,70.2,90.2,84.4,62.7,57.8,66.7,61.7
Debt to Asset Ratio,0.92,0.92,0.91,0.90,0.89,0.88,0.87,0.87,,,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.86
