,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,12.5,17.7,21.9,19.5,16.9,16.7,16.4,15.5,,,15.9,16.0,16.9,17.0,15.4,15.3,16.4,15.0,15.7,15.8
Earnings per Share,0.84,0.80,0.70,0.85,0.54,0.78,0.91,0.028,,,0.11,0.39,0.19,-0.020,0.094,-0.044,-0.002,0.12,0.90,0.069
Revenue per Share,8.63,8.97,9.30,9.33,10.1,11.3,12.1,9.56,,,2.52,3.97,2.80,2.29,2.53,2.43,2.31,2.58,2.51,2.44
Dividend per Share,0.60,0.65,1.30,0.85,0.55,0.70,0.70,,,,0.15,0.00,0.55,,,,,,0.68,0.00
Capital Expenditures per Share,0.086,0.18,0.28,0.68,0.88,1.41,1.46,3.17,,,0.30,0.59,0.34,0.86,1.72,0.13,0.47,0.10,0.051,0.053
Book Value per Share,6.10,6.40,6.45,6.00,5.61,5.65,5.85,5.27,,,5.46,5.71,5.85,5.83,5.37,5.28,5.27,5.40,6.33,5.72
Price to Earnings Ratio,11.7,22.9,27.6,26.3,28.0,21.3,17.3,494.8,,,21.8,18.0,17.3,25.3,23.5,64.5,494.8,77.9,13.9,12.7
Price to Book Value Ratio,1.58,2.47,2.73,3.33,2.53,2.97,2.70,2.81,,,2.80,2.73,2.70,2.75,2.61,2.94,2.81,2.45,2.16,2.43
EV to EBITDA,2.62,7.69,10.6,14.3,11.1,10.1,9.29,20.9,,,13.1,11.3,9.29,11.3,11.9,13.6,20.9,17.0,28.4,26.6
Dividend Payout Ratio,71.2%,81.4%,186.8%,100.0%,102.6%,90.3%,76.8%,,,,22.1%,0.0%,60.3%,,,,,,69.5%,0.0%
Common Shares Outstanding,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Total Revenue,949.5,987.1,"1,023","1,026","1,106","1,242","1,333","1,052",,,276.8,436.6,308.3,252.3,278.1,267.5,254.2,284.2,276.1,268.4
"Cost of Revenue, Total",692.8,747.2,788.3,784.4,882.9,981.0,"1,013",873.0,,,221.6,309.7,249.5,207.9,226.6,224.3,214.2,222.8,252.7,209.9
Gross Profit,256.8,239.9,234.3,242.1,223.0,260.9,319.9,179.0,,,55.2,126.9,58.8,44.4,51.5,43.1,40.0,61.4,23.4,58.5
"Selling/General/Administrative Expenses, Total",131.3,142.4,152.2,153.2,150.7,163.6,192.6,163.0,,,44.4,67.6,27.5,42.6,39.5,42.9,38.8,43.8,54.2,45.8
Operating Income,125.5,97.5,82.1,88.8,72.3,97.3,127.3,16.0,,,10.7,59.3,31.3,1.78,12.0,0.29,1.17,17.6,-30.8,12.8
