,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,69.9,79.5,81.1,83.5,74.6,75.3,77.4,61.4,,,74.4,84.9,79.8,74.4,73.8,71.3,70.9,67.3,62.0,55.6
Earnings per Share,7.87,4.93,3.78,4.58,5.09,3.80,4.22,5.91,,,1.12,1.16,1.02,1.57,2.06,1.41,0.87,1.15,0.60,0.13
Revenue per Share,263.2,76.1,83.3,92.1,98.5,82.4,85.0,90.6,,,21.7,21.3,21.8,19.9,22.3,21.0,23.4,21.5,22.5,21.6
Dividend per Share,3.00,2.43,2.43,2.75,2.75,2.75,2.20,2.50,,,,,2.20,,,,2.50,,,
Capital Expenditures per Share,0.75,3.34,3.57,9.57,8.00,4.78,2.82,2.52,,,0.53,1.07,0.89,0.42,0.79,0.58,0.73,0.38,0.55,0.66
Book Value per Share,51.0,23.8,25.2,27.3,28.8,25.4,29.0,32.7,,,24.7,25.9,29.0,30.5,30.4,31.8,32.7,33.8,31.9,31.9
Price to Earnings Ratio,11.6,14.8,19.0,18.0,16.2,15.9,17.6,11.7,,,21.3,17.5,17.6,13.9,12.5,11.5,11.7,11.8,14.1,17.9
Price to Book Value Ratio,0.84,3.10,2.86,2.96,2.83,2.47,2.49,2.14,,,3.08,3.16,2.49,2.15,2.35,2.15,2.14,1.86,1.91,1.58
EV to EBITDA,6.22,10.2,11.7,12.0,11.3,13.0,12.7,8.63,,,12.2,13.2,12.7,10.7,9.05,8.63,8.63,8.79,9.71,10.4
Dividend Payout Ratio,38.1%,49.2%,64.3%,60.0%,54.0%,72.3%,52.2%,42.3%,,,,,52.2%,,,,42.3%,,,
Common Shares Outstanding,6.46,24.3,24.3,24.3,24.3,32.3,32.3,32.3,,,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3,32.3
Total Revenue,"1,700","1,846","2,019","2,233","2,390","2,663","2,748","2,929",,,700.6,689.1,705.0,642.5,721.7,678.1,757.5,696.6,728.8,696.9
"Cost of Revenue, Total","1,232","1,281","1,438","1,523","1,615","1,875","1,895","1,959",,,486.2,469.8,483.6,455.5,494.9,486.1,522.0,501.8,537.3,520.4
Gross Profit,468.4,565.3,581.3,709.9,775.0,788.7,853.2,970.9,,,214.4,219.4,221.4,187.1,226.8,192.0,235.4,194.9,191.5,176.5
"Selling/General/Administrative Expenses, Total",348.4,410.5,445.9,555.0,603.7,651.5,665.7,714.7,,,164.6,167.1,175.7,128.6,136.3,132.5,199.6,143.1,158.6,141.1
Operating Income,119.9,154.9,135.5,154.9,171.4,137.2,187.6,256.2,,,49.7,52.3,45.7,58.5,90.6,59.5,35.9,51.8,32.9,35.4
Net Income,50.8,95.2,91.6,111.1,123.5,109.2,136.4,191.3,,,36.3,37.7,33.1,50.8,66.7,45.5,28.3,37.1,19.6,4.24
