,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.03,4.98,4.53,3.25,3.32,2.88,1.75,0.67,,,2.98,2.69,2.42,2.05,2.01,1.46,0.80,0.82,0.83,0.61
Earnings per Share,-0.89,-0.41,-0.35,-0.22,-0.26,-0.85,-1.52,-0.45,,,-0.26,-0.20,-0.77,-0.28,0.029,-0.10,-0.091,-0.31,-0.32,-0.098
Revenue per Share,4.26,4.43,4.00,3.11,2.91,2.57,2.44,2.21,,,0.61,0.62,0.57,0.45,0.49,0.60,0.62,0.41,0.42,0.54
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.033,9.50,0.18,0.074,0.16,0.27,0.021,0.31,,,0.004,0.009,0.002,0.026,0.28,0.005,0.003,0.004,0.11,0.10
Book Value per Share,7.57,4.52,4.53,4.33,4.47,3.58,1.82,1.36,,,2.86,2.61,1.82,1.46,1.59,1.45,1.36,1.03,0.68,0.58
Price to Earnings Ratio,,,,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.43,1.01,1.01,0.81,0.74,0.79,1.18,0.48,,,0.94,0.92,1.18,1.19,1.18,0.42,0.48,0.53,0.95,0.71
EV to EBITDA,4.89,11.4,18.9,11.7,11.8,23.1,-130.1,13.6,,,18.4,20.9,-130.1,-60.8,-65.1,-96.0,13.6,14.6,9.00,20.8
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,83.5,83.5,105.9,138.2,138.2,138.2,138.2,138.2,,,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2,138.2
Total Revenue,355.4,369.4,424.1,429.3,402.3,354.8,336.8,305.4,,,84.5,85.1,78.5,62.4,67.4,83.6,85.7,57.4,58.4,75.0
"Cost of Revenue, Total",280.7,287.0,359.7,348.9,359.8,360.5,331.4,270.7,,,85.5,81.0,78.9,64.1,62.2,71.0,73.5,71.2,62.2,66.5
Gross Profit,74.7,82.4,64.3,80.4,42.5,-5.73,5.40,34.6,,,-1.04,4.12,-0.47,-1.67,5.23,12.6,12.2,-13.9,-3.81,8.52
"Selling/General/Administrative Expenses, Total",65.8,65.3,69.2,61.7,59.4,59.1,136.9,50.9,,,14.9,14.3,92.4,13.4,12.8,12.4,12.4,12.7,17.5,11.6
Operating Income,8.88,17.1,-4.88,18.7,-16.9,-64.8,-131.5,-16.3,,,-15.9,-10.2,-92.9,-15.1,-7.52,0.21,-0.17,-26.6,-21.3,-3.10
Net Income,-73.3,-33.7,-30.1,-28.4,-35.8,-117.1,-209.4,-61.0,,,-36.2,-27.1,-106.6,-38.8,4.13,-13.9,-12.4,-43.1,-43.6,-13.4
EBITDA,113.5,115.2,107.2,136.9,106.5,63.3,-9.50,84.3,,,15.5,20.4,-65.1,9.83,17.0,25.9,25.4,-1.68,3.41,21.0
Gross Profit Margin,21.0%,22.3%,15.2%,18.7%,10.6%,-1.6%,1.6%,11.3%,,,-1.2%,4.8%,-0.6%,-2.7%,7.8%,15.1%,14.3%,-24.2%,-6.5%,11.4%
Operating Margin,2.5%,4.6%,-1.2%,4.4%,-4.2%,-18.3%,-39.0%,-5.3%,,,-18.8%,-12.0%,-118.4%,-24.1%,-11.2%,0.3%,-0.2%,-46.3%,-36.5%,-4.1%
Net Profit Margin,-20.6%,-9.1%,-7.1%,-6.6%,-8.9%,-33.0%,-62.2%,-20.0%,,,-42.8%,-31.8%,-135.8%,-62.2%,6.1%,-16.6%,-14.4%,-75.1%,-74.7%,-17.9%
Return on Assets,-3.7%,-1.6%,-1.3%,-1.2%,-1.5%,-5.1%,-10.4%,-3.5%,,,-6.0%,-5.7%,-11.1%,-11.9%,-9.5%,-8.7%,-3.5%,-3.8%,-6.9%,-6.9%
Return on Equity,-11.6%,-9.0%,-6.3%,-4.7%,-5.8%,-23.7%,-83.2%,-32.3%,,,-9.1%,-7.5%,-42.4%,-19.2%,1.9%,-6.9%,-6.6%,-30.4%,-46.1%,-16.7%
Return on Total Capital,-10.9%,-3.3%,-1.8%,-2.1%,-2.9%,-10.1%,-26.3%,-7.8%,,,-13.1%,-8.9%,-26.3%,-28.9%,-21.9%,-19.5%,-7.8%,-9.7%,-95.1%,-19.0%
SG&A to Sale,18.5%,17.7%,16.3%,14.4%,14.8%,16.7%,40.6%,16.7%,,,17.6%,16.9%,117.8%,21.4%,18.9%,14.8%,14.5%,22.1%,30.0%,15.5%
Depreciation & Amortisation,104.6,98.2,112.1,118.2,123.3,128.1,122.0,100.6,,,31.4,30.6,27.8,24.9,24.5,25.6,25.6,24.9,24.7,24.1
Tax Rate,0.0%,-3.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,0.012,0.020,0.20,0.13,0.10,0.11,0.090,0.13,,,0.10,0.17,0.090,0.12,0.11,0.13,0.13,0.12,0.073,0.11
Quick Ratio,0.005,0.004,0.028,0.007,0.005,0.005,0.005,0.006,,,0.004,0.009,0.005,0.003,0.004,0.004,0.006,0.004,0.002,0.004
Days Inventory Outstanding,7.89,11.9,47.9,84.2,80.6,78.5,78.3,85.1,,,77.5,79.5,76.3,74.6,76.6,80.6,83.1,83.5,82.3,79.7
Days Sale Outstanding,6.97,4.22,13.5,4.84,3.98,4.35,3.99,5.17,,,3.76,4.64,3.99,3.31,3.91,3.68,5.28,3.69,3.92,4.58
Days Payable Outstanding,34.5,40.8,48.2,61.2,59.9,62.9,63.8,62.4,,,65.9,61.0,57.7,57.0,69.1,71.9,57.8,55.6,55.2,67.0
Cash Conversion Cycle,-21.8,-27.6,-3.85,33.2,23.9,18.4,25.7,35.5,,,18.8,27.0,23.8,25.9,-0.69,24.8,33.0,30.2,33.7,3.74
Debt to Asset Ratio,0.67,0.79,0.75,0.68,0.67,0.70,0.76,0.79,,,0.72,0.73,0.76,0.79,0.78,0.79,0.79,0.82,0.84,0.85
Debt to Equity Ratio,2.05,4.91,3.78,2.61,2.57,3.16,5.44,7.28,,,3.74,3.98,5.44,6.67,6.53,6.91,7.28,9.68,14.3,17.4
Interest Coverage Ratio,0.19,0.44,,0.47,,,,,,,,,,,,0.018,,,,
Cash and Short Term Investments,0.59,4.47,12.6,11.2,13.1,12.0,1.53,30.3,,,11.3,1.43,1.53,30.7,33.5,30.3,30.3,30.3,30.3,30.3
"Total Receivables, Net",6.79,4.27,15.7,5.70,4.39,4.23,3.68,4.33,,,3.63,4.48,3.68,2.81,3.14,2.94,4.33,2.97,3.06,3.47
Total Inventory,4.80,13.9,80.5,80.4,78.6,76.5,65.6,60.6,,,74.4,72.9,65.6,60.9,59.3,62.6,60.6,66.4,58.8,60.6
Total Current Assets,15.4,24.4,112.5,99.1,96.3,93.1,72.5,95.7,,,91.5,81.0,72.5,94.7,96.2,96.6,95.7,100.4,95.1,95.3
"Property/Plant/Equipment, Total - Net","1,878","2,284","2,274","2,175","2,248","2,105","1,680","1,593",,,"1,924","1,856","1,680","1,581","1,688","1,620","1,593","1,533","1,466","1,441"
Total Assets,"1,934","2,346","2,426","2,311","2,387","2,245","1,795","1,734",,,"2,057","1,979","1,795","1,717","1,826","1,760","1,734","1,683","1,613","1,640"
Accounts Payable,28.7,35.4,59.6,57.5,60.5,63.8,52.0,40.5,,,60.4,52.7,52.0,44.7,63.6,45.2,40.5,44.0,40.0,60.4
Accrued Expenses,35.5,59.7,70.0,59.9,72.8,87.8,89.6,107.9,,,102.7,98.8,89.6,93.3,103.2,104.8,107.9,127.4,134.4,174.7
Debt Due,"1,087",990.8,382.7,607.0,741.0,635.5,585.2,521.4,,,653.1,250.8,585.2,604.6,614.5,531.8,521.4,559.3,"1,044",605.2
Total Current Liabilities,"1,238","1,194",570.2,781.7,948.0,881.3,802.8,762.2,,,895.8,480.6,802.8,810.4,861.2,770.9,762.2,829.3,"1,308",862.5
Long Term Debt,42.1,640.4,"1,222",763.1,623.1,661.5,545.2,593.8,,,562.3,935.2,545.2,518.8,548.6,595.6,593.8,527.0,24.2,512.9
Total Liabilities,"1,294","1,850","1,812","1,562","1,591","1,564","1,369","1,372",,,"1,480","1,438","1,369","1,350","1,431","1,386","1,372","1,373","1,354","1,394"
Common Stock,250.4,250.4,317.7,414.7,414.7,414.7,414.7,414.7,,,414.7,414.7,414.7,414.7,414.7,414.7,414.7,414.7,414.7,414.7
Additional Paid-In Capital,,,33.7,82.2,82.2,82.2,82.2,82.2,,,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2,82.2
Retained Earnings (Accumulated Deficit),381.4,347.7,317.6,289.1,253.3,136.2,-72.3,-133.3,,,60.4,33.4,-72.3,-111.2,-107.1,-120.9,-133.3,-176.4,-220.0,-233.4
Shareholders' Equity,631.8,376.8,479.3,598.9,618.4,495.1,251.6,188.6,,,395.6,361.3,251.6,202.2,219.2,200.5,188.6,141.8,94.6,80.3
Cash from Operating Activities,116.7,138.0,49.7,133.2,150.6,87.9,-17.7,81.6,,,3.57,0.99,-32.8,-8.26,57.1,16.6,16.0,14.2,-7.00,-44.4
