,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.30,11.6,8.45,6.61,7.83,15.1,12.5,8.02,,,13.7,17.1,15.4,9.01,8.16,6.05,6.58,9.11,10.1,9.55
Earnings per Share,0.26,0.43,0.44,0.39,0.36,0.48,0.53,-0.31,,,0.16,0.14,0.10,-0.21,0.049,0.003,-0.15,0.13,0.15,0.14
Revenue per Share,9.11,8.86,10.7,9.88,10.5,11.8,13.9,13.9,,,3.34,3.39,3.95,3.43,3.51,3.30,3.61,3.03,2.93,2.95
Dividend per Share,0.19,0.26,0.21,0.28,0.27,0.028,0.40,,,,0.15,0.00,0.26,,,,,,0.021,0.00
Capital Expenditures per Share,0.27,0.47,0.28,0.19,0.16,0.40,0.49,0.32,,,0.097,0.082,0.089,0.082,0.074,0.093,0.076,0.085,0.053,0.057
Book Value per Share,1.04,1.75,1.94,2.10,3.09,3.24,3.57,3.14,,,3.50,3.50,3.57,3.44,3.17,3.22,3.14,3.27,3.46,3.59
Price to Earnings Ratio,13.9,25.5,19.6,19.4,13.2,24.7,27.4,,,,22.3,26.3,27.3,45.8,87.4,,,233.2,72.2,35.3
Price to Book Value Ratio,2.96,6.16,4.64,2.89,1.65,3.32,2.84,2.08,,,3.84,4.17,2.84,2.08,2.34,1.19,2.08,2.70,2.72,2.32
EV to EBITDA,19.5,23.9,31.1,26.3,30.9,31.7,35.2,32.2,,,29.2,29.7,35.2,29.8,28.1,25.5,32.2,21.4,22.1,19.9
Dividend Payout Ratio,70.2%,60.9%,48.0%,71.6%,76.4%,5.9%,75.8%,,,,25.9%,0.0%,48.3%,,,,,,15.8%,0.0%
Common Shares Outstanding,648.2,896.9,906.6,906.6,906.6,906.6,906.6,906.6,,,906.6,906.6,906.6,906.6,906.6,906.6,906.6,906.6,906.6,906.6
Total Revenue,"5,908","7,944","9,665","8,957","9,511","10,715","12,634","12,562",,,"3,031","3,070","3,579","3,113","3,184","2,995","3,270","2,743","2,656","2,673"
"Cost of Revenue, Total","5,203","6,884","8,334","7,600","8,057","8,733","10,088","9,677",,,"2,397","2,474","2,833","2,455","2,417","2,241","2,565","1,965","1,894","1,880"
Gross Profit,704.5,"1,059","1,331","1,357","1,454","1,983","2,546","2,885",,,633.9,596.1,746.8,658.1,766.8,754.5,705.6,778.1,762.6,792.5
"Selling/General/Administrative Expenses, Total",582.3,793.6,"1,099","1,127","1,326","1,690","2,039","2,766",,,477.1,451.5,600.8,755.5,630.0,684.2,696.3,564.3,556.8,575.0
Operating Income,246.3,407.8,508.8,502.5,566.4,788.8,"1,096",445.4,,,330.2,297.9,245.9,23.6,212.0,154.0,55.8,332.4,329.1,353.3
Net Income,171.6,340.8,400.2,328.7,322.6,438.3,490.2,-277.1,,,148.1,130.8,96.0,-187.3,44.5,2.62,-137.0,118.3,137.0,124.6
EBITDA,275.7,456.1,603.8,646.9,737.3,"1,001","1,396",792.8,,,404.3,374.8,325.2,104.0,298.7,243.5,146.6,420.6,417.6,441.5
Gross Profit Margin,11.9%,13.3%,13.8%,15.1%,15.3%,18.5%,20.1%,23.0%,,,20.9%,19.4%,20.9%,21.1%,24.1%,25.2%,21.6%,28.4%,28.7%,29.7%
Operating Margin,4.2%,5.1%,5.3%,5.6%,6.0%,7.4%,8.7%,3.5%,,,10.9%,9.7%,6.9%,0.8%,6.7%,5.1%,1.7%,12.1%,12.4%,13.2%
Net Profit Margin,2.9%,4.3%,4.1%,3.7%,3.4%,4.1%,3.9%,-2.2%,,,4.9%,4.3%,2.7%,-6.0%,1.4%,0.1%,-4.2%,4.3%,5.2%,4.7%
Return on Assets,11.0%,13.1%,9.8%,6.1%,4.2%,3.9%,3.3%,-1.5%,,,3.6%,3.8%,3.2%,1.1%,0.4%,-0.2%,-1.5%,0.1%,0.6%,1.2%
Return on Equity,25.5%,21.7%,22.7%,17.2%,11.5%,14.9%,15.2%,-9.7%,,,4.7%,4.1%,3.0%,-6.0%,1.5%,0.1%,-4.8%,4.0%,4.4%,3.8%
Return on Total Capital,22.8%,19.3%,19.3%,14.0%,7.9%,7.8%,5.0%,-2.9%,,,8.2%,6.9%,5.0%,1.7%,0.8%,-0.4%,-2.9%,0.3%,1.1%,2.3%
SG&A to Sale,9.9%,10.0%,11.4%,12.6%,13.9%,15.8%,16.1%,22.0%,,,15.7%,14.7%,16.8%,24.3%,19.8%,22.8%,21.3%,20.6%,21.0%,21.5%
Depreciation & Amortisation,29.4,48.3,95.1,144.4,170.9,211.7,300.1,347.4,,,74.1,76.8,79.3,80.3,86.7,89.5,90.8,88.2,88.6,88.2
Tax Rate,29.5%,22.1%,17.8%,20.2%,20.2%,19.2%,16.9%,-88.4%,,,22.5%,21.4%,15.2%,-13.6%,18.0%,-12.1%,-21.9%,23.0%,17.5%,19.0%
Current Ratio,1.09,1.20,1.03,0.59,0.68,0.87,1.54,1.21,,,0.90,1.18,1.54,1.57,1.45,1.37,1.21,1.23,1.22,1.11
Quick Ratio,0.40,0.46,0.36,0.20,0.26,0.51,0.90,0.76,,,0.54,0.78,0.90,0.86,0.84,0.90,0.76,0.79,0.72,0.76
Days Inventory Outstanding,34.2,37.3,47.2,56.7,54.3,51.5,57.7,63.1,,,68.9,56.8,60.7,74.1,75.4,62.3,49.6,48.1,45.8,42.6
Days Sale Outstanding,22.3,30.5,31.6,29.2,40.3,105.8,128.9,155.7,,,109.9,117.5,128.9,140.9,159.3,156.5,155.7,161.5,161.9,162.4
Days Payable Outstanding,9.38,10.6,13.5,19.2,12.8,13.1,15.8,21.0,,,20.7,14.5,15.3,30.3,40.7,30.6,25.9,25.7,34.2,31.6
Cash Conversion Cycle,44.4,49.2,58.0,69.1,80.8,102.8,152.2,179.3,,,155.9,152.5,167.5,162.4,188.9,196.1,181.2,185.5,167.8,189.2
Debt to Asset Ratio,0.61,0.50,0.59,0.66,0.60,0.69,0.72,0.76,,,0.70,0.69,0.72,0.75,0.76,0.75,0.76,0.75,0.76,0.75
Debt to Equity Ratio,1.56,1.12,1.55,2.14,1.99,3.07,3.64,5.18,,,3.11,3.10,3.64,4.51,5.21,4.76,5.18,4.83,5.01,4.58
Interest Coverage Ratio,9.25,10.2,9.62,6.97,4.18,4.49,3.69,0.97,,,4.64,3.92,2.85,0.24,1.89,1.28,0.44,2.77,2.53,2.54
Cash and Short Term Investments,50.5,113.9,198.9,136.6,369.9,843.9,796.1,"1,483",,,262.6,278.1,796.1,"1,577","1,594","1,063","1,483","1,492","2,117",862.9
"Total Receivables, Net",361.0,663.1,836.7,716.6,"1,051","3,106","4,461","5,360",,,"3,567","3,964","4,461","4,939","5,650","5,518","5,360","5,393","5,173","5,048"
Total Inventory,506.0,901.5,"1,253","1,110","1,286","1,177","2,015","1,332",,,"1,752","1,339","2,015","2,108","2,095","1,301","1,332","1,089","1,088",852.7
Total Current Assets,982.5,"1,751","2,382","2,079","2,798","5,326","7,619","8,745",,,"5,948","5,951","7,619","9,022","9,902","8,494","8,745","8,562","9,002","7,584"
"Property/Plant/Equipment, Total - Net",205.9,589.7,737.9,748.9,768.6,840.5,860.0,923.6,,,826.7,860.6,860.0,861.9,870.9,857.2,923.6,932.2,908.0,877.6
Total Assets,"1,722","3,482","4,646","6,169","9,350","13,003","16,444","19,444",,,"14,115","14,158","16,444","18,785","19,800","18,648","19,444","19,214","20,629","19,931"
Accounts Payable,181.3,220.1,398.6,400.6,163.4,465.2,410.9,702.0,,,352.1,434.6,410.9,"1,274",996.9,669.0,702.0,593.5,"1,029",408.1
Accrued Expenses,38.2,42.1,48.0,64.2,97.1,146.1,165.3,186.0,,,169.4,185.5,165.3,205.4,222.7,192.4,186.0,206.7,216.5,223.3
Debt Due,625.2,"1,097","1,762","2,959","3,722","5,299","4,123","5,629",,,"5,849","4,231","4,123","3,593","5,049","4,807","5,629","5,375","5,393","5,383"
Total Current Liabilities,897.6,"1,455","2,302","3,505","4,111","6,119","4,936","7,234",,,"6,608","5,063","4,936","5,764","6,824","6,222","7,234","6,964","7,372","6,824"
Long Term Debt,79.5,197.0,308.4,445.8,"1,285","2,697","6,663","6,810",,,"3,077","4,568","6,663","7,640","7,492","6,997","6,810","6,671","7,652","7,456"
Total Liabilities,"1,049","1,756","2,730","4,091","5,572","9,013","11,780","14,740",,,"9,888","9,837","11,780","14,080","14,994","13,895","14,740","14,318","15,713","14,920"
Common Stock,300.0,415.1,419.6,524.5,524.5,629.4,734.2,734.3,,,734.2,734.2,734.2,734.3,734.3,734.3,734.3,734.3,734.3,734.3
Additional Paid-In Capital,52.3,489.5,548.0,548.0,548.0,548.0,548.0,548.1,,,548.0,548.0,548.0,548.1,548.1,548.1,548.1,548.1,548.1,548.1
Retained Earnings (Accumulated Deficit),321.5,504.8,634.2,674.5,861.8,939.3,"1,187",675.0,,,"1,086","1,085","1,187",999.6,809.2,811.8,675.0,793.3,930.3,"1,055"
Shareholders' Equity,673.3,"1,571","1,763","1,908","2,800","2,934","3,234","2,846",,,"3,175","3,173","3,234","3,121","2,876","2,918","2,846","2,964","3,133","3,257"
Cash from Operating Activities,163.4,-506.0,-57.5,-460.4,"-1,138",-995.5,"-1,839",-534.7,,,-287.4,476.6,"-1,474",-40.1,-922.3,449.5,-21.9,628.9,187.5,-711.3
Cash from Investing Activities,-159.8,-664.8,-351.0,-736.5,"-1,184",-859.7,-707.0,-600.8,,,-137.5,-183.3,-104.2,-102.0,-330.7,-115.0,-53.2,-117.2,-270.8,-119.0
Cash from Financing Activities,16.4,"1,234",493.5,"1,135","2,355","2,530","2,499","1,670",,,404.9,-277.6,"2,096",890.6,"1,212",-937.4,504.6,-502.3,701.7,-449.1
