,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,10.1,13.1,9.73,8.35,7.80,9.68,10.8,6.93,6.93,,10.6,11.8,10.4,8.77,8.48,7.80,7.13,6.75,6.65,6.40
Earnings per Share,0.082,0.31,0.092,0.22,0.33,0.56,0.57,0.53,0.84,,0.10,0.11,0.18,0.11,0.12,0.12,0.084,0.16,0.11,0.47
Revenue per Share,4.73,2.87,3.26,4.81,7.01,8.82,9.40,10.9,10.0,,,2.60,2.97,2.43,2.61,2.85,2.73,3.28,2.57,1.66
Dividend per Share,0.060,0.022,0.050,0.075,0.11,0.20,0.29,0.26,1.00,,,0.29,,,,0.26,,,,1.00
Capital Expenditures per Share,0.61,0.037,0.090,0.38,1.08,0.55,0.11,0.29,0.18,,,0.022,0.017,0.012,0.12,0.14,0.067,0.032,0.028,0.054
Book Value per Share,2.37,3.74,3.59,3.77,4.02,4.77,5.01,5.32,5.79,,,5.01,5.19,4.90,5.20,5.32,5.40,5.62,5.40,5.79
Price to Earnings Ratio,32.2,51.9,81.2,42.8,19.5,15.6,17.1,13.7,7.54,,19.2,17.1,14.9,17.0,15.9,13.7,15.7,12.6,13.0,7.65
Price to Book Value Ratio,1.12,3.83,2.32,2.06,1.70,1.52,1.81,1.15,1.11,,,1.81,1.80,1.36,1.60,1.15,1.13,1.09,1.13,1.11
EV to EBITDA,10.3,43.6,29.7,26.1,12.8,13.1,12.8,10.6,2.63,,0.00,12.8,11.0,11.6,10.8,10.6,11.4,10.7,10.7,2.63
Dividend Payout Ratio,72.7%,7.1%,54.5%,33.4%,33.3%,35.5%,51.5%,49.4%,119.7%,,,51.5%,,,,49.4%,,,,121.5%
Common Shares Outstanding,764.8,"1,912","1,912","1,912","1,912","1,912","1,912","1,912","1,912",,,"1,912","1,912","1,982","1,912","1,912","1,912","1,799","1,912","1,912"
Total Revenue,"3,620","5,482","6,241","9,200","13,407","16,855","17,977","20,929","19,207",,"4,300","4,976","5,682","4,817","4,985","5,445","5,210","5,905","4,909","3,183"
"Cost of Revenue, Total","2,802","4,333","4,824","6,790","9,429","11,906","12,512","14,687","13,601",,"3,066","3,596","3,978","3,313","3,456","3,940","3,729","4,107","3,337","2,428"
Gross Profit,818.0,"1,149","1,418","2,410","3,978","4,949","5,465","6,243","5,605",,"1,234","1,380","1,704","1,504","1,529","1,505","1,481","1,798","1,571",754.8
"Selling/General/Administrative Expenses, Total",349.0,439.4,907.8,"1,590","2,481","2,848","3,128","3,351","3,243",,705.1,849.1,831.1,821.2,853.6,845.0,914.5,936.3,862.3,530.2
Operating Income,385.0,606.4,362.6,819.9,"1,497","2,102","2,337","2,892","2,362",,529.1,530.4,873.3,682.7,675.8,660.0,566.9,861.5,709.0,224.6
Net Income,63.1,249.4,175.4,428.7,630.9,"1,076","1,090","1,006","1,597",,199.7,219.8,342.2,221.5,227.0,214.9,159.8,286.1,213.8,937.4
EBITDA,381.2,761.3,769.4,"1,244","2,028","2,755","3,070","3,606","3,052",,708.5,715.3,"1,054",861.7,858.1,832.2,761.7,"1,054",900.1,336.0
Gross Profit Margin,22.6%,21.0%,22.7%,26.2%,29.7%,29.4%,30.4%,29.8%,29.2%,,28.7%,27.7%,30.0%,31.2%,30.7%,27.6%,28.4%,30.4%,32.0%,23.7%
