,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,11.1,11.9,8.73,7.48,7.30,8.20,10.2,8.68,8.50,,8.73,9.43,9.75,10.9,11.0,9.10,8.10,8.45,8.52,8.48
Earnings per Share,-0.23,-0.50,-0.35,0.21,0.40,0.46,0.52,0.91,0.94,,0.13,0.21,0.27,0.20,0.22,0.23,0.20,0.28,0.23,0.23
Revenue per Share,0.98,1.46,1.24,2.50,5.23,4.63,5.23,6.78,7.47,,,1.51,1.80,1.49,1.64,1.84,1.82,2.08,1.70,1.88
Dividend per Share,,,,,0.10,0.23,0.33,0.46,0.48,,,0.33,,,,0.46,,,,0.48
Capital Expenditures per Share,1.39,0.18,0.10,0.38,1.23,0.41,0.048,0.038,0.11,,,0.008,0.006,0.004,0.008,0.021,0.020,0.009,0.020,0.057
Book Value per Share,6.05,5.43,4.84,4.65,5.00,6.07,6.31,6.97,7.44,,,6.31,6.57,6.36,6.85,6.97,7.16,6.97,7.30,7.44
Price to Earnings Ratio,,,,36.1,16.1,16.4,17.0,9.53,8.97,,24.9,17.0,12.6,14.1,11.4,9.52,9.87,9.06,8.91,8.97
Price to Book Value Ratio,0.74,2.32,1.44,1.42,1.41,1.12,1.30,1.00,1.14,,,1.30,1.43,1.68,1.53,1.00,1.17,1.21,1.15,1.14
EV to EBITDA,-611.9,117.7,72.5,33.2,12.9,15.2,13.5,10.2,9.04,,0.00,13.5,10.3,11.4,11.3,10.2,9.10,9.79,9.59,9.04
Dividend Payout Ratio,,,,,24.8%,50.5%,64.4%,50.7%,50.9%,,,64.4%,,,,50.6%,,,,50.9%
Common Shares Outstanding,"1,134","1,134","1,268","1,638","1,638","2,324","2,324","2,324","2,324",,,"2,324","2,324","2,382","2,287","2,324","2,324","2,331","2,296","2,324"
Total Revenue,"1,108","1,656","1,577","4,099","8,568","10,768","12,149","15,747","17,358",,"3,158","3,507","4,185","3,546","3,740","4,276","4,237","4,859","3,893","4,368"
"Cost of Revenue, Total",803.6,"1,264","1,137","2,717","5,719","7,280","8,345","10,709","11,696",,"2,198","2,432","2,822","2,386","2,496","3,006","2,925","3,317","2,522","2,931"
Gross Profit,304.8,392.4,440.1,"1,382","2,849","3,488","3,804","5,038","5,662",,959.7,"1,075","1,363","1,160","1,244","1,271","1,312","1,542","1,371","1,437"
"Selling/General/Administrative Expenses, Total",442.7,457.4,524.8,"1,040","1,813","2,076","2,316","1,776","2,186",,519.6,588.4,605.7,551.2,603.2,15.8,728.3,754.0,680.7,22.7
Operating Income,-157.3,-93.3,-84.7,342.1,"1,039","1,400","1,476","2,651","2,845",,437.3,484.0,754.6,606.3,630.0,660.4,579.7,781.2,687.2,797.4
Net Income,-231.5,-566.2,-430.4,334.6,661.5,"1,046","1,203","2,110","2,190",,294.2,494.6,616.7,465.3,503.1,524.6,459.1,657.8,528.1,545.0
