,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,6.35,6.55,8.38,8.30,5.96,,,8.45,9.10,8.75,8.30,8.35,8.10,7.20,6.55,5.93,4.78
Earnings per Share,0.025,0.059,0.20,0.16,0.24,0.25,0.28,0.28,,,0.066,0.071,0.073,0.073,0.071,0.066,0.071,0.072,0.064,0.056
Revenue per Share,0.23,0.35,0.42,0.52,0.60,0.64,0.69,0.73,,,0.17,0.17,0.18,0.18,0.18,0.18,0.19,0.21,0.22,0.20
Dividend per Share,0.00,0.00,5.48,0.047,0.16,0.18,0.20,0.20,,,,,0.20,,,,0.20,,,
Capital Expenditures per Share,0.23,0.096,0.00,0.00,0.00,0.00,0.012,0.021,,,0.00,0.00,0.012,0.006,0.002,0.004,0.021,0.010,0.012,0.009
Book Value per Share,0.24,0.30,0.79,0.94,2.93,3.02,3.12,3.20,,,2.98,3.05,3.12,3.19,3.06,3.13,3.20,3.27,3.14,3.19
Price to Earnings Ratio,,,,35.4,22.2,28.0,31.7,26.0,,,29.7,31.8,31.7,28.7,27.4,27.6,26.0,20.6,19.1,16.4
Price to Book Value Ratio,,,,6.11,1.86,2.45,2.60,2.03,,,3.06,2.68,2.60,2.38,2.81,2.32,2.03,1.94,1.66,1.28
EV to EBITDA,,,0.00,0.00,13.3,17.3,19.0,16.9,,,15.8,21.5,19.0,17.5,16.9,16.9,16.9,13.7,14.8,10.4
Dividend Payout Ratio,0.0%,0.0%,2764.1%,28.6%,66.5%,71.6%,72.5%,71.3%,,,,,72.5%,,,,71.3%,,,
Common Shares Outstanding,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800",,,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800"
Total Revenue,647.9,967.9,"1,169","1,444","1,685","1,802","1,923","2,034",,,466.5,477.7,515.7,503.1,497.3,506.2,527.1,579.9,624.5,567.1
"Cost of Revenue, Total",352.2,513.7,533.0,555.0,631.5,649.2,709.6,726.8,,,177.3,179.8,175.5,178.8,177.6,179.8,190.6,249.8,302.5,298.6
Gross Profit,295.7,454.2,636.1,889.3,"1,053","1,153","1,214","1,307",,,289.2,297.9,340.2,324.3,319.7,326.4,336.5,330.0,321.9,268.5
"Selling/General/Administrative Expenses, Total",172.3,223.1,283.3,325.1,346.7,332.8,355.7,389.7,,,88.8,88.6,92.0,93.5,86.2,96.2,113.9,100.7,117.2,108.4
Operating Income,143.9,277.3,352.8,564.2,706.7,820.0,857.9,917.2,,,200.4,209.3,248.3,230.8,233.5,230.3,222.6,229.3,204.8,160.1
Net Income,68.7,166.1,249.6,438.5,629.5,704.2,771.9,785.0,,,185.1,197.7,203.4,203.1,198.6,185.9,197.5,201.2,178.0,156.6
