,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,2.78,3.99,4.62,2.41,1.03,,,4.30,3.62,3.25,2.75,2.16,1.69,1.41,1.23,1.07,0.69
Earnings per Share,0.00,0.00,0.006,0.051,0.13,0.23,0.22,0.16,,,0.044,0.037,0.071,0.059,0.032,0.027,0.037,0.030,0.010,0.006
Revenue per Share,0.80,0.93,0.90,0.98,1.35,1.58,1.63,1.64,,,0.38,0.37,0.44,0.43,0.39,0.37,0.37,0.35,0.30,0.29
Dividend per Share,0.00,0.00,0.00,0.00,0.060,0.14,0.13,0.080,,,,,0.13,,,,0.080,,,
Capital Expenditures per Share,0.00,0.00,0.026,0.013,0.017,0.021,0.024,0.026,,,0.005,0.007,0.010,0.003,0.010,0.005,0.007,0.002,0.007,0.003
Book Value per Share,0.064,0.10,0.15,0.13,0.26,0.36,0.51,0.54,,,0.40,0.44,0.51,0.51,0.47,0.50,0.54,0.57,0.50,0.50
Price to Earnings Ratio,,,,20.0,14.8,23.7,13.7,8.48,,,15.6,13.3,13.7,10.9,9.17,7.35,8.48,8.00,8.27,6.37
Price to Book Value Ratio,,,,7.87,8.62,14.4,5.87,2.38,,,8.57,7.03,5.87,3.83,4.02,2.40,2.38,2.00,1.53,1.06
EV to EBITDA,0.00,0.00,0.00,0.00,10.7,17.6,9.58,6.51,,,12.4,11.9,9.58,8.99,9.15,7.12,6.51,6.68,8.33,4.37
Dividend Payout Ratio,,,0.0%,0.0%,46.1%,59.7%,59.2%,51.4%,,,,,59.2%,,,,51.4%,,,
Common Shares Outstanding,"3,529","3,529","3,529","3,529","3,529","3,529","3,529","3,529",,,"3,529","3,529","3,529","3,529","3,529","3,529","3,529","3,529","3,529","3,529"
Total Revenue,"2,815","3,299","3,174","3,452","4,768","5,587","5,756","5,786",,,"1,326","1,313","1,542","1,534","1,387","1,290","1,292","1,232","1,075","1,014"
"Cost of Revenue, Total","2,284","2,591","2,335","2,557","3,455","3,775","3,948","4,175",,,924.5,928.9,"1,030","1,044","1,018",945.1,926.9,867.7,798.9,765.0
