,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,14.2,22.7,19.8,19.3,21.5,22.2,21.7,24.8,,,22.7,21.5,21.4,21.7,22.0,21.5,23.2,23.8,24.6,25.6
Earnings per Share,1.32,2.08,1.86,1.79,1.96,2.09,1.89,2.24,,,0.38,0.45,0.50,0.57,0.50,0.59,0.58,0.61,0.41,0.62
Revenue per Share,11.5,13.5,12.5,12.8,12.7,12.9,13.3,13.5,,,3.20,3.19,3.29,3.34,3.15,3.39,3.59,3.58,3.23,3.47
Dividend per Share,0.60,0.90,1.00,1.00,1.10,1.20,1.20,1.40,,,,,1.20,,,,1.40,0.85,0.00,0.00
Capital Expenditures per Share,0.66,0.74,1.27,1.24,1.43,0.87,0.22,0.25,,,0.040,0.031,0.031,0.081,0.037,0.047,0.084,0.068,0.37,0.13
Book Value per Share,10.1,11.7,11.9,13.5,14.6,15.6,16.3,17.6,,,15.3,15.8,16.3,16.9,16.2,16.9,17.6,18.3,16.6,17.3
Price to Earnings Ratio,7.37,9.48,10.1,10.00,10.2,11.2,11.4,10.2,,,11.5,11.3,11.4,11.1,10.8,9.87,10.2,10.0,11.0,11.0
Price to Book Value Ratio,0.95,1.90,1.47,1.27,1.34,1.42,1.28,1.26,,,1.44,1.29,1.28,1.25,1.30,1.24,1.26,1.29,1.48,1.48
EV to EBITDA,3.93,6.34,6.34,6.52,6.50,7.16,7.02,5.97,,,7.93,7.28,7.02,6.86,7.32,6.22,5.97,6.43,7.63,7.19
Dividend Payout Ratio,45.6%,43.3%,53.9%,55.8%,56.2%,57.5%,63.4%,62.5%,,,,,63.4%,,,,62.5%,37.3%,0.0%,0.0%
Common Shares Outstanding,150.0,150.0,149.1,150.0,150.0,150.0,150.0,150.0,,,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Total Revenue,"1,719","2,027","1,863","1,922","1,900","1,942","1,998","2,020",,,479.6,479.1,493.3,501.1,472.8,507.8,538.5,536.4,484.5,520.0
"Cost of Revenue, Total","1,392","1,593","1,437","1,509","1,443","1,471","1,585","1,555",,,386.5,382.6,389.4,387.1,367.4,389.2,411.5,412.3,370.5,384.9
Gross Profit,327.7,434.3,425.7,413.5,456.6,471.9,413.6,465.2,,,93.1,96.5,103.9,113.9,105.5,118.6,127.0,124.1,113.9,135.1
"Selling/General/Administrative Expenses, Total",109.3,130.4,136.2,145.5,161.4,161.9,148.3,148.9,,,44.7,33.2,34.8,31.6,39.4,32.2,45.6,34.6,53.3,32.3
Operating Income,218.3,303.9,289.5,268.0,295.2,309.9,265.4,316.3,,,48.4,63.3,69.2,82.4,66.1,86.4,81.4,89.5,60.7,102.8
Net Income,197.4,311.6,278.4,268.6,293.8,312.9,283.8,336.0,,,56.4,66.8,74.5,85.6,75.0,88.5,86.9,91.5,61.6,93.7
EBITDA,268.8,363.0,355.8,351.6,392.4,420.2,375.9,423.5,,,76.1,91.0,96.9,109.9,94.0,112.4,107.3,114.9,86.4,128.6
Gross Profit Margin,19.1%,21.4%,22.9%,21.5%,24.0%,24.3%,20.7%,23.0%,,,19.4%,20.1%,21.1%,22.7%,22.3%,23.4%,23.6%,23.1%,23.5%,26.0%
Operating Margin,12.7%,15.0%,15.5%,13.9%,15.5%,16.0%,13.3%,15.7%,,,10.1%,13.2%,14.0%,16.4%,14.0%,17.0%,15.1%,16.7%,12.5%,19.8%
