,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,4.24,3.46,5.01,6.23,3.40,,,4.75,5.55,7.07,5.15,4.80,4.76,4.38,3.87,3.43,2.57
Earnings per Share,,0.024,0.12,0.11,0.12,0.12,0.14,0.15,,,0.039,0.043,0.018,0.030,0.050,0.050,0.026,0.020,0.013,0.040
Revenue per Share,,1.06,1.10,1.13,1.15,1.59,2.15,2.84,,,0.55,0.57,0.53,0.59,0.67,0.75,0.82,0.74,0.84,0.91
Dividend per Share,,0.00,24.2,0.046,0.15,0.080,0.12,0.13,,,,,0.12,,,,0.13,,,
Capital Expenditures per Share,,0.00,0.053,0.064,0.059,0.015,0.014,0.13,,,0.003,0.000,0.003,0.001,0.000,0.013,0.11,0.013,0.014,0.029
Book Value per Share,,0.18,0.32,0.46,1.00,1.19,1.25,1.26,,,1.19,1.23,1.25,1.27,1.19,1.24,1.26,1.30,1.16,1.20
Price to Earnings Ratio,,,,,23.9,30.5,53.8,29.4,,,27.5,30.9,53.8,32.2,34.1,27.5,27.8,22.7,27.7,21.8
Price to Book Value Ratio,,,,,2.96,3.14,5.00,3.23,,,3.77,4.18,5.00,2.82,4.27,2.94,3.23,2.58,2.43,1.87
EV to EBITDA,,,,0.00,15.0,18.3,22.2,14.5,,,16.4,16.8,22.2,20.6,15.7,16.0,14.5,14.0,15.5,10.7
Dividend Payout Ratio,,0.0%,20161.7%,41.8%,126.3%,64.2%,87.2%,88.1%,,,,,87.2%,,,,83.1%,,,
Common Shares Outstanding,,600.0,600.0,600.0,600.0,651.9,651.9,651.9,,,651.9,651.9,651.9,651.9,651.9,651.9,651.9,651.9,651.9,651.9
Total Revenue,,636.6,661.3,676.8,689.5,"1,036","1,402","1,850",,,356.6,371.5,343.9,387.2,435.7,490.5,536.7,483.0,546.2,590.7
"Cost of Revenue, Total",,525.2,454.9,497.1,508.0,761.5,"1,054","1,455",,,271.6,280.3,260.5,301.0,331.2,385.1,437.4,404.1,460.9,492.0
Gross Profit,,111.4,206.4,179.7,181.5,274.2,348.0,395.4,,,85.0,91.2,83.4,86.2,104.5,105.4,99.3,78.9,85.3,98.7
"Selling/General/Administrative Expenses, Total",,90.4,138.8,99.0,107.4,174.7,217.1,250.6,,,47.0,53.4,62.9,59.1,60.9,59.8,70.7,63.3,79.0,67.5
Operating Income,,21.0,67.7,80.6,74.0,99.4,131.0,144.8,,,38.0,37.7,20.5,27.1,43.6,45.5,28.6,15.6,6.29,31.2
Net Income,,14.6,21.0,62.4,60.6,77.2,89.7,96.2,,,25.6,28.0,12.0,18.6,29.6,30.8,17.2,11.6,9.43,27.5
EBITDA,,21.0,79.1,91.2,87.3,123.3,158.9,176.6,,,45.1,44.7,27.4,34.2,50.7,52.9,38.8,25.5,16.4,42.0
Gross Profit Margin,,17.5%,31.2%,26.6%,26.3%,26.5%,24.8%,21.4%,,,23.8%,24.5%,24.2%,22.3%,24.0%,21.5%,18.5%,16.3%,15.6%,16.7%
Operating Margin,,3.3%,10.2%,11.9%,10.7%,9.6%,9.3%,7.8%,,,10.7%,10.2%,6.0%,7.0%,10.0%,9.3%,5.3%,3.2%,1.2%,5.3%
Net Profit Margin,,2.3%,3.2%,9.2%,8.8%,7.5%,6.4%,5.2%,,,7.2%,7.5%,3.5%,4.8%,6.8%,6.3%,3.2%,2.4%,1.7%,4.7%
Return on Assets,,5.0%,7.2%,19.2%,11.5%,8.8%,8.3%,7.6%,,,9.4%,9.7%,8.1%,7.4%,7.4%,7.4%,7.2%,6.3%,4.9%,4.6%
Return on Equity,,13.2%,10.9%,22.4%,10.1%,9.9%,11.0%,11.7%,,,3.3%,3.5%,1.5%,2.3%,3.8%,3.8%,2.1%,1.4%,1.2%,3.5%
