,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,12.4,14.6,,,,,,,13.6,12.4,12.3,13.0,15.5,15.4
Earnings per Share,,,,,0.00,0.000,0.36,0.91,,,0.14,0.14,0.004,0.33,0.13,0.12,0.23,0.23,0.12,0.12
Revenue per Share,,,,,15.8,14.7,16.2,15.2,,,,,4.35,,3.30,3.35,4.43,4.19,3.96,3.66
Dividend per Share,,,,,0.00,0.00,0.00,0.18,,,,,0.00,,0.00,0.043,0.12,0.12,0.090,0.090
Capital Expenditures per Share,,,,,1.05,1.19,1.70,2.99,,,,,0.48,,1.02,0.60,0.61,0.33,0.38,0.18
Book Value per Share,,,,,9.60,9.39,3.87,6.90,,,,,3.87,,4.24,3.93,6.90,7.14,6.96,6.99
Price to Earnings Ratio,,,,,,,,13.5,,,,,,,,18.0,15.1,16.2,22.7,19.0
Price to Book Value Ratio,,,,,,,,1.65,,,,,,,,2.60,1.65,1.78,2.08,1.95
EV to EBITDA,,,,,,,0.00,7.09,,,0.00,0.00,0.00,0.00,0.00,8.80,7.09,7.06,7.07,8.14
Dividend Payout Ratio,,,,,,0.0%,0.0%,19.7%,,,,,0.0%,,0.0%,7.3%,14.7%,16.7%,12.8%,12.9%
Common Shares Outstanding,,,,,694.4,694.4,694.4,694.4,,,,,694.4,,694.4,694.4,694.4,694.4,694.4,694.4
Total Revenue,,,,,"10,960","10,194","11,221","10,522",,,"2,807","2,691","3,020","2,831","2,290","2,325","3,077","2,913","2,749","2,539"
"Cost of Revenue, Total",,,,,"8,917","8,170","9,682","8,708",,,"2,422","2,323","2,616","2,331","1,903","1,912","2,563","2,426","2,350","2,150"
Gross Profit,,,,,"2,044","2,023","1,539","1,813",,,384.7,367.6,404.8,500.4,386.7,412.6,513.6,487.3,399.0,389.2
"Selling/General/Administrative Expenses, Total",,,,,"1,022",854.8,"1,065",960.6,,,250.4,227.9,295.1,227.3,213.9,239.1,280.2,257.3,243.2,232.3
Operating Income,,,,,"1,022","1,169",474.8,852.8,,,134.4,139.7,109.7,273.1,172.7,173.5,233.4,230.0,155.9,156.9
Net Income,,,,,540.9,585.3,237.4,496.2,,,65.0,68.9,54.2,165.7,91.5,84.2,154.8,162.4,82.5,80.1
EBITDA,,,,,"2,431","2,563","1,853","2,164",,,471.3,489.3,464.4,599.5,502.1,502.1,561.1,568.5,500.5,505.8
Gross Profit Margin,,,,,18.6%,19.8%,13.7%,17.2%,,,13.7%,13.7%,13.4%,17.7%,16.9%,17.8%,16.7%,16.7%,14.5%,15.3%
Operating Margin,,,,,9.3%,11.5%,4.2%,8.1%,,,4.8%,5.2%,3.6%,9.6%,7.5%,7.5%,7.6%,7.9%,5.7%,6.2%
Net Profit Margin,,,,,4.9%,5.7%,2.1%,4.7%,,,2.3%,2.6%,1.8%,5.9%,4.0%,3.6%,5.0%,5.6%,3.0%,3.2%
Return on Assets,,,,,4.0%,4.4%,1.8%,3.6%,,,,,1.9%,2.7%,5.3%,2.7%,3.4%,3.4%,3.4%,3.4%
Return on Equity,,,,,8.1%,9.0%,8.8%,10.3%,,,0.0%,0.0%,2.0%,0.0%,3.1%,3.1%,3.2%,3.3%,1.7%,1.7%
Return on Total Capital,,,,,6.6%,8.2%,5.3%,7.3%,,,0.0%,0.0%,5.5%,0.0%,8.4%,8.0%,7.3%,7.4%,7.7%,5.8%
SG&A to Sale,,,,,9.3%,8.4%,9.5%,9.1%,,,8.9%,8.5%,9.8%,8.0%,9.3%,10.3%,9.1%,8.8%,8.8%,9.1%
Depreciation & Amortisation,,,,,"1,410","1,394","1,378","1,311",,,336.9,349.6,354.7,326.4,329.4,328.6,327.7,338.5,344.6,348.9
Tax Rate,,,,,6.7%,0.2%,5.5%,14.4%,,,-0.4%,14.3%,-16.7%,13.3%,22.1%,8.6%,13.3%,4.4%,16.4%,18.8%
Current Ratio,,,,,0.73,0.73,0.49,0.53,,,,,0.49,,0.39,0.43,0.53,0.52,0.48,0.71
Quick Ratio,,,,,0.37,0.31,0.21,0.20,,,0.00,0.00,0.21,0.00,0.13,0.12,0.20,0.21,0.18,0.25
Days Inventory Outstanding,,,,,61.4,75.7,73.2,86.0,,,,,74.7,75.1,41.4,94.5,95.6,83.3,73.7,75.0
Days Sale Outstanding,,,,,56.1,54.6,53.4,49.9,,,,,53.1,,37.9,37.8,49.9,50.1,40.4,39.6
Days Payable Outstanding,,,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
