,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.20,1.12,1.18,0.98,0.58,0.48,0.47,0.44,,,0.48,0.51,0.45,0.34,0.35,0.48,0.51,0.44,0.41,0.42
Earnings per Share,0.037,0.044,-0.021,0.017,0.010,-0.029,-0.035,-0.029,,,-0.009,-0.005,-0.020,-0.019,-0.016,0.004,0.001,-0.024,0.001,-0.021
Revenue per Share,0.46,0.22,0.13,0.31,0.17,0.15,0.21,0.36,,,0.038,0.070,0.034,0.19,0.038,0.090,0.043,0.039,0.082,0.028
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.002,0.002,0.085,0.013,0.089,0.052,0.039,0.20,,,0.008,0.005,0.014,0.003,0.043,0.070,0.085,0.023,0.022,0.019
Book Value per Share,0.99,1.02,1.00,1.07,1.07,1.04,1.00,0.93,,,1.03,1.02,1.00,0.94,0.92,0.93,0.93,0.90,0.90,0.88
Price to Earnings Ratio,27.6,31.6,,62.7,57.2,,,,,,,,,,,,,,,
Price to Book Value Ratio,1.07,1.16,0.71,0.83,0.55,0.42,0.34,0.46,,,0.51,0.44,0.34,0.22,0.36,0.51,0.46,0.47,0.40,0.56
EV to EBITDA,27.6,43.3,-167.2,26.0,52.2,-78.8,-81.3,-51.2,,,-45.8,-63.7,-81.3,-26.5,-28.6,-34.0,-51.2,-28.2,-36.8,-14.8
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,"1,704","2,274","2,624","4,047","6,947","6,947","6,947","7,641",,,"6,947","6,947","6,947","7,641","7,641","7,641","7,641","7,641","7,641","7,641"
Total Revenue,781.1,510.8,341.2,"1,271","1,169","1,012","1,457","2,714",,,266.8,482.9,237.1,"1,416",288.5,684.2,325.0,297.0,630.3,212.0
"Cost of Revenue, Total",555.8,291.0,200.2,818.4,718.3,676.3,"1,058","2,291",,,200.0,346.0,195.9,"1,373",234.3,440.2,242.8,252.7,494.4,221.6
Gross Profit,225.3,219.8,141.0,452.9,450.4,335.9,398.6,423.5,,,66.9,136.8,41.2,43.1,54.2,243.9,82.3,44.3,135.9,-9.63
"Selling/General/Administrative Expenses, Total",149.4,144.5,178.5,275.3,346.4,459.4,553.5,586.6,,,158.9,124.7,123.4,127.5,113.9,189.1,156.2,194.9,167.0,117.1
Operating Income,75.9,75.3,-37.5,177.6,104.0,-123.5,-154.9,-163.2,,,-92.1,12.2,-82.2,-84.4,-59.7,54.9,-73.9,-150.6,-31.1,-126.7
Net Income,56.4,77.0,-49.8,57.4,50.3,-201.9,-240.9,-221.7,,,-60.5,-35.7,-139.4,-136.6,-122.5,27.8,9.63,-182.5,4.77,-163.4
EBITDA,90.8,88.3,-23.5,192.9,122.9,-79.5,-78.0,-92.4,,,-72.1,31.1,-62.4,-67.9,-40.5,72.3,-55.6,-128.9,-8.91,-103.9
Gross Profit Margin,28.8%,43.0%,41.3%,35.6%,38.5%,33.2%,27.4%,15.6%,,,25.1%,28.3%,17.4%,3.0%,18.8%,35.7%,25.3%,14.9%,21.6%,-4.5%
Operating Margin,9.7%,14.7%,-11.0%,14.0%,8.9%,-12.2%,-10.6%,-6.0%,,,-34.5%,2.5%,-34.7%,-6.0%,-20.7%,8.0%,-22.7%,-50.7%,-4.9%,-59.8%
Net Profit Margin,7.2%,15.1%,-14.6%,4.5%,4.3%,-19.9%,-16.5%,-8.2%,,,-22.7%,-7.4%,-58.8%,-9.6%,-42.5%,4.1%,3.0%,-61.4%,0.8%,-77.1%
Return on Assets,1.8%,2.0%,-0.9%,0.8%,0.5%,-1.7%,-1.9%,-1.7%,,,-1.5%,-1.6%,-1.9%,-3.0%,-3.6%,-3.0%,-1.8%,-2.1%,-1.2%,-2.8%
Return on Equity,3.4%,3.3%,-1.9%,1.3%,0.7%,-2.8%,-3.5%,-3.1%,,,-0.8%,-0.5%,-2.0%,-1.9%,-1.7%,0.4%,0.1%,-2.6%,0.1%,-2.4%
Return on Total Capital,2.2%,2.5%,-1.2%,1.3%,0.5%,-2.2%,-2.6%,-2.9%,,,-2.1%,-2.3%,-2.6%,-4.4%,-5.4%,-4.9%,-2.9%,-3.4%,-1.7%,-4.1%
SG&A to Sale,19.1%,28.3%,52.3%,21.7%,29.6%,45.4%,38.0%,21.6%,,,59.6%,25.8%,52.0%,9.0%,39.5%,27.6%,48.0%,65.6%,26.5%,55.2%
Depreciation & Amortisation,14.9,13.0,14.0,15.4,18.9,44.0,76.9,70.8,,,19.9,19.0,19.8,16.5,19.2,17.4,18.3,21.7,22.2,22.8
Tax Rate,25.8%,23.7%,-3.7%,25.4%,27.7%,-5.9%,-2.5%,1.9%,,,2.6%,-3.5%,-0.3%,-0.9%,0.4%,-25.4%,-39.5%,-0.7%,55.8%,-1.3%
Current Ratio,5.49,2.53,2.40,2.02,4.51,2.46,1.47,0.95,,,2.01,2.08,1.47,1.24,1.04,0.81,0.95,0.87,0.85,0.85
Quick Ratio,0.069,0.006,0.005,0.003,0.016,0.008,0.14,0.31,,,0.14,0.015,0.14,0.15,0.13,0.12,0.31,0.23,0.26,0.22
Days Inventory Outstanding,"1,706","3,940","8,123","2,412","3,550","4,125","1,933",511.6,,,"2,710","2,353","1,819",615.0,488.6,421.1,365.1,647.6,490.4,565.3
Days Sale Outstanding,16.6,6.52,11.3,3.23,9.49,8.89,13.7,129.2,,,11.3,12.7,13.7,70.6,69.2,66.1,129.2,198.4,192.3,197.5
Days Payable Outstanding,9.22,167.7,518.3,138.1,109.4,58.9,32.7,15.4,,,47.1,37.9,36.0,17.7,17.2,16.7,15.3,28.7,25.9,33.8
Cash Conversion Cycle,"1,707","3,647","7,548","2,282","3,489","4,089","1,907",565.7,,,"2,679","2,326","1,796",637.1,540.8,469.3,447.5,827.0,640.8,755.9
Debt to Asset Ratio,0.46,0.51,0.57,0.43,0.34,0.40,0.45,0.44,,,0.42,0.41,0.45,0.39,0.40,0.42,0.44,0.43,0.42,0.42
