,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,27.7,45.5,35.1,27.1,21.5,19.3,14.5,8.43,,,19.3,20.3,14.8,8.43,9.85,9.28,7.93,9.55,9.53,6.65
Earnings per Share,0.83,1.19,1.63,0.84,0.75,0.71,0.090,-3.41,,,0.030,0.085,-0.11,-0.11,-0.050,0.080,-3.14,0.39,0.60,-0.40
Revenue per Share,18.5,23.7,31.9,35.0,38.4,35.8,18.7,13.5,,,4.72,3.65,3.85,2.54,2.80,3.73,4.94,4.27,4.58,4.08
Dividend per Share,0.43,0.64,0.70,0.60,0.53,0.42,,,,,,,,,,,,0.00,,0.18
Capital Expenditures per Share,0.16,1.67,0.14,0.100,0.17,0.14,0.21,1.06,,,-0.008,0.17,0.002,0.076,0.67,0.90,-0.52,0.016,0.009,0.007
Book Value per Share,3.48,4.29,9.42,9.51,9.35,9.44,7.29,4.89,,,8.46,8.41,7.29,6.79,7.20,7.12,4.89,5.06,5.16,5.12
Price to Earnings Ratio,16.9,33.5,23.1,30.1,23.2,27.0,133.3,,,,40.5,63.6,139.9,,,,,,,
Price to Book Value Ratio,4.05,10.8,3.95,2.79,1.73,1.83,1.06,1.51,,,1.94,2.05,1.06,1.05,1.51,0.95,1.51,1.76,1.39,1.05
EV to EBITDA,6.51,27.6,17.4,48.9,22.3,25.6,-338.1,-5.01,,,54.2,108.9,-338.1,-48.3,-99.4,-126.2,-5.01,-6.28,-3.40,-1.59
Dividend Payout Ratio,51.7%,53.6%,42.8%,71.5%,70.2%,58.8%,,,,,,,,,,,,0.0%,,-7.0%
Common Shares Outstanding,480.0,480.0,560.0,560.0,560.0,560.0,560.0,616.0,,,560.0,560.0,560.0,560.0,560.0,616.0,616.0,616.0,663.1,616.0
Total Revenue,"8,896","11,358","17,865","19,575","21,524","20,024","10,447","8,328",,,"2,644","2,043","2,154","1,420","1,567","2,296","3,045","2,629","3,040","2,511"
"Cost of Revenue, Total","7,853","10,083","16,262","18,332","19,916","18,543","9,595","8,429",,,"2,417","1,776","2,008","1,356","1,373","2,013","3,687","2,088","2,685","2,296"
Gross Profit,"1,043","1,276","1,603","1,244","1,607","1,481",851.8,-101.5,,,227.9,267.3,145.4,63.8,194.1,282.7,-642.0,540.7,355.5,214.6
"Selling/General/Administrative Expenses, Total",577.1,677.4,638.8,827.6,869.5,847.4,953.7,"2,262",,,234.7,216.6,263.5,180.6,191.7,193.3,"1,696",195.8,594.6,447.2
Operating Income,466.2,598.3,964.3,416.0,737.8,633.5,-101.9,"-2,363",,,-6.77,50.7,-118.1,-116.8,2.35,89.4,"-2,338",344.9,-239.1,-232.6
Net Income,399.3,573.4,869.6,469.7,422.5,400.1,52.6,"-1,980",,,16.8,47.6,-57.1,-60.5,-30.6,47.5,"-1,936",253.4,406.2,-235.0
EBITDA,484.7,619.6,990.7,455.1,781.3,678.0,-58.6,"-2,329",,,4.66,61.9,-113.3,-106.2,12.4,99.5,"-2,335",352.5,-231.7,-227.1
Gross Profit Margin,11.7%,11.2%,9.0%,6.4%,7.5%,7.4%,8.2%,-1.2%,,,8.6%,13.1%,6.8%,4.5%,12.4%,12.3%,-21.1%,20.6%,11.7%,8.5%
Operating Margin,5.2%,5.3%,5.4%,2.1%,3.4%,3.2%,-1.0%,-28.4%,,,-0.3%,2.5%,-5.5%,-8.2%,0.1%,3.9%,-76.8%,13.1%,-7.9%,-9.3%
Net Profit Margin,4.5%,5.0%,4.9%,2.4%,2.0%,2.0%,0.5%,-23.8%,,,0.6%,2.3%,-2.7%,-4.3%,-2.0%,2.1%,-63.6%,9.6%,13.4%,-9.4%
Return on Assets,7.5%,7.9%,7.7%,2.5%,1.7%,1.5%,0.2%,-9.2%,,,0.9%,0.6%,0.2%,-0.2%,-0.5%,-0.4%,-9.4%,-8.6%,-6.7%,-8.7%
Return on Equity,23.9%,27.9%,16.5%,8.8%,8.1%,7.6%,1.3%,-65.7%,,,0.4%,1.0%,-1.4%,-1.6%,-0.8%,1.1%,-64.2%,8.1%,11.9%,-7.5%
Return on Total Capital,23.9%,27.9%,16.5%,4.9%,3.7%,3.6%,0.5%,-20.9%,,,1.9%,1.3%,0.5%,-0.9%,-0.9%,-0.9%,-20.9%,-17.6%,-22.0%,-28.4%
SG&A to Sale,6.5%,6.0%,3.6%,4.2%,4.0%,4.2%,9.1%,27.2%,,,8.9%,10.6%,12.2%,12.7%,12.2%,8.4%,55.7%,7.4%,19.6%,17.8%
Depreciation & Amortisation,18.6,21.3,26.4,39.2,43.5,44.5,43.2,34.4,,,11.4,11.2,4.86,10.6,10.0,10.1,3.67,7.58,7.36,5.49
Tax Rate,28.4%,24.8%,21.6%,11.5%,21.8%,17.4%,-260.2%,7.1%,,,-159.2%,-202.0%,32.6%,18.4%,56.6%,-145.9%,3.6%,10.4%,-3.1%,0.6%
Current Ratio,1.22,1.11,1.16,1.35,1.38,1.31,1.28,1.27,,,1.38,1.35,1.28,0.93,1.28,1.26,1.27,1.27,1.22,1.20
Quick Ratio,0.64,0.68,0.84,1.07,1.22,1.06,1.02,1.08,,,1.07,0.99,1.02,0.74,1.10,1.06,1.08,1.05,0.90,0.85
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,121.5,105.6,148.4,231.0,271.2,254.0,444.7,452.4,,,305.5,362.5,444.7,533.0,577.8,572.9,452.4,389.3,321.0,308.9
Days Payable Outstanding,24.0,35.3,32.9,39.1,44.1,47.2,61.6,46.9,,,33.7,36.2,41.9,48.8,47.0,54.8,51.0,41.0,32.5,31.0
Cash Conversion Cycle,55.7,58.0,68.3,140.0,192.2,230.5,424.3,458.5,,,276.8,331.4,403.9,502.7,553.5,496.4,435.4,352.9,298.5,279.8
Debt to Asset Ratio,0.76,0.70,0.60,0.72,0.76,0.75,0.83,0.85,,,0.79,0.79,0.83,0.83,0.82,0.81,0.85,0.84,0.80,0.82
Debt to Equity Ratio,3.13,2.59,1.71,3.05,3.74,3.68,4.84,5.43,,,4.16,4.32,4.84,4.97,4.46,4.21,5.43,5.25,4.07,4.55
Interest Coverage Ratio,"33,028",,35.2,4.11,2.08,1.48,,,,,,0.45,,,0.021,0.80,,3.52,,
Cash and Short Term Investments,"3,098","2,295","2,388","1,616","1,572","2,208","2,236",987.3,,,"2,726","3,645","2,236","1,994",889.6,"1,603",987.3,"1,322","3,505","3,918"
"Total Receivables, Net","2,961","3,287","7,266","12,387","15,995","13,933","12,729","10,322",,,"13,002","12,766","12,729","12,063","11,372","11,671","10,322","10,172","9,684","9,501"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"6,097","5,689","10,050","15,677","18,121","17,298","16,037","12,096",,,"16,845","17,476","16,037","15,255","13,318","13,957","12,096","12,299","13,981","14,253"
"Property/Plant/Equipment, Total - Net",187.2,969.9,282.2,288.3,309.0,336.5,653.6,353.1,,,600.5,658.4,653.6,705.2,"1,214","1,723",353.1,343.0,175.1,177.2
Total Assets,"6,904","7,659","14,979","22,652","25,897","25,812","23,865","19,360",,,"25,046","25,656","23,865","22,684","21,990","22,829","19,360","19,488","17,351","17,500"
Accounts Payable,776.7,"1,171","1,759","2,169","2,647","2,149","1,091","1,076",,,"1,228","1,114","1,091",931.0,747.5,"1,278","1,076",984.2,878.3,946.9
Accrued Expenses,48.6,85.7,77.7,153.0,220.2,198.0,272.3,184.5,,,210.5,222.6,272.3,347.5,273.3,298.1,184.5,222.6,100.1,91.1
Debt Due,0.00,260.4,933.7,"3,139","3,586","2,857","5,360","2,082",,,"2,728","4,807","5,360","9,619","4,003","3,321","2,082","2,266","3,768","3,769"
Total Current Liabilities,"5,009","5,106","8,686","11,633","13,132","13,190","12,529","9,534",,,"12,194","12,951","12,529","16,407","10,379","11,041","9,534","9,675","11,454","11,866"
Long Term Debt,,,,"4,252","6,098","5,869","6,826","6,450",,,"7,109","6,972","6,826","2,074","7,148","6,976","6,450","6,325","2,172","2,172"
Total Liabilities,"5,221","5,338","9,042","16,237","19,608","19,471","19,770","16,363",,,"19,716","20,347","19,770","18,884","17,960","18,444","16,363","16,375","13,934","14,346"
Common Stock,480.0,480.0,560.0,560.0,560.0,560.0,560.0,616.0,,,560.0,560.0,560.0,560.0,560.0,616.0,616.0,616.0,616.0,616.0
Additional Paid-In Capital,405.2,405.2,"2,905","2,929","2,929","2,929","2,929","3,309",,,"2,929","2,929","2,929","2,929","2,929","3,309","3,309","3,309","3,309","3,309"
Retained Earnings (Accumulated Deficit),804.3,"1,179","1,759","1,836","1,954","2,088","2,023",69.3,,,"2,026","2,074","2,023","1,962","1,932","1,979",69.3,274.4,669.6,423.5
Shareholders' Equity,"1,670","2,057","5,276","5,324","5,237","5,287","4,082","3,014",,,"4,737","4,709","4,082","3,803","4,030","4,384","3,014","3,120","3,422","3,154"
Cash from Operating Activities,"2,238",351.8,"-2,609","-6,974",-953.8,"2,080","-2,200",-180.1,,,-791.9,"-1,201","-1,023",28.5,-302.3,"1,595","-1,501",231.2,256.4,410.2
Cash from Investing Activities,-473.9,"-1,008",-212.0,-164.2,-841.6,-196.5,403.4,765.2,,,-698.6,121.6,927.9,132.9,-169.6,-502.2,"1,304",12.6,"2,015",21.9
Cash from Financing Activities,-192.1,304.7,"3,117","6,416","1,680","-1,231","1,835","-1,831",,,930.4,"1,993","-1,296",-376.5,-693.6,-363.4,-398.0,92.0,-639.3,-11.0
Net Change in Cash,"1,609",-384.5,330.9,-776.4,-39.7,636.8,27.6,"-1,249",,,-496.3,919.3,"-1,409",-242.2,"-1,120",712.8,-599.2,335.0,"1,538",415.2
Free Cashflows,"2,160",-450.5,"-2,689","-7,030","-1,050","2,002","-2,316",-831.5,,,-787.3,"-1,295","-1,024",-14.1,-679.0,"1,041","-1,179",221.3,250.3,405.8
Free Cashflow per Share,4.50,-0.94,-4.80,-12.6,-1.88,3.58,-4.14,-1.35,,,-1.41,-2.31,-1.83,-0.025,-1.21,1.69,-1.91,0.36,0.38,0.66
