,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,11.6,23.3,30.3,31.6,16.5,14.7,8.98,8.98,,,14.5,13.1,10.5,8.38,8.15,7.60,7.55,9.30,9.75,7.93
Earnings per Share,0.86,1.09,1.47,1.47,0.80,0.070,-0.94,-1.07,,,-0.19,-0.065,-0.72,0.013,-0.18,-0.073,-0.83,0.20,0.055,0.12
Revenue per Share,20.4,17.0,22.3,23.8,18.3,13.6,13.0,12.2,,,3.86,3.14,3.04,2.41,2.98,3.11,3.67,3.29,4.31,3.22
Dividend per Share,0.52,0.60,0.80,0.85,0.50,0.19,0.10,0.10,,,,,0.10,,,,0.10,,,
Capital Expenditures per Share,1.06,0.45,0.89,1.16,2.29,1.26,0.94,2.00,,,0.063,0.14,0.58,0.48,0.42,0.29,0.81,0.70,0.19,0.024
Book Value per Share,4.84,5.46,6.54,5.82,5.97,5.74,4.55,3.29,,,5.40,5.31,4.55,4.49,4.44,4.32,3.29,3.46,3.37,3.47
Price to Earnings Ratio,10.5,17.5,11.0,25.3,19.9,198.6,,,,,,,,,,,,,,
Price to Book Value Ratio,1.90,4.86,2.80,5.15,2.81,2.65,1.92,2.26,,,2.42,2.20,1.92,1.64,1.88,1.47,2.26,2.67,2.52,1.96
EV to EBITDA,5.89,7.42,5.98,14.0,11.1,14.7,57.1,12.3,,,18.1,15.9,57.1,57.0,43.6,48.7,12.3,11.1,10.3,7.66
Dividend Payout Ratio,60.5%,55.0%,54.4%,57.8%,62.5%,271.4%,-10.6%,-9.4%,,,,,-10.5%,,,,-9.4%,,,
Common Shares Outstanding,969.6,990.6,"1,002","1,007","1,007","1,007","1,007","1,007",,,"1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007","1,007"
Total Revenue,"19,791","16,840","22,311","23,909","18,394","13,695","13,070","12,249",,,"3,883","3,158","3,064","2,421","3,002","3,135","3,691","3,309","4,340","3,243"
"Cost of Revenue, Total","15,987","13,041","16,908","18,653","14,335","11,040","10,843","9,734",,,"3,266","2,642","2,615","1,850","2,395","2,458","3,032","2,582","3,633","2,588"
Gross Profit,"3,804","3,799","5,403","5,256","4,059","2,655","2,228","2,515",,,617.3,515.3,449.4,571.5,607.4,676.5,659.5,726.7,706.8,654.3
"Selling/General/Administrative Expenses, Total","2,132","1,917","2,577","2,762","2,554","2,239","1,889","1,619",,,470.3,525.6,375.4,390.8,439.2,380.4,408.5,357.8,455.9,337.2
Operating Income,"1,663","1,815","2,774","2,484","1,460",336.9,"-1,352",-195.3,,,-243.9,-27.5,"-1,197",132.0,-71.8,-1.94,-312.8,366.5,169.0,304.6
Net Income,835.8,"1,083","1,474","1,484",807.7,71.2,-948.0,"-1,076",,,-188.2,-65.3,-729.6,13.5,-182.8,-73.9,-832.5,200.4,55.7,124.4
EBITDA,"2,733","2,969","4,054","3,909","2,968","1,979",351.8,"1,326",,,246.4,445.1,-898.1,503.9,316.7,394.8,50.9,795.2,595.0,717.0
Gross Profit Margin,19.2%,22.6%,24.2%,22.0%,22.1%,19.4%,17.0%,20.5%,,,15.9%,16.3%,14.7%,23.6%,20.2%,21.6%,17.9%,22.0%,16.3%,20.2%
Operating Margin,8.4%,10.8%,12.4%,10.4%,7.9%,2.5%,-10.3%,-1.6%,,,-6.3%,-0.9%,-39.1%,5.5%,-2.4%,-0.1%,-8.5%,11.1%,3.9%,9.4%
Net Profit Margin,4.2%,6.4%,6.6%,6.2%,4.4%,0.5%,-7.3%,-8.8%,,,-4.8%,-2.1%,-23.8%,0.6%,-6.1%,-2.4%,-22.6%,6.1%,1.3%,3.8%
